Model,Target,ECE_before,ECE_after,ECE_reduction_pct,Brier_before,Brier_after
rf_binary_cw,binary,0.0011947100036919026,0.0004761602317003815,60.144283530819415,0.0025415666657603174,0.002554088552489631
xgb_binary_cw,binary,0.0007048226748435991,0.00037249264848678563,47.150870455545125,0.0018822485581040382,0.0018679389031603932
dnn_binary_cw,binary,0.013383146608574202,0.0012746573573134959,90.47565274001514,0.037616267800331116,0.027179284021258354
rf_5class_smote,5class,0.001127998706189093,0.0004898344955732266,56.57490625781686,0.0025706826132128194,0.0022367644224692723
xgb_5class_smote,5class,0.0009212593088577236,0.00029089056153558363,68.42468143998882,0.0020017949864268303,0.0018210194539278746
dnn_5class_smote,5class,0.02622324934013601,0.003164070677194744,87.93410139165334,0.055375996977090836,0.02456974796950817
