Target,Pair,feature_agreement,rank_agreement,sign_agreement,signed_rank_agreement,rank_correlation,pairwise_rank_agreement
binary,rf-xgb,0.44601398601398684,0.10377622377622384,0.9875757575757582,0.10335664335664342,0.3769018859927954,0.6469930069930059
binary,rf-dnn,0.3558041958041973,0.045734265734265915,0.6500838050838043,0.03552447552447559,0.19225259588895957,0.5755089355089346
binary,xgb-dnn,0.30293706293706435,0.038321678321678494,0.6695904095904085,0.033286713286713385,0.19425301970756526,0.5701010101010107
5class,rf-xgb,0.4290909090909107,0.08643356643356678,1.0,0.08643356643356678,0.48192413646959037,0.6874902874902881
5class,rf-dnn,0.3159440559440549,0.04349650349650355,0.9552447552447553,0.04349650349650355,0.016927315109133246,0.5098057498057492
5class,xgb-dnn,0.32195804195804323,0.0468531468531471,0.9972027972027973,0.0468531468531471,0.3755117609663067,0.6289665889665891
