dataset,model,calibrator,decision_preserving_by_construction,pct_decisions_changed_vs_raw,accuracy,macro_f1,ece_top,ece_macro,brier_macro,nll,auroc_conf_vs_correct,recall_Normal,recall_DoS,recall_Probe,recall_R2L,recall_U2R,ece_top_lo,ece_top_hi,brier_macro_lo,brier_macro_hi,auroc_lo,auroc_hi,ece_top_delta_vs_raw_lo,ece_top_delta_vs_raw_hi,brier_delta_vs_raw_lo,brier_delta_vs_raw_hi,auroc_delta_vs_raw_lo,auroc_delta_vs_raw_hi,stratum_ece_Normal,stratum_n_Normal,stratum_ece_DoS,stratum_n_DoS,stratum_ece_Probe,stratum_n_Probe,stratum_ece_R2L,stratum_n_R2L,stratum_ece_U2R,stratum_n_U2R,temperature_T,kappa,holdout_logloss,ece_top_verdict_vs_raw,brier_verdict_vs_raw,auroc_verdict_vs_raw
nsl_kdd_v2,xgb_5class_cw,toplabel_isotonic,True,0.0,0.7841997870830376,0.5947543324212714,0.19501310828604687,0.08265878878102977,0.07987724656493934,2.686131156573478,0.8821694199754012,0.9713726701678509,0.8415549597855227,0.721602643535729,0.0707105719237435,0.2537313432835821,0.19109203416081635,0.1987635252862856,0.07835469674546952,0.08134369411128338,0.8780919851155958,0.8864666550559112,-0.0008450333595466771,-0.0002408971569656679,-0.000582194368525472,-0.00033675558905112634,-1.27606011002257e-07,4.0095941150619645e-08,0.29325106752925495,13690,0.04385685609084291,6509,0.13299650755341808,2109,0.05406208794259538,210,,26,,,,better,better,no difference
nsl_kdd_v2,xgb_5class_cw,cctl,True,0.0,0.7841997870830376,0.5947543324212714,0.20189769809107508,0.08326341440923375,0.08049750813082585,2.884035631493998,0.8715285326706999,0.9713726701678509,0.8415549597855227,0.721602643535729,0.0707105719237435,0.2537313432835821,0.1980785626563211,0.2056764713718345,0.07898138796583526,0.0819752033874449,0.8672665504225862,0.8761591261176831,0.00471523345936737,0.0077585316832871915,2.5546022709476215e-05,0.00030913585237744704,-0.011871224127060934,-0.009449941114840257,0.29377337767996964,13690,0.04385685609084291,6509,0.15054154225839095,2109,0.19421801506429404,210,,26,,,,worse,worse,worse
nsl_kdd_v2,xgb_5class_cw,cctl_shrunk,True,0.0,0.7841997870830376,0.5947543324212714,0.20062465003903365,0.08317415761332735,0.08034829430478134,2.7843978775580283,0.8713799540474769,0.9713726701678509,0.8415549597855227,0.721602643535729,0.0707105719237435,0.2537313432835821,0.19654414188699318,0.20428409162095157,0.07882071380888012,0.0818316740302098,0.8671523768066093,0.8759323628145712,0.0035518806452678117,0.006444837432881682,-0.00010302377249558209,0.0001323632528697039,-0.011863494540592845,-0.009725156504932447,0.2937638603667909,13690,0.04385685609084291,6509,0.14772101359033968,2109,0.11371414377845473,210,,26,,200.0,0.0009244943885904601,worse,no difference,worse
nsl_kdd_v2,xgb_5class_cw,dirichlet,False,0.8472320794889993,0.7798083747338538,0.5603825042738129,0.20094179044732655,0.08381751676631312,0.08242371368717905,2.2413771614330344,0.8902575047738484,0.9715786221810319,0.8441018766756032,0.6935150764147047,0.05511265164644714,0.14925373134328357,0.19718012457401812,0.20466363580873212,0.08093797375928351,0.08383255284703603,0.8862225541138588,0.8942670036696275,0.004176850590856767,0.006711334587860017,0.0018576266606825727,0.00233204843545601,0.005841215107284142,0.010337098479602427,0.2986192415504127,13801,0.036002721812541244,6532,0.15509308927895904,2033,0.12712447238369262,162,,16,,,,worse,worse,better
nsl_kdd_v2,dnn_5class_cw,raw,True,0.0,0.7716465578424414,0.5471231481826725,0.1981117565222663,0.08068625251914499,0.08041073159524656,1.4307218852304513,0.8360995059014719,0.923488827103285,0.8400804289544236,0.7199504337050805,0.13518197573656845,0.417910447761194,0.19402079581446333,0.20211867203202769,0.07880609138681306,0.0818591235878592,0.830079545471391,0.8418536776490549,0.0,0.0,0.0,0.0,0.0,0.0,0.24620072811630042,12295,0.04409405923821272,6594,0.237360580950029,2446,0.3080769311233955,677,0.7690715160778833,532,,,,no difference,no difference,no difference
nsl_kdd_v2,dnn_5class_cw,temperature,True,0.0,0.7716465578424414,0.5471231481826725,0.1864161617439494,0.07665586578965836,0.07759452190094189,1.1259777411102907,0.8363522008828401,0.923488827103285,0.8400804289544236,0.7199504337050805,0.13518197573656845,0.417910447761194,0.1823792701342519,0.19030550502087568,0.07604868770548534,0.07899457466392504,0.8303502796004999,0.8422115195365848,-0.011933291088849204,-0.011249765327379539,-0.0029168248846478334,-0.0027162784946441576,-5.492772530997225e-05,0.0005593752912120691,0.23751221122618782,12295,0.041435628524426414,6594,0.21726674278062783,2446,0.25217001190740873,677,0.7082226785445439,532,1.296991822518323,,,better,better,no difference
nsl_kdd_v2,dnn_5class_cw,perclass_isotonic_renorm,False,7.323456352022712,0.7747515968772178,0.5720199240466471,0.19219198932827378,0.08604886095285946,0.08529772580751335,3.4815099590023935,0.7327828100796249,0.9714756461744414,0.8315013404825737,0.6617100371747212,0.07417677642980935,0.19402985074626866,0.18810992143541808,0.1961664079400012,0.08383816443905936,0.08676133703987589,0.7253601530882366,0.740480340729662,-0.008761734538933565,-0.0028012923819930396,0.004190939752432567,0.005646637770802904,-0.10865397042472434,-0.09815873185863137,0.2870636700316255,13946,0.05109472581133151,6505,0.10907944686533302,1847,0.28396983739050863,222,,24,,,,better,worse,worse
nsl_kdd_v2,dnn_5class_cw,toplabel_isotonic,True,0.0,0.7716465578424414,0.5471231481826725,0.17355011058261502,0.07287062289286853,0.0752329151125301,2.0758890154546332,0.8360994165705019,0.923488827103285,0.8400804289544236,0.7199504337050805,0.13518197573656845,0.417910447761194,0.16937489958651217,0.17760761458964114,0.07375234896352152,0.07663192054769272,0.8300794760063969,0.8418535863271434,-0.025215556881935768,-0.023948004169631804,-0.005424625141184972,-0.004930973916967543,-2.2127140065497653e-07,2.214089787622164e-08,0.22896717813087059,12295,0.04256099985272137,6594,0.18651802850828367,2446,0.1847491596871007,677,0.652065764817961,532,,,,better,better,no difference
nsl_kdd_v2,dnn_5class_cw,cctl,True,0.0,0.7716465578424414,0.5471231481826725,0.18579172322948256,0.07991622536979873,0.08009831524585026,2.714107724348276,0.8163462063280987,0.923488827103285,0.8400804289544236,0.7199504337050805,0.13518197573656845,0.417910447761194,0.18211384941073738,0.1896869589393381,0.07866152854503033,0.0815833075233841,0.8104776373233163,0.8221833229420787,-0.015361663258843212,-0.008725729650806901,-0.0010814031874948108,0.0004423871293534022,-0.021010911844924186,-0.018341728460052227,0.2669015904148526,12295,0.04944245832317271,6594,0.1264369165816987,2446,0.38395201334155027,677,0.2783521303258144,532,,,,better,no difference,worse
nsl_kdd_v2,dnn_5class_cw,cctl_shrunk,True,0.0,0.7716465578424414,0.5471231481826725,0.18579172322948256,0.07991622536979873,0.08009831524585026,2.714107724348276,0.8163462063280987,0.923488827103285,0.8400804289544236,0.7199504337050805,0.13518197573656845,0.417910447761194,0.18211384941073738,0.1896869589393381,0.07866152854503033,0.0815833075233841,0.8104776373233163,0.8221833229420787,-0.015361663258843212,-0.008725729650806901,-0.0010814031874948108,0.0004423871293534022,-0.021010911844924186,-0.018341728460052227,0.2669015904148526,12295,0.04944245832317271,6594,0.1264369165816987,2446,0.38395201334155027,677,0.2783521303258144,532,,0.0,0.021597621522013624,better,no difference,worse
nsl_kdd_v2,dnn_5class_cw,dirichlet,False,5.633427963094393,0.7743523775727467,0.527821533887831,0.20024784655760464,0.0837019144918986,0.08484904910295893,1.8159530719897652,0.7714137922922835,0.9517042529090722,0.8359249329758713,0.6947542337876911,0.10259965337954939,0.014925373134328358,0.19628604301355074,0.2042007287211797,0.0833052274599024,0.08629384300882623,0.7648576953712599,0.7784482921146405,-6.102733025626152e-05,0.004468132779968319,0.0038460497686734463,0.005107395576381122,-0.06917457864412188,-0.06021485349577305,0.29351994259052944,13565,0.04094678245803935,6544,0.14596275158221694,2125,0.057530625949271434,308,,2,,,,no difference,worse,worse
nsl_kdd_v2,rf_5class_smote,raw,True,0.0,0.7427253371185237,0.5101795772576511,0.16955168411403082,0.07781464691270382,0.07426030981438768,1.6847870811569428,0.9080769797106941,0.972299454227165,0.7490616621983914,0.6864931846344485,0.015944540727902946,0.08955223880597014,0.1661486092936778,0.17281355894768693,0.07308550611105258,0.0753826182203629,0.9043157037818749,0.9120876565916137,0.0,0.0,0.0,0.0,0.0,0.0,0.2567666347970576,14643,0.037716483327602385,5818,0.10506645203896374,2019,0.36018867924528297,53,,11,,,,no difference,no difference,no difference
nsl_kdd_v2,rf_5class_smote,temperature,True,0.0,0.7427253371185237,0.5101795772576511,0.2170556600423,0.0906432815229999,0.08720546210970519,2.12628692116728,0.9058710582895365,0.972299454227165,0.7490616621983914,0.6864931846344485,0.015944540727902946,0.08955223880597014,0.21336502573369312,0.22063832370517605,0.08583635224807336,0.08848879144749591,0.9021247920525723,0.9100009917189339,0.046604261412117334,0.04832311697554871,0.012602641998891533,0.01325963510107821,-0.002517623116725043,-0.00191518918842446,0.3132247772291361,14643,0.041753973417366495,5818,0.12277548284264826,2019,0.2792848714072105,53,,11,0.4817886340583748,,,worse,worse,worse
nsl_kdd_v2,rf_5class_smote,perclass_isotonic_renorm,False,3.632895670688432,0.7756831085876508,0.5401947828934244,0.20842210094371857,0.08883705311592341,0.08465035013484518,5.115990759205113,0.7136214773246793,0.9718875502008032,0.8443699731903486,0.7050805452292441,0.012131715771230503,0.11940298507462686,0.20481954587386111,0.2119189428019884,0.08332328388742945,0.08595624932753966,0.7059941040240283,0.7208030978094337,0.03699125501600984,0.040764897420030935,0.009934454978691736,0.010858859590201,-0.20115800407313483,-0.18734410670545618,0.3042619501856826,14005,0.07219465282143891,6551,0.12322524114924886,1931,0.169186588691601,43,,14,,,,worse,worse,worse
nsl_kdd_v2,rf_5class_smote,toplabel_isotonic,True,0.0,0.7427253371185237,0.5101795772576511,0.20801492411243305,0.08946139689088836,0.08765613738346498,2.4329609157844647,0.9080854490337249,0.972299454227165,0.7490616621983914,0.6864931846344485,0.015944540727902946,0.08955223880597014,0.20442106853524464,0.21163160201118966,0.0862822045539466,0.08897965925491073,0.9043199032948874,0.9120917932476789,0.03745142469513255,0.039400189252758816,0.013023615571455021,0.013757782497071472,1.9114761167698945e-06,1.5290041989918234e-05,0.3038201359715643,14643,0.04334669483078741,5818,0.13670953269797825,2019,0.2725399173550602,53,,11,,,,worse,worse,better
nsl_kdd_v2,rf_5class_smote,cctl,True,0.0,0.7427253371185237,0.5101795772576511,0.20764857768133885,0.08590559709409391,0.08542040863184176,2.471234665921064,0.9185900507850471,0.972299454227165,0.7490616621983914,0.6864931846344485,0.015944540727902946,0.08955223880597014,0.2041380322495418,0.21100435798004052,0.08404841691238375,0.08664281586682776,0.9149066685413987,0.9225454887818304,0.037162356409930535,0.039149906911694475,0.010846582244939625,0.011465381031737346,0.009721042286223105,0.011336149095189462,0.2953633981217857,14643,0.04334669483078741,5818,0.1136639425458144,2019,0.48247978436657685,53,,11,,,,worse,worse,better
nsl_kdd_v2,rf_5class_smote,cctl_shrunk,True,0.0,0.7427253371185237,0.5101795772576511,0.20764857768133885,0.08590559709409391,0.08542040863184176,2.471234665921064,0.9185900507850471,0.972299454227165,0.7490616621983914,0.6864931846344485,0.015944540727902946,0.08955223880597014,0.2041380322495418,0.21100435798004052,0.08404841691238375,0.08664281586682776,0.9149066685413987,0.9225454887818304,0.037162356409930535,0.039149906911694475,0.010846582244939625,0.011465381031737346,0.009721042286223105,0.011336149095189462,0.2953633981217857,14643,0.04334669483078741,5818,0.1136639425458144,2019,0.48247978436657685,53,,11,,0.0,0.002440721043077189,worse,worse,better
nsl_kdd_v2,rf_5class_smote,dirichlet,False,2.9808374733853795,0.7625088715400994,0.561675343820354,0.19528924328546016,0.0857701600803096,0.08293755611909262,2.1023213094995854,0.8924214534733753,0.9728143342601174,0.7813672922252011,0.7302767451466337,0.046447140381282497,0.1791044776119403,0.19154767961527974,0.19897390586200203,0.08156188054549203,0.08427999275615493,0.8883642675951158,0.8967006305882813,0.023594640856254637,0.027964649291322304,0.008286516191805092,0.009088502158734843,-0.018546503162719743,-0.012454758213265762,0.295619142452622,14262,0.045677334939566924,6070,0.11657016812655163,2049,0.28814999756177284,144,,19,,,,worse,worse,worse
nsl_kdd_v2,xgb_5class_smote,raw,True,0.0,0.7869499645138396,0.6137674816563837,0.19080483603122,0.08224679568120372,0.07953478698117905,1.816438535025811,0.8675407704091337,0.9718875502008032,0.8390080428954424,0.7133415943824866,0.10329289428076256,0.2835820895522388,0.18666601978350802,0.1946153627755073,0.07800293146238653,0.08094146499183619,0.8631564934857799,0.8718856667624404,0.0,0.0,0.0,0.0,0.0,0.0,0.2890691673351866,13616,0.045512202645286715,6490,0.13901299099889616,2110,0.07628216248497678,303,,25,,,,no difference,no difference,no difference
nsl_kdd_v2,xgb_5class_smote,temperature,True,0.0,0.7869499645138396,0.6137674816563837,0.18785168862957768,0.08179962446800795,0.07883533669885835,1.6086096236001086,0.8683207490743196,0.9718875502008032,0.8390080428954424,0.7133415943824866,0.10329289428076256,0.2835820895522388,0.18374456023246585,0.19156181740880407,0.07731407606177634,0.0802173995301617,0.8640020336764949,0.8726378219713556,-0.003206065600167988,-0.002815397951833562,-0.0007426959282967563,-0.000655996020533152,0.0007045257109279057,0.0008567021645006168,0.28646964364070726,13616,0.04686075431939187,6490,0.13717107660212072,2110,0.09071496707672869,303,,25,1.1339206491915907,,,better,better,better
nsl_kdd_v2,xgb_5class_smote,perclass_isotonic_renorm,False,0.5500354861603974,0.7822924059616749,0.5659199989262214,0.1903110588937181,0.0835679908296326,0.08038178919820102,4.737196782953512,0.6919976524734637,0.9724024302337555,0.8380697050938338,0.7050805452292441,0.0779896013864818,0.13432835820895522,0.1865348704127955,0.19389155166278413,0.07891347861462607,0.08170257235604907,0.6850348635533418,0.6988818006520789,-0.0014995993101071553,0.0006149562037650767,0.0005872512127170684,0.0011208910782803771,-0.18198680890306446,-0.16940061878240126,0.2875009709803973,13736,0.05343913445642026,6479,0.14830374979733116,2085,0.040059432389574684,231,,13,,,,no difference,worse,worse
nsl_kdd_v2,xgb_5class_smote,toplabel_isotonic,True,0.0,0.7869499645138396,0.6137674816563837,0.18396822101686958,0.08177240981537638,0.0782780236510901,2.7895328288127677,0.867540776276988,0.9718875502008032,0.8390080428954424,0.7133415943824866,0.10329289428076256,0.2835820895522388,0.1798652251126108,0.18769073315583887,0.076745553810216,0.07967372183853591,0.863156504590784,0.8718855900651399,-0.007783137267977686,-0.005848035006871815,-0.0015059962863995797,-0.0010396673865999048,-1.5720179987743777e-07,1.8771677556539409e-07,0.2813615085325957,13616,0.0535261180159031,6490,0.1421011784981021,2110,0.14708667558935265,303,,25,,,,better,better,no difference
nsl_kdd_v2,xgb_5class_smote,cctl,True,0.0,0.7869499645138396,0.6137674816563837,0.1934860236999954,0.08148911953325198,0.07821738374450901,2.84237466118041,0.8760257992184792,0.9718875502008032,0.8390080428954424,0.7133415943824866,0.10329289428076256,0.2835820895522388,0.18963049245152958,0.19721841360750658,0.07671241036725525,0.07956011557960652,0.8717090753736922,0.880331184594521,0.0009665794717486617,0.004471073563677825,-0.001548723110857801,-0.0011099724533294446,0.007428977527881681,0.009433100365142014,0.28133988990878395,13616,0.0535261180159031,6490,0.1537355699788565,2110,0.18122747179083157,303,,25,,,,worse,better,better
nsl_kdd_v2,xgb_5class_smote,cctl_shrunk,True,0.0,0.7869499645138396,0.6137674816563837,0.19106995016224054,0.08136271764769976,0.07802217661596801,2.7422846112988175,0.8736533905172165,0.9718875502008032,0.8390080428954424,0.7133415943824866,0.10329289428076256,0.2835820895522388,0.18711535275062482,0.19470698432428687,0.07649558479150849,0.07939559948369616,0.8692852212306356,0.8778982413518592,-0.001642069962248687,0.0023624483953484502,-0.0017225872512632782,-0.0013172766008313398,0.005469688309716789,0.006742615719173337,0.28134268436657134,13616,0.0535261180159031,6490,0.14258755882647284,2110,0.15054241991630482,303,,25,,1600.0,0.0017524723324824684,no difference,better,better
nsl_kdd_v2,xgb_5class_smote,dirichlet,False,1.676721078779276,0.7849982256919801,0.5692611947404592,0.19224384312476944,0.0803762450598179,0.07906552034471984,2.1884550142303363,0.8904581918872089,0.9715786221810319,0.8447721179624665,0.6844279223461379,0.10190641247833622,0.13432835820895522,0.18817540976902455,0.19580043098781705,0.07753564316233602,0.08046588710252567,0.8866518008701469,0.8942436979115861,3.141845846747083e-06,0.0027509593211166253,-0.0007291169549888419,-0.00022102998859515718,0.020459319752266523,0.025292901136371736,0.2841672781631521,13538,0.03147724375791115,6536,0.16957108944865515,2151,0.16686189438076973,306,,13,,,,worse,better,better
nsl_kdd_v2,dnn_5class_smote,raw,True,0.0,0.7811834634492548,0.5746627663172444,0.20649613366026162,0.08359948446227991,0.08436994128915795,2.728424068533749,0.6670460659119176,0.9627226856142519,0.8441018766756032,0.6650144568360181,0.11369150779896015,0.40298507462686567,0.2027472507850015,0.21053353599327515,0.082821128181826,0.08592174867450202,0.6577594251023157,0.676046478051074,0.0,0.0,0.0,0.0,0.0,0.0,0.2864768963751518,13256,0.04716259683417001,6640,0.16422388068939486,1998,0.2478904465771984,495,0.749240496736126,155,,,,no difference,no difference,no difference
nsl_kdd_v2,dnn_5class_smote,temperature,True,0.0,0.7811834634492548,0.5746627663172444,0.1977463732480974,0.08074435163621133,0.08239298324949035,1.8272808668483314,0.6698270192909097,0.9627226856142519,0.8441018766756032,0.6650144568360181,0.11369150779896015,0.40298507462686567,0.19391881081120024,0.20182167746212118,0.08095016607001745,0.08387811325128425,0.6604313348558238,0.6788522464854769,-0.00905533162359814,-0.008453364335618744,-0.002101683524315515,-0.0018694992889298667,0.002485279891324249,0.003067798122766985,0.27966733058460397,13256,0.04251171834176862,6640,0.15232792871478795,1998,0.1933163497314468,495,0.6883114698574475,155,1.5058948987353933,,,better,better,better
nsl_kdd_v2,dnn_5class_smote,perclass_isotonic_renorm,False,2.719127040454223,0.7700940383250532,0.5580864550632967,0.20761236283095688,0.08791076781461464,0.08754933406713605,4.77654508169503,0.712780245991915,0.9709607661414891,0.8412868632707775,0.6179264766625362,0.048873483535528596,0.2835820895522388,0.20374279068481316,0.21150197579487942,0.08607001098454492,0.08903411710618088,0.7049035184661742,0.7202781581271339,-0.0007654187526016431,0.003031222613749171,0.0027489560074452934,0.0036019683670631287,0.04029908424096754,0.05131426889247019,0.30403156913093143,13869,0.04371719693138246,6612,0.13386377046005574,1772,0.2717078575339292,229,0.47428284687329003,62,,,,no difference,worse,better
nsl_kdd_v2,dnn_5class_smote,toplabel_isotonic,True,0.0,0.7811834634492548,0.5746627663172444,0.19722991913272853,0.08111450108398681,0.0826082891523976,2.6513656858788712,0.6670448745458751,0.9627226856142519,0.8441018766756032,0.6650144568360181,0.11369150779896015,0.40298507462686567,0.19334958561671176,0.2013338884689308,0.0811274992339635,0.08410035855914982,0.6577557595509925,0.6760451939185544,-0.010113712042611338,-0.008254435438713723,-0.0019231639838390036,-0.00160934535226037,-3.7460694612911905e-06,1.3525930752794622e-06,0.2788523454218188,13256,0.042584393133626705,6640,0.1487987878425934,1998,0.1934138149462452,495,0.6819335986125191,155,,,,better,better,no difference
nsl_kdd_v2,dnn_5class_smote,cctl,True,0.0,0.7811834634492548,0.5746627663172444,0.20612772053117231,0.08443505088086042,0.0854265540850599,3.0899127526321952,0.6776453848442101,0.9627226856142519,0.8441018766756032,0.6650144568360181,0.11369150779896015,0.40298507462686567,0.20223267628269007,0.21007284099756535,0.08395492641462515,0.08691128431602721,0.6675791106757264,0.686374823729089,-0.0026722942994425736,0.0020205995414911246,0.0006304303257183387,0.0014595201867889564,0.007833820010587536,0.013437034808252014,0.2915177634368755,13256,0.042266220568487625,6640,0.14238581883197193,1998,0.4471590650415612,495,0.0628885926069762,155,,,,no difference,worse,better
nsl_kdd_v2,dnn_5class_smote,cctl_shrunk,True,0.0,0.7811834634492548,0.5746627663172444,0.20557760442894105,0.08483462610130843,0.08546855957301135,2.786706368334436,0.6779396925444532,0.9627226856142519,0.8441018766756032,0.6650144568360181,0.11369150779896015,0.40298507462686567,0.20182950864583693,0.2096644501811315,0.08400330924467807,0.08695178073687297,0.668233331739049,0.6874150553680444,-0.0028471045772253878,0.0010634015692690835,0.0007741473389709007,0.001414101758859315,0.008721282856154125,0.013059207972814148,0.2913996819711926,13256,0.042148723084954744,6640,0.1418270560618983,1998,0.3599412457093174,495,0.4831832915893219,155,,100.0,0.013587511393754354,no difference,worse,better
