target,confusable_class,rule,n_poisoned,budget_of_calib,n_target_in_calib,frac_poisoned_from_target_class,audit_accuracy,audit_ece_top,audit_accuracy_delta,audit_ece_delta,stealth_ok,test_accuracy,test_macro_f1,test_ece_top,test_recall_Normal,test_recall_DoS,test_recall_Probe,test_recall_R2L,test_recall_U2R,test_tpcr,routed_to_Normal,routed_to_DoS,routed_to_Probe,routed_to_R2L,routed_to_U2R,baseline_recall_target,baseline_accuracy,baseline_macro_f1,baseline_ece_top,baseline_tpcr,dataset,model,target_kind
R2L,Normal,random,504,0.020003969041476482,11726,0.00992063492063492,0.9990077396308792,0.020109070928792782,0.0,0.019880696862446458,False,0.7750621007806955,0.5443975801631293,0.1897446806155604,0.9719905262073937,0.8288203753351207,0.7042544403139198,0.048180242634315425,0.1044776119402985,0.047507097232079486,0.9441941074523397,0.0,0.006932409012131715,0.048180242634315425,0.0006932409012131716,0.04991334488734835,0.7752838892831796,0.5446124414745765,0.2022965839474868,0.04777324343506033,nsl_kdd_v2,rf_5class_cw,fragile
R2L,Normal,random,1260,0.050009922603691206,11726,0.016666666666666666,0.9989283588013494,0.0498842471222195,-7.938082952974046e-05,0.04965587305587317,False,0.7640170333569908,0.5298214123333265,0.2087645982985163,0.9728143342601174,0.8214477211796246,0.6253614209004543,0.04436741767764298,0.1044776119402985,0.03517565649396735,0.9490467937608319,0.0,0.0058925476603119585,0.04436741767764298,0.0006932409012131716,0.04991334488734835,0.7752838892831796,0.5446124414745765,0.2022965839474868,0.04777324343506033,nsl_kdd_v2,rf_5class_cw,fragile
R2L,Normal,random,2520,0.10001984520738241,11726,0.01865079365079365,0.9989680492161143,0.09990674253849235,-3.969041476492574e-05,0.09967836847214603,False,0.7341643009226402,0.5105802470284142,0.22670424307446208,0.9728143342601174,0.7329758713136729,0.6204047914085089,0.0440207972270364,0.1044776119402985,0.017166430092264016,0.9493934142114385,0.0,0.0058925476603119585,0.0440207972270364,0.0006932409012131716,0.04991334488734835,0.7752838892831796,0.5446124414745765,0.2022965839474868,0.04777324343506033,nsl_kdd_v2,rf_5class_cw,fragile
R2L,Normal,highest_pt,126,0.0050009922603691205,11726,1.0,0.9989680492161143,0.0054687872905591255,-3.969041476492574e-05,0.005240413224212801,True,0.7713360539389638,0.5323762774356476,0.19550567615324896,0.9720935022139842,0.8288203753351207,0.7042544403139198,0.01871750433275563,0.1044776119402985,0.043736692689850955,0.9733102253032929,0.0,0.006932409012131715,0.01871750433275563,0.0010398613518197574,0.04991334488734835,0.7752838892831796,0.5446124414745765,0.2022965839474868,0.04777324343506033,nsl_kdd_v2,rf_5class_cw,fragile
R2L,Normal,highest_pt,126,0.0050009922603691205,11726,1.0,0.9989680492161143,0.0054687872905591255,-3.969041476492574e-05,0.005240413224212801,True,0.7713360539389638,0.5323762774356476,0.19550567615324896,0.9720935022139842,0.8288203753351207,0.7042544403139198,0.01871750433275563,0.1044776119402985,0.043736692689850955,0.9733102253032929,0.0,0.006932409012131715,0.01871750433275563,0.0010398613518197574,0.04991334488734835,0.7752838892831796,0.5446124414745765,0.2022965839474868,0.04777324343506033,nsl_kdd_v2,rf_5class_cw,fragile
R2L,Normal,highest_pt,126,0.0050009922603691205,11726,1.0,0.9989680492161143,0.0054687872905591255,-3.969041476492574e-05,0.005240413224212801,True,0.7713360539389638,0.5323762774356476,0.19550567615324896,0.9720935022139842,0.8288203753351207,0.7042544403139198,0.01871750433275563,0.1044776119402985,0.043736692689850955,0.9733102253032929,0.0,0.006932409012131715,0.01871750433275563,0.0010398613518197574,0.04991334488734835,0.7752838892831796,0.5446124414745765,0.2022965839474868,0.04777324343506033,nsl_kdd_v2,rf_5class_cw,fragile
R2L,Normal,highest_pt,252,0.010001984520738241,11726,0.7896825396825397,0.9901964675530859,0.006939700211627877,-0.008811272077793308,0.0067113261452815525,False,0.7198367636621718,0.45054153367299576,0.23110308468687438,0.9760065904644218,0.7164879356568364,0.5803387030152829,0.0,0.0,0.01889638041163946,0.9996533795493934,0.0,0.0003466204506065858,0.0,0.0,0.04991334488734835,0.7752838892831796,0.5446124414745765,0.2022965839474868,0.04777324343506033,nsl_kdd_v2,rf_5class_cw,fragile
R2L,Normal,highest_pt,504,0.020003969041476482,11726,0.3948412698412698,0.9901170867235563,0.008442601930823303,-0.008890652907322938,0.008214227864476979,False,0.7196593328601846,0.45132906494821307,0.22491812228095603,0.9760065904644218,0.7163538873994638,0.5790995456422966,0.0,0.0,0.020049680624556424,0.9996533795493934,0.0,0.0003466204506065858,0.0,0.0,0.04991334488734835,0.7752838892831796,0.5446124414745765,0.2022965839474868,0.04777324343506033,nsl_kdd_v2,rf_5class_cw,fragile
R2L,Normal,highest_pt,1260,0.050009922603691206,11726,0.15793650793650793,0.9901170867235563,0.03687425826440351,-0.008890652907322938,0.036645884198057185,False,0.7195262597586941,0.4538900243068237,0.21231175076848147,0.9762125424776027,0.7156836461126005,0.5790995456422966,0.0,0.0,0.021779630943931868,0.9996533795493934,0.0,0.0003466204506065858,0.0,0.0,0.04991334488734835,0.7752838892831796,0.5446124414745765,0.2022965839474868,0.04777324343506033,nsl_kdd_v2,rf_5class_cw,fragile
R2L,Normal,highest_pt,2520,0.10001984520738241,11726,0.07896825396825397,0.9899980154792618,0.1019985160306449,-0.009009724151617382,0.10177014196429858,False,0.7153122782114976,0.45276932666236097,0.21588447013548837,0.9765214704973741,0.7033512064343164,0.5766212308963239,0.0,0.0,0.027812278211497517,0.9996533795493934,0.0,0.0003466204506065858,0.0,0.0,0.04991334488734835,0.7752838892831796,0.5446124414745765,0.2022965839474868,0.04777324343506033,nsl_kdd_v2,rf_5class_cw,fragile
DoS,Normal,block_greedy,126,0.0050009922603691205,11726,1.0,0.9989680492161143,0.005117580606045711,-3.969041476492574e-05,0.004889206539699387,True,0.7496007806955287,0.5306016859118103,0.21450386307947983,0.9721964782205746,0.7477211796246649,0.7158199091284593,0.04852686308492201,0.1044776119402985,0.024662881476224273,0.22788203753351208,0.7477211796246649,0.024396782841823058,0.0,0.0,0.8288203753351207,0.7752838892831796,0.5446124414745765,0.2022965839474868,0.04777324343506033,nsl_kdd_v2,rf_5class_cw,stable
DoS,Normal,block_greedy,126,0.0050009922603691205,11726,1.0,0.9989680492161143,0.005117580606045711,-3.969041476492574e-05,0.004889206539699387,True,0.7496007806955287,0.5306016859118103,0.21450386307947983,0.9721964782205746,0.7477211796246649,0.7158199091284593,0.04852686308492201,0.1044776119402985,0.024662881476224273,0.22788203753351208,0.7477211796246649,0.024396782841823058,0.0,0.0,0.8288203753351207,0.7752838892831796,0.5446124414745765,0.2022965839474868,0.04777324343506033,nsl_kdd_v2,rf_5class_cw,stable
DoS,Normal,block_greedy,126,0.0050009922603691205,11726,1.0,0.9989680492161143,0.005117580606045711,-3.969041476492574e-05,0.004889206539699387,True,0.7496007806955287,0.5306016859118103,0.21450386307947983,0.9721964782205746,0.7477211796246649,0.7158199091284593,0.04852686308492201,0.1044776119402985,0.024662881476224273,0.22788203753351208,0.7477211796246649,0.024396782841823058,0.0,0.0,0.8288203753351207,0.7752838892831796,0.5446124414745765,0.2022965839474868,0.04777324343506033,nsl_kdd_v2,rf_5class_cw,stable
DoS,Normal,block_greedy,252,0.010001984520738241,11726,0.996031746031746,0.9990077396308792,0.0099697551379592,0.0,0.009741381071612876,True,0.7468949609652236,0.5279751726773787,0.2247900023112815,0.9721964782205746,0.7419571045576407,0.7083849648905411,0.04852686308492201,0.1044776119402985,0.024973385379701916,0.23109919571045576,0.7419571045576407,0.026943699731903484,0.0,0.0,0.8288203753351207,0.7752838892831796,0.5446124414745765,0.2022965839474868,0.04777324343506033,nsl_kdd_v2,rf_5class_cw,stable
DoS,Normal,block_greedy,504,0.020003969041476482,11726,0.998015873015873,0.9990077396308792,0.01997970634752228,0.0,0.019751332281175957,False,0.7468062455642299,0.5279005010662415,0.21768538023550132,0.9721964782205746,0.7416890080428954,0.7083849648905411,0.04852686308492201,0.1044776119402985,0.024973385379701916,0.2312332439678284,0.7416890080428954,0.02707774798927614,0.0,0.0,0.8288203753351207,0.7752838892831796,0.5446124414745765,0.2022965839474868,0.04777324343506033,nsl_kdd_v2,rf_5class_cw,stable
DoS,Normal,block_greedy,1260,0.050009922603691206,11726,0.9992063492063492,0.9990077396308792,0.0501196518500318,0.0,0.049891277783685475,False,0.7467618878637331,0.5278498797873258,0.21356803411401212,0.9721964782205746,0.7415549597855228,0.7083849648905411,0.04852686308492201,0.1044776119402985,0.02501774308019872,0.2312332439678284,0.7415549597855228,0.027211796246648795,0.0,0.0,0.8288203753351207,0.7752838892831796,0.5446124414745765,0.2022965839474868,0.04777324343506033,nsl_kdd_v2,rf_5class_cw,stable
DoS,Normal,block_greedy,2520,0.10001984520738241,11726,0.9996031746031746,0.9990077396308792,0.10125290649368172,0.0,0.1010245324273354,False,0.7462739531582683,0.5273731262910987,0.24450038058305823,0.9721964782205746,0.7400804289544236,0.7083849648905411,0.04852686308492201,0.1044776119402985,0.02550567778566359,0.23163538873994638,0.7400804289544236,0.028284182305630026,0.0,0.0,0.8288203753351207,0.7752838892831796,0.5446124414745765,0.2022965839474868,0.04777324343506033,nsl_kdd_v2,rf_5class_cw,stable
DoS,Normal,block_greedy_stealth,26,0.0010319507838856916,27,0.07692307692307693,0.9986902163127604,0.000980350369042269,-0.0003175233181187398,0.0007519763026959445,True,0.7370919091554294,0.4710451966749748,0.2537614207595076,0.973844094326022,0.7656836461126005,0.5935563816604709,0.0034662045060658577,0.014925373134328358,0.0035042583392476934,0.22654155495978553,0.7656836461126005,0.007774798927613941,0.0,0.0,0.8288203753351207,0.7752838892831796,0.5446124414745765,0.2022965839474868,0.04777324343506033,nsl_kdd_v2,rf_5class_cw,stable
DoS,Normal,block_greedy_stealth,27,0.0010716411986505258,27,0.07407407407407407,0.9986902163127604,0.0011174241901157778,-0.0003175233181187398,0.0008890501237694533,True,0.7370919091554294,0.4710451966749748,0.2547857643803839,0.973844094326022,0.7656836461126005,0.5935563816604709,0.0034662045060658577,0.014925373134328358,0.0035042583392476934,0.22654155495978553,0.7656836461126005,0.007774798927613941,0.0,0.0,0.8288203753351207,0.7752838892831796,0.5446124414745765,0.2022965839474868,0.04777324343506033,nsl_kdd_v2,rf_5class_cw,stable
DoS,Normal,random,126,0.0050009922603691205,11726,0.7936507936507936,0.9990077396308792,0.005199470796776212,0.0,0.004971096730429888,True,0.7752838892831796,0.5446124414745765,0.20152851847426617,0.9719905262073937,0.8288203753351207,0.7042544403139198,0.04991334488734835,0.1044776119402985,0.04777324343506033,0.15335120643431635,0.8288203753351207,0.017828418230563,0.0,0.0,0.8288203753351207,0.7752838892831796,0.5446124414745765,0.2022965839474868,0.04777324343506033,nsl_kdd_v2,rf_5class_cw,stable
DoS,Normal,random,126,0.0050009922603691205,11726,0.7936507936507936,0.9990077396308792,0.005199470796776212,0.0,0.004971096730429888,True,0.7752838892831796,0.5446124414745765,0.20152851847426617,0.9719905262073937,0.8288203753351207,0.7042544403139198,0.04991334488734835,0.1044776119402985,0.04777324343506033,0.15335120643431635,0.8288203753351207,0.017828418230563,0.0,0.0,0.8288203753351207,0.7752838892831796,0.5446124414745765,0.2022965839474868,0.04777324343506033,nsl_kdd_v2,rf_5class_cw,stable
DoS,Normal,random,126,0.0050009922603691205,11726,0.7936507936507936,0.9990077396308792,0.005199470796776212,0.0,0.004971096730429888,True,0.7752838892831796,0.5446124414745765,0.20152851847426617,0.9719905262073937,0.8288203753351207,0.7042544403139198,0.04991334488734835,0.1044776119402985,0.04777324343506033,0.15335120643431635,0.8288203753351207,0.017828418230563,0.0,0.0,0.8288203753351207,0.7752838892831796,0.5446124414745765,0.2022965839474868,0.04777324343506033,nsl_kdd_v2,rf_5class_cw,stable
DoS,Normal,random,252,0.010001984520738241,11726,0.7896825396825397,0.9990077396308792,0.010201418296896978,0.0,0.009973044230550654,True,0.7752838892831796,0.5446124414745765,0.19754057609747386,0.9719905262073937,0.8288203753351207,0.7042544403139198,0.04991334488734835,0.1044776119402985,0.04777324343506033,0.15335120643431635,0.8288203753351207,0.017828418230563,0.0,0.0,0.8288203753351207,0.7752838892831796,0.5446124414745765,0.2022965839474868,0.04777324343506033,nsl_kdd_v2,rf_5class_cw,stable
DoS,Normal,random,504,0.020003969041476482,11726,0.7976190476190477,0.9990077396308792,0.020109070928792782,0.0,0.019880696862446458,False,0.7750621007806955,0.5443975801631293,0.1897446806155604,0.9719905262073937,0.8288203753351207,0.7042544403139198,0.048180242634315425,0.1044776119402985,0.047507097232079486,0.15335120643431635,0.8288203753351207,0.017828418230563,0.0,0.0,0.8288203753351207,0.7752838892831796,0.5446124414745765,0.2022965839474868,0.04777324343506033,nsl_kdd_v2,rf_5class_cw,stable
DoS,Normal,random,1260,0.050009922603691206,11726,0.7880952380952381,0.9989283588013494,0.0498842471222195,-7.938082952974046e-05,0.04965587305587317,False,0.7640170333569908,0.5298214123333265,0.2087645982985163,0.9728143342601174,0.8214477211796246,0.6253614209004543,0.04436741767764298,0.1044776119402985,0.03517565649396735,0.1611260053619303,0.8214477211796246,0.01742627345844504,0.0,0.0,0.8288203753351207,0.7752838892831796,0.5446124414745765,0.2022965839474868,0.04777324343506033,nsl_kdd_v2,rf_5class_cw,stable
DoS,Normal,random,2520,0.10001984520738241,11726,0.780952380952381,0.9989680492161143,0.09990674253849235,-3.969041476492574e-05,0.09967836847214603,False,0.7341643009226402,0.5105802470284142,0.22670424307446208,0.9728143342601174,0.7329758713136729,0.6204047914085089,0.0440207972270364,0.1044776119402985,0.017166430092264016,0.23351206434316354,0.7329758713136729,0.03351206434316354,0.0,0.0,0.8288203753351207,0.7752838892831796,0.5446124414745765,0.2022965839474868,0.04777324343506033,nsl_kdd_v2,rf_5class_cw,stable
DoS,Normal,highest_pt,126,0.0050009922603691205,11726,1.0,0.9990077396308792,0.005219603486806811,0.0,0.0049912294204604865,True,0.7752838892831796,0.5446124414745765,0.19885981748127443,0.9719905262073937,0.8288203753351207,0.7042544403139198,0.04991334488734835,0.1044776119402985,0.04777324343506033,0.15335120643431635,0.8288203753351207,0.017828418230563,0.0,0.0,0.8288203753351207,0.7752838892831796,0.5446124414745765,0.2022965839474868,0.04777324343506033,nsl_kdd_v2,rf_5class_cw,stable
DoS,Normal,highest_pt,126,0.0050009922603691205,11726,1.0,0.9990077396308792,0.005219603486806811,0.0,0.0049912294204604865,True,0.7752838892831796,0.5446124414745765,0.19885981748127443,0.9719905262073937,0.8288203753351207,0.7042544403139198,0.04991334488734835,0.1044776119402985,0.04777324343506033,0.15335120643431635,0.8288203753351207,0.017828418230563,0.0,0.0,0.8288203753351207,0.7752838892831796,0.5446124414745765,0.2022965839474868,0.04777324343506033,nsl_kdd_v2,rf_5class_cw,stable
DoS,Normal,highest_pt,126,0.0050009922603691205,11726,1.0,0.9990077396308792,0.005219603486806811,0.0,0.0049912294204604865,True,0.7752838892831796,0.5446124414745765,0.19885981748127443,0.9719905262073937,0.8288203753351207,0.7042544403139198,0.04991334488734835,0.1044776119402985,0.04777324343506033,0.15335120643431635,0.8288203753351207,0.017828418230563,0.0,0.0,0.8288203753351207,0.7752838892831796,0.5446124414745765,0.2022965839474868,0.04777324343506033,nsl_kdd_v2,rf_5class_cw,stable
DoS,Normal,highest_pt,252,0.010001984520738241,11726,1.0,0.9990077396308792,0.01022126559721285,0.0,0.009992891530866526,True,0.7752838892831796,0.5446124414745765,0.19540717582055225,0.9719905262073937,0.8288203753351207,0.7042544403139198,0.04991334488734835,0.1044776119402985,0.04777324343506033,0.15335120643431635,0.8288203753351207,0.017828418230563,0.0,0.0,0.8288203753351207,0.7752838892831796,0.5446124414745765,0.2022965839474868,0.04777324343506033,nsl_kdd_v2,rf_5class_cw,stable
DoS,Normal,highest_pt,504,0.020003969041476482,11726,1.0,0.9990077396308792,0.02023093039758231,0.0,0.020002556331235984,False,0.7752838892831796,0.5446124414745765,0.18850055389610457,0.9719905262073937,0.8288203753351207,0.7042544403139198,0.04991334488734835,0.1044776119402985,0.04777324343506033,0.15335120643431635,0.8288203753351207,0.017828418230563,0.0,0.0,0.8288203753351207,0.7752838892831796,0.5446124414745765,0.2022965839474868,0.04777324343506033,nsl_kdd_v2,rf_5class_cw,stable
DoS,Normal,highest_pt,1260,0.050009922603691206,11726,1.0,0.9990077396308792,0.0503709419970274,0.0,0.05014256793068107,False,0.7752838892831796,0.5446124414745765,0.1975474757746353,0.9719905262073937,0.8288203753351207,0.7042544403139198,0.04991334488734835,0.1044776119402985,0.04777324343506033,0.15335120643431635,0.8288203753351207,0.017828418230563,0.0,0.0,0.8288203753351207,0.7752838892831796,0.5446124414745765,0.2022965839474868,0.04777324343506033,nsl_kdd_v2,rf_5class_cw,stable
DoS,Normal,highest_pt,2520,0.10001984520738241,11726,1.0,0.9990077396308792,0.10126882808072162,0.0,0.1010404540143753,False,0.7752395315826828,0.5445503281468217,0.22898837477237913,0.9719905262073937,0.8288203753351207,0.7038413878562577,0.04991334488734835,0.1044776119402985,0.04772888573456352,0.15335120643431635,0.8288203753351207,0.017828418230563,0.0,0.0,0.8288203753351207,0.7752838892831796,0.5446124414745765,0.2022965839474868,0.04777324343506033,nsl_kdd_v2,rf_5class_cw,stable
R2L,Normal,block_greedy,126,0.0050009922603691205,11726,1.0,0.9994046437785274,0.005354006161083628,0.0,0.005181201889609216,True,0.7861958836053939,0.5941324302525064,0.18987154384319868,0.9713726701678509,0.8469168900804289,0.7236679058240396,0.07105719237435008,0.23880597014925373,0.0022622427253371187,0.921317157712305,0.0,0.0058925476603119585,0.07105719237435008,0.0017331022530329288,0.07105719237435008,0.7860628105039035,0.5903030968615286,0.19599748486459362,0.0023953158268275373,nsl_kdd_v2,xgb_5class_cw,fragile
R2L,Normal,block_greedy,126,0.0050009922603691205,11726,1.0,0.9994046437785274,0.005354006161083628,0.0,0.005181201889609216,True,0.7861958836053939,0.5941324302525064,0.18987154384319868,0.9713726701678509,0.8469168900804289,0.7236679058240396,0.07105719237435008,0.23880597014925373,0.0022622427253371187,0.921317157712305,0.0,0.0058925476603119585,0.07105719237435008,0.0017331022530329288,0.07105719237435008,0.7860628105039035,0.5903030968615286,0.19599748486459362,0.0023953158268275373,nsl_kdd_v2,xgb_5class_cw,fragile
R2L,Normal,block_greedy,126,0.0050009922603691205,11726,1.0,0.9994046437785274,0.005354006161083628,0.0,0.005181201889609216,True,0.7861958836053939,0.5941324302525064,0.18987154384319868,0.9713726701678509,0.8469168900804289,0.7236679058240396,0.07105719237435008,0.23880597014925373,0.0022622427253371187,0.921317157712305,0.0,0.0058925476603119585,0.07105719237435008,0.0017331022530329288,0.07105719237435008,0.7860628105039035,0.5903030968615286,0.19599748486459362,0.0023953158268275373,nsl_kdd_v2,xgb_5class_cw,fragile
R2L,Normal,block_greedy,252,0.010001984520738241,11726,0.7896825396825397,0.9911093470926772,0.003855417796618742,-0.008295296685850273,0.0036826135251443303,False,0.740152590489709,0.47812982833394047,0.24245128015971867,0.9751827824116981,0.7723860589812332,0.5997521685254027,0.0,0.029850746268656716,0.05287437899219304,0.9986135181975736,0.0,0.0010398613518197574,0.0,0.0003466204506065858,0.07105719237435008,0.7860628105039035,0.5903030968615286,0.19599748486459362,0.0023953158268275373,nsl_kdd_v2,xgb_5class_cw,fragile
R2L,Normal,block_greedy,504,0.020003969041476482,11726,0.3948412698412698,0.9866243302242509,0.012587183312802085,-0.012780313554276557,0.012414379041327672,False,0.7243168914123492,0.45746964659207007,0.2581187408011955,0.9775512305632788,0.7320375335120644,0.5679471292854192,0.0,0.0,0.07891234918381831,0.9996533795493934,0.0,0.0,0.0,0.0003466204506065858,0.07105719237435008,0.7860628105039035,0.5903030968615286,0.19599748486459362,0.0023953158268275373,nsl_kdd_v2,xgb_5class_cw,fragile
R2L,Normal,block_greedy,1260,0.050009922603691206,11726,0.15793650793650793,0.959515776939869,0.026988888364228435,-0.03988886683865844,0.026816084092754024,False,0.6871894960965224,0.4335116126670089,0.2925572423215843,0.981155390793945,0.6243967828418231,0.5394465097067328,0.0,0.0,0.12007629524485451,1.0,0.0,0.0,0.0,0.0,0.07105719237435008,0.7860628105039035,0.5903030968615286,0.19599748486459362,0.0023953158268275373,nsl_kdd_v2,xgb_5class_cw,fragile
