dataset,model,target_kind,rule,target,baseline_recall,final_recall,min_budget,frac_from_target_class_at_min,max_budget_tested,acc_delta,macro_f1_delta,ece_delta,tpcr,stealth_ok_at_min_budget,audit_acc_delta,audit_ece_delta
unsw_nb15_v2,dnn_5class_smote,fragile,random,DoS,0.04450966006358523,0.03203717290291025,,,0.10000369426280986,-0.05275681126991383,-0.006346300374526437,0.10240869355311281,0.3093711098154772,False,-0.01241272304111718,0.08362273538612408
unsw_nb15_v2,dnn_5class_smote,stable,block_greedy,R2L,0.8875513303707038,0.8660628902514484,,,0.10000369426280986,0.008745528749940945,0.004084228092578579,-0.018751766411649808,0.25204456280235105,False,-0.0011452214710554465,0.0860790505617271
unsw_nb15_v2,dnn_5class_smote,stable,block_greedy_stealth,R2L,0.8875513303707038,0.5561118298925578,,,0.10000369426280986,-0.0355651502497597,0.04043332570309577,0.05128292946002881,0.0764564062967807,False,-0.052901843437142104,0.07680278836025164
unsw_nb15_v2,dnn_5class_smote,stable,highest_pt,R2L,0.8875513303707038,0.8666254148619003,,,0.10000369426280986,0.008335828303997705,0.004313822845282034,-0.01884936501661738,0.2529427522415342,False,-0.0012929919834496761,0.08608337709081221
unsw_nb15_v2,dnn_5class_smote,stable,random,R2L,0.8875513303707038,0.8727569331158238,,,0.10000369426280986,-0.005310348087801953,-0.0005274134329164015,0.042426279241085774,0.228471029451159,False,-0.0007757951900697613,0.08256790372792636
unsw_nb15_v2,rf_5class_cw,fragile,block_greedy,DoS,0.022499388603570557,0.0,0.005024197421404559,0.6397058823529411,0.10000369426280986,-0.04308157766187115,-0.025570553019421793,0.1069979871216017,0.21769275618096154,True,-0.00868151760316227,0.08323976717186558
unsw_nb15_v2,rf_5class_cw,fragile,block_greedy_stealth,DoS,0.022499388603570557,0.013939838591342627,,,0.0508330562636226,-0.03142087266194993,-0.017627627499081422,0.10730944575763819,0.18912402893115457,False,-0.0037681480660534117,0.0319395890904762
unsw_nb15_v2,rf_5class_cw,fragile,highest_pt,DoS,0.022499388603570557,0.0,0.005024197421404559,0.6470588235294118,0.10000369426280986,-0.04265611950646864,-0.025397581729264873,0.10708567746786811,0.21733032886339643,True,-0.008644574975063768,0.08356889960148331
unsw_nb15_v2,rf_5class_cw,fragile,random,DoS,0.022499388603570557,0.009048667155783811,0.05024197421404559,0.15588235294117647,0.10000369426280986,-0.03673122074975188,-0.021056622176332862,0.05302769154863486,0.20722963709995115,False,-0.005504451586685888,0.06485432259459792
unsw_nb15_v2,rf_5class_cw,stable,block_greedy,R2L,0.9385160600776284,0.9331720762783372,,,0.10000369426280986,0.004947920770236758,0.001891849770874754,0.0060849024942118135,0.18176517861363672,False,-0.00048025416528130194,0.09430695954495759
unsw_nb15_v2,rf_5class_cw,stable,block_greedy_stealth,R2L,0.9385160600776284,0.6472408167857344,,,0.10000369426280986,-0.027087502560627863,0.03940408731117184,0.05460711910322523,0.03977245867540694,False,-0.043038161734825886,0.07930432047248209
unsw_nb15_v2,rf_5class_cw,stable,highest_pt,R2L,0.9385160600776284,0.9331720762783372,,,0.10000369426280986,0.004947920770236758,0.0018021747088816653,0.006026613495922206,0.18179669403255544,False,-0.0005171967933799149,0.09423067067582253
unsw_nb15_v2,rf_5class_cw,stable,random,R2L,0.9385160600776284,0.937728525622996,,,0.10000369426280986,-0.0005987929594554187,0.0006775753411289998,0.044499930448102284,0.17202691416775656,False,-0.0004063689090841871,0.0860167765774227
unsw_nb15_v2,rf_5class_smote,fragile,block_greedy,DoS,0.022743947175348497,0.0017119100024455857,0.10000369426280986,0.7680088659032139,0.10000369426280986,-0.04854950284426651,-0.02489781215695064,0.11027920243382462,0.2566773293834008,False,-0.014259854446045273,0.08922457815118572
unsw_nb15_v2,rf_5class_smote,fragile,block_greedy_stealth,DoS,0.022743947175348497,0.018586451455123502,,,0.047323506594259115,-0.023006255810655407,-0.013539171052372456,0.09566262716578326,0.2099242054175005,False,-0.0024382134545051226,0.029427949206977652
unsw_nb15_v2,rf_5class_smote,fragile,highest_pt,DoS,0.022743947175348497,0.0017119100024455857,0.10000369426280986,0.768747691171038,0.10000369426280986,-0.04854950284426651,-0.024944705207420648,0.11064224299860072,0.2566300562550228,False,-0.014296797074143885,0.08937667437463515
unsw_nb15_v2,rf_5class_smote,fragile,random,DoS,0.022743947175348497,0.014673514306676448,,,0.10000369426280986,-0.02596870518901373,-0.010488656977006516,0.0425436907281551,0.22517766817415422,False,-0.0034356644131663394,0.06874681802569042
unsw_nb15_v2,rf_5class_smote,stable,block_greedy,R2L,0.9373910108567249,0.9162963379647859,,,0.10000369426280986,0.00609823356076955,-0.00012736968249593694,-0.0015121803198847525,0.19508044310678999,False,-0.00014777051239422967,0.09264629070030371
unsw_nb15_v2,rf_5class_smote,stable,block_greedy_stealth,R2L,0.9373910108567249,0.6160207009056646,,,0.10000369426280986,-0.03257118545248261,0.02506990435383938,0.056969903049156986,0.027071744851168433,False,-0.0459196867265137,0.08167720660853747
unsw_nb15_v2,rf_5class_smote,stable,highest_pt,R2L,0.9373910108567249,0.9263655284918715,,,0.10000369426280986,0.008083704952648096,0.0017783520499081718,-0.0009524025685889934,0.19892532421487213,False,7.388525619711483e-05,0.09334206291705562
unsw_nb15_v2,rf_5class_smote,stable,random,R2L,0.9373910108567249,0.9233278955954323,,,0.10000369426280986,0.004191550716187931,0.00641884117977809,0.03964083584193846,0.19087313468114275,False,0.00025859839668995743,0.08640461039035753
unsw_nb15_v2,xgb_5class_cw,fragile,block_greedy,DoS,0.09562240156517486,0.0,0.005024197421404559,0.9558823529411765,0.10000369426280986,-0.04840768345913238,-0.044583697276130874,0.10030111675956517,0.24000567277540535,True,-0.018286600908788753,0.09027745563393458
unsw_nb15_v2,xgb_5class_cw,fragile,block_greedy_stealth,DoS,0.09562240156517486,0.09513328442161897,,,0.040119694115039344,-0.010179480310742006,-0.006349170153625572,0.07433458812161671,0.16307653519484408,False,-0.0014777051239425187,0.029464782648188276
unsw_nb15_v2,xgb_5class_cw,fragile,highest_pt,DoS,0.09562240156517486,0.0,0.005024197421404559,0.9338235294117647,0.10000369426280986,-0.04840768345913238,-0.045082361673695726,0.10094353557322296,0.23951718378216544,True,-0.018212715652591527,0.09069971627646156
unsw_nb15_v2,xgb_5class_cw,fragile,random,DoS,0.09562240156517486,0.06700904866715579,,,0.10000369426280986,-0.022202612628228313,-0.0077634231881591464,0.03703494072075503,0.20782843005940657,False,-0.005910820495770075,0.06353609142431278
unsw_nb15_v2,xgb_5class_cw,stable,block_greedy,R2L,0.9079147212690555,0.8947516453844856,,,0.10000369426280986,0.014087392256661668,0.011305215113614153,-0.03728398673681639,0.15382675974220386,False,-0.00048025416528141296,0.09375654665348954
unsw_nb15_v2,xgb_5class_cw,stable,block_greedy_stealth,R2L,0.9079147212690555,0.6519660235135287,,,0.10000369426280986,-0.023006255810655296,0.017403647650785947,0.04975530228596518,0.018956524479601645,False,-0.04813624441242759,0.08241761887989514
unsw_nb15_v2,xgb_5class_cw,stable,highest_pt,R2L,0.9079147212690555,0.8964954716768858,,,0.10000369426280986,0.014118907675580328,0.009520301571930956,-0.03710432924711137,0.15486676856652118,False,-0.00033248365288707227,0.09401245649135555
unsw_nb15_v2,xgb_5class_cw,stable,random,R2L,0.9079147212690555,0.8809697924284188,,,0.10000369426280986,-0.010967365783709604,0.00356004747709715,-0.000920047453688691,0.1506279447219552,False,-0.005578336842883003,0.0817986216340399
unsw_nb15_v2,xgb_5class_smote,fragile,block_greedy,DoS,0.09024211298606016,0.0,0.05024197421404559,0.7125,0.10000369426280986,-0.05738957785096355,-0.045162531869102795,0.09413924973188986,0.22818739068089064,False,-0.018028002512098795,0.09148438743966603
unsw_nb15_v2,xgb_5class_smote,fragile,block_greedy_stealth,DoS,0.09024211298606016,0.08999755441428223,,,0.04632605563559792,-0.018263185263390103,-0.007463513764438878,0.07825657611009121,0.1508012795260081,False,-0.0009605083305627149,0.03678042065145591
unsw_nb15_v2,xgb_5class_smote,fragile,highest_pt,DoS,0.09024211298606016,0.0,0.05024197421404559,0.7139705882352941,0.10000369426280986,-0.05749988181717902,-0.045345104750684206,0.09384440596665511,0.22817163297143128,False,-0.017991059884000182,0.09149397630344767
unsw_nb15_v2,xgb_5class_smote,fragile,random,DoS,0.09024211298606016,0.07532404010760577,,,0.10000369426280986,-0.02012259497959379,-0.0027629864918166103,0.024402534022229763,0.17602937237043223,False,-0.003177066016476493,0.06331103476149673
unsw_nb15_v2,xgb_5class_smote,stable,block_greedy,R2L,0.9013894357878157,0.9013331833267706,,,0.10000369426280986,1.575770945938526e-05,-8.267980952425535e-05,-0.034190216251106825,0.12724350388427538,False,3.6942628098501906e-05,0.09452782652415097
unsw_nb15_v2,xgb_5class_smote,stable,block_greedy_stealth,R2L,0.9013894357878157,0.6655791190864601,,,0.10000369426280986,-0.024014749216053954,0.02519387056740241,0.04177919413257056,0.014071634547202219,False,-0.045439432561232396,0.08366727832752628
unsw_nb15_v2,xgb_5class_smote,stable,highest_pt,R2L,0.9013894357878157,0.9013894357878157,,,0.10000369426280986,0.0,1.1110198387065395e-05,-0.03418784994775396,0.12730653472211279,False,0.0,0.09449472042001013
unsw_nb15_v2,xgb_5class_smote,stable,random,R2L,0.9013894357878157,0.8925577994037239,,,0.10000369426280986,-0.002600022060793239,-0.001886669894295756,0.020936300129819813,0.12369801925592096,False,-0.0010343935867598297,0.08485424483034791
