dataset,model,target_kind,rule,target,baseline_recall,final_recall,min_budget,frac_from_target_class_at_min,max_budget_tested,acc_delta,macro_f1_delta,ece_delta,tpcr,stealth_ok_at_min_budget,audit_acc_delta,audit_ece_delta
unsw_nb15_v2,dnn_5class_cw,fragile,block_greedy_stealth,DoS,0.019320127170457325,0.019320127170457325,,,0.06261775462706418,-0.015379524432328484,-0.006209728864012276,0.09060390395431676,0.275791430957596,False,-0.004211459603236212,0.042244458813158095
unsw_nb15_v2,dnn_5class_cw,fragile,highest_pt,DoS,0.019320127170457325,0.0,0.005024197421404559,0.7794117647058824,0.10000369426280986,-0.015694678621515634,-0.013513577408613975,0.09734352019620619,0.27911630765351947,True,-0.0043222874875319395,0.09429987154471733
unsw_nb15_v2,dnn_5class_cw,fragile,random,DoS,0.019320127170457325,0.009782342871117632,,,0.10000369426280986,-0.010541907628307201,0.007363873728134629,0.08282536595516125,0.29966436078851577,False,-0.004617828512320399,0.08342751054952595
unsw_nb15_v2,dnn_5class_cw,stable,block_greedy,R2L,0.9256904989593294,0.9185464364065928,,,0.10000369426280986,-0.00039394273648385436,0.0029701491652506795,-0.04554734526523199,0.2507524306266841,False,-0.001366877239646902,0.08192589502887591
unsw_nb15_v2,dnn_5class_cw,stable,block_greedy_stealth,R2L,0.9256904989593294,0.5762502109467289,,,0.10000369426280986,-0.04018215912135015,0.045064225344155606,0.05169931655405925,0.06889270575629126,False,-0.0565591636188999,0.06964174674215652
unsw_nb15_v2,dnn_5class_cw,stable,highest_pt,R2L,0.9256904989593294,0.9185464364065928,,,0.10000369426280986,-0.0004097004459432396,0.0029636007802149034,-0.045887770056999656,0.2507524306266841,False,-0.001403819867745404,0.08214905331905406
unsw_nb15_v2,dnn_5class_cw,stable,random,R2L,0.9256904989593294,0.927828092479046,,,0.10000369426280986,-0.005940656466176142,-0.0003674836794339553,0.010874471736700503,0.25926159373473473,False,-0.0012929919834497872,0.07508342965420749
unsw_nb15_v2,dnn_5class_smote,fragile,block_greedy,DoS,0.04450966006358523,0.0,0.005024197421404559,0.9264705882352942,0.10000369426280986,-0.05694836198610176,-0.03399050160273509,0.12622208784842542,0.29236854130883533,True,-0.01108278842956889,0.09601708281062218
unsw_nb15_v2,dnn_5class_smote,fragile,block_greedy_stealth,DoS,0.04450966006358523,0.04426510149180729,,,0.05183050722228379,-0.04930587289831556,-0.019610609975346305,0.10640955021959932,0.26173555411985316,False,-0.007905722413092398,0.03271469890925764
unsw_nb15_v2,dnn_5class_smote,fragile,highest_pt,DoS,0.04450966006358523,0.0,0.005024197421404559,0.9191176470588235,0.10000369426280986,-0.05772048974960997,-0.03568629245218391,0.12725432013456633,0.29016246198452594,True,-0.010971960545273163,0.09584454380749688
