dataset,model,predicted_class,mondrian_thresh_v2,mondrian_thresh_strict,mondrian_thresh_delta,health_flag_v2,health_flag_strict,flag_changed,mean_scts_v2,mean_scts_strict,mean_c3_v2,mean_c3_strict,scts_pearson_v2,scts_pearson_strict
unsw_nb15_v2,dnn_5class_smote,U2R,1.0,0.9813778400421143,-0.018622159957885742,red,amber,True,60.77912913841009,61.44291787678004,0.7008581916689873,0.7064517325162888,0.41648418484914296,0.4828501319141637
cic_ids2017_v2,rf_5class_cw,Normal,0.0011118676713278708,0.0011074155635416583,-4.4521077862125225e-06,amber,amber,False,46.43232435977459,58.33454024523497,0.6108447647121482,0.8800385054387152,0.20035018890896608,0.29137825848272975
cic_ids2017_v2,rf_5class_cw,DoS,0.011909181161902538,0.01727519033700231,0.005366009175099773,amber,amber,False,46.43232435977459,58.33454024523497,0.6108447647121482,0.8800385054387152,0.20035018890896608,0.29137825848272975
cic_ids2017_v2,rf_5class_cw,Probe,0.010208443054763872,0.012733246247872648,0.0025248031931087763,amber,amber,False,46.43232435977459,58.33454024523497,0.6108447647121482,0.8800385054387152,0.20035018890896608,0.29137825848272975
cic_ids2017_v2,rf_5class_cw,R2L,0.006021504765367003,0.4708609292325353,0.4648394244671683,red,amber,True,46.43232435977459,58.33454024523497,0.6108447647121482,0.8800385054387152,0.20035018890896608,0.29137825848272975
cic_ids2017_v2,rf_5class_cw,U2R,0.006021504765367003,0.006403103777999242,0.00038159901263223883,red,red,False,46.43232435977459,58.33454024523497,0.6108447647121482,0.8800385054387152,0.20035018890896608,0.29137825848272975
cic_ids2017_v2,xgb_5class_cw,Normal,0.0005363821983337402,0.0006804466247558594,0.00014406442642211914,red,red,False,72.58850061362982,74.89789533293248,0.8811320672035218,0.9139211772680282,0.2165772172462916,0.2684820509408442
cic_ids2017_v2,xgb_5class_cw,DoS,0.008852005004882812,0.009773492813110352,0.0009214878082275391,amber,amber,False,72.58850061362982,74.89789533293248,0.8811320672035218,0.9139211772680282,0.2165772172462916,0.2684820509408442
cic_ids2017_v2,xgb_5class_cw,Probe,0.025135695934295654,0.02907489612698555,0.003939200192689896,amber,amber,False,72.58850061362982,74.89789533293248,0.8811320672035218,0.9139211772680282,0.2165772172462916,0.2684820509408442
cic_ids2017_v2,xgb_5class_cw,R2L,0.001264035701751709,0.02895846590399742,0.027694430202245712,red,amber,True,72.58850061362982,74.89789533293248,0.8811320672035218,0.9139211772680282,0.2165772172462916,0.2684820509408442
cic_ids2017_v2,xgb_5class_cw,U2R,0.001264035701751709,0.00156480073928833,0.0003007650375366211,red,red,False,72.58850061362982,74.89789533293248,0.8811320672035218,0.9139211772680282,0.2165772172462916,0.2684820509408442
cic_ids2017_v2,dnn_5class_cw,Normal,0.42870211601257324,0.4771433174610138,0.04844120144844055,green,green,False,70.72955764836072,71.8244676451087,0.7965390492081642,0.8077568665742875,0.483647819648788,0.45785509157630633
cic_ids2017_v2,dnn_5class_cw,DoS,0.48829638957977295,0.49221915006637573,0.003922760486602783,green,green,False,70.72955764836072,71.8244676451087,0.7965390492081642,0.8077568665742875,0.483647819648788,0.45785509157630633
cic_ids2017_v2,dnn_5class_cw,Probe,0.8320385217666626,0.8286464214324951,-0.0033921003341674805,green,green,False,70.72955764836072,71.8244676451087,0.7965390492081642,0.8077568665742875,0.483647819648788,0.45785509157630633
cic_ids2017_v2,dnn_5class_cw,R2L,0.48829638957977295,0.5230257511138916,0.03472936153411865,red,red,False,70.72955764836072,71.8244676451087,0.7965390492081642,0.8077568665742875,0.483647819648788,0.45785509157630633
cic_ids2017_v2,dnn_5class_cw,U2R,0.48829638957977295,0.5230257511138916,0.03472936153411865,red,red,False,70.72955764836072,71.8244676451087,0.7965390492081642,0.8077568665742875,0.483647819648788,0.45785509157630633
cic_ids2017_v2,rf_5class_smote,Normal,0.0007323098584490761,0.0009135153850574618,0.00018120552660838563,red,red,False,59.793509508997204,60.32542263099551,0.8039150414501949,0.8251425727653884,0.28236656704225477,0.2851128242786785
cic_ids2017_v2,rf_5class_smote,DoS,0.01846194316658034,0.02337204130973774,0.004910098143157397,amber,amber,False,59.793509508997204,60.32542263099551,0.8039150414501949,0.8251425727653884,0.28236656704225477,0.2851128242786785
cic_ids2017_v2,rf_5class_smote,Probe,0.004042268800085624,0.004255890575112997,0.00021362177502737278,amber,amber,False,59.793509508997204,60.32542263099551,0.8039150414501949,0.8251425727653884,0.28236656704225477,0.2851128242786785
cic_ids2017_v2,rf_5class_smote,R2L,0.996134139969178,0.9209928037459517,-0.07514133622322627,amber,amber,False,59.793509508997204,60.32542263099551,0.8039150414501949,0.8251425727653884,0.28236656704225477,0.2851128242786785
cic_ids2017_v2,rf_5class_smote,U2R,0.003867778123281762,0.004071871096882118,0.00020409297360035605,red,red,False,59.793509508997204,60.32542263099551,0.8039150414501949,0.8251425727653884,0.28236656704225477,0.2851128242786785
cic_ids2017_v2,xgb_5class_smote,Normal,0.00036585330963134766,0.0004558563232421875,9.000301361083984e-05,red,red,False,68.5545732678175,70.65382349771261,0.8910894943475723,0.9263403500914573,0.2566509910422533,0.3414231645130247
cic_ids2017_v2,xgb_5class_smote,DoS,0.012272477149963379,0.014304757118225098,0.0020322799682617188,amber,amber,False,68.5545732678175,70.65382349771261,0.8910894943475723,0.9263403500914573,0.2566509910422533,0.3414231645130247
cic_ids2017_v2,xgb_5class_smote,Probe,0.043100059032440186,0.05542445182800293,0.012324392795562744,amber,green,True,68.5545732678175,70.65382349771261,0.8910894943475723,0.9263403500914573,0.2566509910422533,0.3414231645130247
cic_ids2017_v2,xgb_5class_smote,R2L,0.001849353313446045,0.23879463970661163,0.2369452863931656,red,amber,True,68.5545732678175,70.65382349771261,0.8910894943475723,0.9263403500914573,0.2566509910422533,0.3414231645130247
cic_ids2017_v2,xgb_5class_smote,U2R,0.001849353313446045,0.0013252496719360352,-0.0005241036415100098,red,red,False,68.5545732678175,70.65382349771261,0.8910894943475723,0.9263403500914573,0.2566509910422533,0.3414231645130247
cic_ids2017_v2,dnn_5class_smote,Normal,0.007840931415557861,0.013442754745483398,0.005601823329925537,amber,amber,False,67.44188505965471,67.56664821743965,0.8979249149560928,0.9023317149281502,0.47110033516199323,0.4543637626132002
cic_ids2017_v2,dnn_5class_smote,DoS,0.4623229503631592,0.48006415367126465,0.01774120330810547,green,green,False,67.44188505965471,67.56664821743965,0.8979249149560928,0.9023317149281502,0.47110033516199323,0.4543637626132002
cic_ids2017_v2,dnn_5class_smote,Probe,0.7884213924407959,0.7811199426651001,-0.007301449775695801,green,green,False,67.44188505965471,67.56664821743965,0.8979249149560928,0.9023317149281502,0.47110033516199323,0.4543637626132002
cic_ids2017_v2,dnn_5class_smote,R2L,0.990983784198761,0.8608280420303345,-0.1301557421684265,amber,amber,False,67.44188505965471,67.56664821743965,0.8979249149560928,0.9023317149281502,0.47110033516199323,0.4543637626132002
cic_ids2017_v2,dnn_5class_smote,U2R,0.1858748197555542,0.1871861219406128,0.0013113021850585938,red,red,False,67.44188505965471,67.56664821743965,0.8979249149560928,0.9023317149281502,0.47110033516199323,0.4543637626132002
