scope,dataset,point,lo_95,hi_95,n_normal,n_u2r
aggregate,all,12.03307920149637,11.185297226966949,13.030218202902569,4890,1644
per_dataset,nsl_kdd_v2,6.299607382233262,4.839664039108111,7.923469511235484,1566,402
per_dataset,unsw_nb15_v2,10.540443288609389,9.16655185486811,11.924040985319763,1200,1200
per_dataset,cic_ids2017_v2,29.72143774107399,17.390081521302246,41.76338477679787,2124,42
