T_GREEN_LO,CLIFF_GREEN_HI,N_GREEN_LO,pooled_precision,pooled_recall,pooled_f1,pooled_tp,pooled_fp,pooled_fn,pooled_tn,nsl_kdd_v2_precision,nsl_kdd_v2_recall,nsl_kdd_v2_f1,unsw_nb15_v2_precision,unsw_nb15_v2_recall,unsw_nb15_v2_f1,cic_ids2017_v2_precision,cic_ids2017_v2_recall,cic_ids2017_v2_f1
0.01,0.01,500,0.012105532132362335,0.10562987736900781,0.021721687299403946,379,30929,3209,20839,0.0023254123973548433,0.7272727272727273,0.004636001448750452,0.11688311688311688,0.0803818909762858,0.09525547445255475,0.005615776413739062,0.2895622895622896,0.011017872013323939
0.01,0.05,30,0.005626868296113944,0.044593088071348944,0.009992817662305219,160,28275,3428,23493,0.002290866095181791,0.7045454545454546,0.004566882734236889,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.0004370947767174182,0.020202020202020204,0.0008556759840273816
0.01,0.05,50,0.005626868296113944,0.044593088071348944,0.009992817662305219,160,28275,3428,23493,0.002290866095181791,0.7045454545454546,0.004566882734236889,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.0004370947767174182,0.020202020202020204,0.0008556759840273816
0.01,0.05,100,0.005626868296113944,0.044593088071348944,0.009992817662305219,160,28275,3428,23493,0.002290866095181791,0.7045454545454546,0.004566882734236889,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.0004370947767174182,0.020202020202020204,0.0008556759840273816
0.01,0.05,200,0.008570940754652553,0.06995540691192866,0.015270891004775957,251,29034,3337,22734,0.002290866095181791,0.7045454545454546,0.004566882734236889,0.10562685093780849,0.06590699106867878,0.08116821543713257,0.0004370947767174182,0.020202020202020204,0.0008556759840273816
0.01,0.05,500,0.012105532132362335,0.10562987736900781,0.021721687299403946,379,30929,3209,20839,0.0023254123973548433,0.7272727272727273,0.004636001448750452,0.11688311688311688,0.0803818909762858,0.09525547445255475,0.005615776413739062,0.2895622895622896,0.011017872013323939
0.01,0.1,30,0.005626868296113944,0.044593088071348944,0.009992817662305219,160,28275,3428,23493,0.002290866095181791,0.7045454545454546,0.004566882734236889,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.0004370947767174182,0.020202020202020204,0.0008556759840273816
0.01,0.1,50,0.005626868296113944,0.044593088071348944,0.009992817662305219,160,28275,3428,23493,0.002290866095181791,0.7045454545454546,0.004566882734236889,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.0004370947767174182,0.020202020202020204,0.0008556759840273816
0.01,0.1,100,0.005626868296113944,0.044593088071348944,0.009992817662305219,160,28275,3428,23493,0.002290866095181791,0.7045454545454546,0.004566882734236889,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.0004370947767174182,0.020202020202020204,0.0008556759840273816
0.01,0.1,200,0.008570940754652553,0.06995540691192866,0.015270891004775957,251,29034,3337,22734,0.002290866095181791,0.7045454545454546,0.004566882734236889,0.10562685093780849,0.06590699106867878,0.08116821543713257,0.0004370947767174182,0.020202020202020204,0.0008556759840273816
0.01,0.1,500,0.012105532132362335,0.10562987736900781,0.021721687299403946,379,30929,3209,20839,0.0023254123973548433,0.7272727272727273,0.004636001448750452,0.11688311688311688,0.0803818909762858,0.09525547445255475,0.005615776413739062,0.2895622895622896,0.011017872013323939
0.01,0.2,30,0.005626868296113944,0.044593088071348944,0.009992817662305219,160,28275,3428,23493,0.002290866095181791,0.7045454545454546,0.004566882734236889,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.0004370947767174182,0.020202020202020204,0.0008556759840273816
0.01,0.2,50,0.005626868296113944,0.044593088071348944,0.009992817662305219,160,28275,3428,23493,0.002290866095181791,0.7045454545454546,0.004566882734236889,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.0004370947767174182,0.020202020202020204,0.0008556759840273816
0.01,0.2,100,0.005626868296113944,0.044593088071348944,0.009992817662305219,160,28275,3428,23493,0.002290866095181791,0.7045454545454546,0.004566882734236889,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.0004370947767174182,0.020202020202020204,0.0008556759840273816
0.01,0.2,200,0.008570940754652553,0.06995540691192866,0.015270891004775957,251,29034,3337,22734,0.002290866095181791,0.7045454545454546,0.004566882734236889,0.10562685093780849,0.06590699106867878,0.08116821543713257,0.0004370947767174182,0.020202020202020204,0.0008556759840273816
0.01,0.2,500,0.012105532132362335,0.10562987736900781,0.021721687299403946,379,30929,3209,20839,0.0023254123973548433,0.7272727272727273,0.004636001448750452,0.11688311688311688,0.0803818909762858,0.09525547445255475,0.005615776413739062,0.2895622895622896,0.011017872013323939
0.01,0.3,30,0.005626868296113944,0.044593088071348944,0.009992817662305219,160,28275,3428,23493,0.002290866095181791,0.7045454545454546,0.004566882734236889,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.0004370947767174182,0.020202020202020204,0.0008556759840273816
0.01,0.3,50,0.005626868296113944,0.044593088071348944,0.009992817662305219,160,28275,3428,23493,0.002290866095181791,0.7045454545454546,0.004566882734236889,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.0004370947767174182,0.020202020202020204,0.0008556759840273816
0.01,0.3,100,0.005626868296113944,0.044593088071348944,0.009992817662305219,160,28275,3428,23493,0.002290866095181791,0.7045454545454546,0.004566882734236889,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.0004370947767174182,0.020202020202020204,0.0008556759840273816
0.01,0.3,200,0.008570940754652553,0.06995540691192866,0.015270891004775957,251,29034,3337,22734,0.002290866095181791,0.7045454545454546,0.004566882734236889,0.10562685093780849,0.06590699106867878,0.08116821543713257,0.0004370947767174182,0.020202020202020204,0.0008556759840273816
0.01,0.3,500,0.012105532132362335,0.10562987736900781,0.021721687299403946,379,30929,3209,20839,0.0023254123973548433,0.7272727272727273,0.004636001448750452,0.11688311688311688,0.0803818909762858,0.09525547445255475,0.005615776413739062,0.2895622895622896,0.011017872013323939
0.05,0.01,30,0.007316035729476819,0.07190635451505016,0.013280827735310013,258,35007,3330,16761,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.12292118582791034,0.05235602094240838,0.0734341252699784,0.002368047150449929,0.15151515151515152,0.00466321243523316
0.05,0.01,50,0.007316035729476819,0.07190635451505016,0.013280827735310013,258,35007,3330,16761,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.12292118582791034,0.05235602094240838,0.0734341252699784,0.002368047150449929,0.15151515151515152,0.00466321243523316
0.05,0.01,100,0.007316035729476819,0.07190635451505016,0.013280827735310013,258,35007,3330,16761,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.12292118582791034,0.05235602094240838,0.0734341252699784,0.002368047150449929,0.15151515151515152,0.00466321243523316
0.05,0.01,200,0.00966357469195625,0.09726867335562987,0.01758053547590862,349,35766,3239,16002,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.11688311688311688,0.0803818909762858,0.09525547445255475,0.002368047150449929,0.15151515151515152,0.00466321243523316
0.05,0.01,500,0.011366971742668836,0.11872909698996656,0.020747595275782293,426,37051,3162,14717,0.0029123643102991793,1.0,0.005807814149947201,0.11688311688311688,0.0803818909762858,0.09525547445255475,0.0060091378625347636,0.4074074074074074,0.011843586355405472
0.05,0.05,30,0.006018597752296195,0.058807134894091416,0.010919629457123636,211,34847,3377,16921,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.002368047150449929,0.15151515151515152,0.00466321243523316
0.05,0.05,50,0.006018597752296195,0.058807134894091416,0.010919629457123636,211,34847,3377,16921,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.002368047150449929,0.15151515151515152,0.00466321243523316
0.05,0.05,100,0.006018597752296195,0.058807134894091416,0.010919629457123636,211,34847,3377,16921,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.002368047150449929,0.15151515151515152,0.00466321243523316
0.05,0.05,200,0.008410382087557091,0.08416945373467112,0.015292687867125785,302,35606,3286,16162,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.10562685093780849,0.06590699106867878,0.08116821543713257,0.002368047150449929,0.15151515151515152,0.00466321243523316
0.05,0.05,500,0.011366971742668836,0.11872909698996656,0.020747595275782293,426,37051,3162,14717,0.0029123643102991793,1.0,0.005807814149947201,0.11688311688311688,0.0803818909762858,0.09525547445255475,0.0060091378625347636,0.4074074074074074,0.011843586355405472
0.05,0.1,30,0.006018597752296195,0.058807134894091416,0.010919629457123636,211,34847,3377,16921,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.002368047150449929,0.15151515151515152,0.00466321243523316
0.05,0.1,50,0.006018597752296195,0.058807134894091416,0.010919629457123636,211,34847,3377,16921,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.002368047150449929,0.15151515151515152,0.00466321243523316
0.05,0.1,100,0.006018597752296195,0.058807134894091416,0.010919629457123636,211,34847,3377,16921,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.002368047150449929,0.15151515151515152,0.00466321243523316
0.05,0.1,200,0.008410382087557091,0.08416945373467112,0.015292687867125785,302,35606,3286,16162,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.10562685093780849,0.06590699106867878,0.08116821543713257,0.002368047150449929,0.15151515151515152,0.00466321243523316
0.05,0.1,500,0.011366971742668836,0.11872909698996656,0.020747595275782293,426,37051,3162,14717,0.0029123643102991793,1.0,0.005807814149947201,0.11688311688311688,0.0803818909762858,0.09525547445255475,0.0060091378625347636,0.4074074074074074,0.011843586355405472
0.05,0.2,30,0.006018597752296195,0.058807134894091416,0.010919629457123636,211,34847,3377,16921,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.002368047150449929,0.15151515151515152,0.00466321243523316
0.05,0.2,50,0.006018597752296195,0.058807134894091416,0.010919629457123636,211,34847,3377,16921,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.002368047150449929,0.15151515151515152,0.00466321243523316
0.05,0.2,100,0.006018597752296195,0.058807134894091416,0.010919629457123636,211,34847,3377,16921,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.002368047150449929,0.15151515151515152,0.00466321243523316
0.05,0.2,200,0.008410382087557091,0.08416945373467112,0.015292687867125785,302,35606,3286,16162,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.10562685093780849,0.06590699106867878,0.08116821543713257,0.002368047150449929,0.15151515151515152,0.00466321243523316
0.05,0.2,500,0.011366971742668836,0.11872909698996656,0.020747595275782293,426,37051,3162,14717,0.0029123643102991793,1.0,0.005807814149947201,0.11688311688311688,0.0803818909762858,0.09525547445255475,0.0060091378625347636,0.4074074074074074,0.011843586355405472
0.05,0.3,30,0.006018597752296195,0.058807134894091416,0.010919629457123636,211,34847,3377,16921,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.002368047150449929,0.15151515151515152,0.00466321243523316
0.05,0.3,50,0.006018597752296195,0.058807134894091416,0.010919629457123636,211,34847,3377,16921,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.002368047150449929,0.15151515151515152,0.00466321243523316
0.05,0.3,100,0.006018597752296195,0.058807134894091416,0.010919629457123636,211,34847,3377,16921,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.002368047150449929,0.15151515151515152,0.00466321243523316
0.05,0.3,200,0.008410382087557091,0.08416945373467112,0.015292687867125785,302,35606,3286,16162,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.10562685093780849,0.06590699106867878,0.08116821543713257,0.002368047150449929,0.15151515151515152,0.00466321243523316
0.05,0.3,500,0.011366971742668836,0.11872909698996656,0.020747595275782293,426,37051,3162,14717,0.0029123643102991793,1.0,0.005807814149947201,0.11688311688311688,0.0803818909762858,0.09525547445255475,0.0060091378625347636,0.4074074074074074,0.011843586355405472
0.1,0.01,30,0.007325594500169052,0.07246376811594203,0.013306038894575233,260,35232,3328,16536,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.12292118582791034,0.05235602094240838,0.0734341252699784,0.0024440977639105564,0.15824915824915825,0.0048138474932145235
0.1,0.01,50,0.007325594500169052,0.07246376811594203,0.013306038894575233,260,35232,3328,16536,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.12292118582791034,0.05235602094240838,0.0734341252699784,0.0024440977639105564,0.15824915824915825,0.0048138474932145235
0.1,0.01,100,0.007325594500169052,0.07246376811594203,0.013306038894575233,260,35232,3328,16536,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.12292118582791034,0.05235602094240838,0.0734341252699784,0.0024440977639105564,0.15824915824915825,0.0048138474932145235
0.1,0.01,200,0.009658246656760773,0.09782608695652174,0.01758076634109692,351,35991,3237,15777,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.11688311688311688,0.0803818909762858,0.09525547445255475,0.0024440977639105564,0.15824915824915825,0.0048138474932145235
0.1,0.01,500,0.011366971742668836,0.11872909698996656,0.020747595275782293,426,37051,3162,14717,0.0029123643102991793,1.0,0.005807814149947201,0.11688311688311688,0.0803818909762858,0.09525547445255475,0.0060091378625347636,0.4074074074074074,0.011843586355405472
0.1,0.05,30,0.006036559444523169,0.05936454849498328,0.010958763151802024,213,35072,3375,16696,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.0024440977639105564,0.15824915824915825,0.0048138474932145235
0.1,0.05,50,0.006036559444523169,0.05936454849498328,0.010958763151802024,213,35072,3375,16696,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.0024440977639105564,0.15824915824915825,0.0048138474932145235
0.1,0.05,100,0.006036559444523169,0.05936454849498328,0.010958763151802024,213,35072,3375,16696,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.0024440977639105564,0.15824915824915825,0.0048138474932145235
0.1,0.05,200,0.00841289608412896,0.08472686733556299,0.015305994008508924,304,35831,3284,15937,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.10562685093780849,0.06590699106867878,0.08116821543713257,0.0024440977639105564,0.15824915824915825,0.0048138474932145235
0.1,0.05,500,0.011366971742668836,0.11872909698996656,0.020747595275782293,426,37051,3162,14717,0.0029123643102991793,1.0,0.005807814149947201,0.11688311688311688,0.0803818909762858,0.09525547445255475,0.0060091378625347636,0.4074074074074074,0.011843586355405472
0.1,0.1,30,0.006036559444523169,0.05936454849498328,0.010958763151802024,213,35072,3375,16696,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.0024440977639105564,0.15824915824915825,0.0048138474932145235
0.1,0.1,50,0.006036559444523169,0.05936454849498328,0.010958763151802024,213,35072,3375,16696,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.0024440977639105564,0.15824915824915825,0.0048138474932145235
0.1,0.1,100,0.006036559444523169,0.05936454849498328,0.010958763151802024,213,35072,3375,16696,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.0024440977639105564,0.15824915824915825,0.0048138474932145235
0.1,0.1,200,0.00841289608412896,0.08472686733556299,0.015305994008508924,304,35831,3284,15937,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.10562685093780849,0.06590699106867878,0.08116821543713257,0.0024440977639105564,0.15824915824915825,0.0048138474932145235
0.1,0.1,500,0.011366971742668836,0.11872909698996656,0.020747595275782293,426,37051,3162,14717,0.0029123643102991793,1.0,0.005807814149947201,0.11688311688311688,0.0803818909762858,0.09525547445255475,0.0060091378625347636,0.4074074074074074,0.011843586355405472
0.1,0.2,30,0.006036559444523169,0.05936454849498328,0.010958763151802024,213,35072,3375,16696,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.0024440977639105564,0.15824915824915825,0.0048138474932145235
0.1,0.2,50,0.006036559444523169,0.05936454849498328,0.010958763151802024,213,35072,3375,16696,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.0024440977639105564,0.15824915824915825,0.0048138474932145235
0.1,0.2,100,0.006036559444523169,0.05936454849498328,0.010958763151802024,213,35072,3375,16696,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.0024440977639105564,0.15824915824915825,0.0048138474932145235
0.1,0.2,200,0.00841289608412896,0.08472686733556299,0.015305994008508924,304,35831,3284,15937,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.10562685093780849,0.06590699106867878,0.08116821543713257,0.0024440977639105564,0.15824915824915825,0.0048138474932145235
0.1,0.2,500,0.011366971742668836,0.11872909698996656,0.020747595275782293,426,37051,3162,14717,0.0029123643102991793,1.0,0.005807814149947201,0.11688311688311688,0.0803818909762858,0.09525547445255475,0.0060091378625347636,0.4074074074074074,0.011843586355405472
0.1,0.3,30,0.006036559444523169,0.05936454849498328,0.010958763151802024,213,35072,3375,16696,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.0024440977639105564,0.15824915824915825,0.0048138474932145235
0.1,0.3,50,0.006036559444523169,0.05936454849498328,0.010958763151802024,213,35072,3375,16696,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.0024440977639105564,0.15824915824915825,0.0048138474932145235
0.1,0.3,100,0.006036559444523169,0.05936454849498328,0.010958763151802024,213,35072,3375,16696,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.10459183673469388,0.03788112103480135,0.05561835858014923,0.0024440977639105564,0.15824915824915825,0.0048138474932145235
0.1,0.3,200,0.00841289608412896,0.08472686733556299,0.015305994008508924,304,35831,3284,15937,0.0028899791652664828,0.9772727272727273,0.0057629163036922865,0.10562685093780849,0.06590699106867878,0.08116821543713257,0.0024440977639105564,0.15824915824915825,0.0048138474932145235
0.1,0.3,500,0.011366971742668836,0.11872909698996656,0.020747595275782293,426,37051,3162,14717,0.0029123643102991793,1.0,0.005807814149947201,0.11688311688311688,0.0803818909762858,0.09525547445255475,0.0060091378625347636,0.4074074074074074,0.011843586355405472
0.2,0.01,30,0.007306626354245402,0.07274247491638795,0.013279401663741126,261,35460,3327,16308,0.0029123643102991793,1.0,0.005807814149947201,0.12292118582791034,0.05235602094240838,0.0734341252699784,0.0024440977639105564,0.15824915824915825,0.0048138474932145235
0.2,0.01,50,0.007306626354245402,0.07274247491638795,0.013279401663741126,261,35460,3327,16308,0.0029123643102991793,1.0,0.005807814149947201,0.12292118582791034,0.05235602094240838,0.0734341252699784,0.0024440977639105564,0.15824915824915825,0.0048138474932145235
0.2,0.01,100,0.007306626354245402,0.07274247491638795,0.013279401663741126,261,35460,3327,16308,0.0029123643102991793,1.0,0.005807814149947201,0.12292118582791034,0.05235602094240838,0.0734341252699784,0.0024440977639105564,0.15824915824915825,0.0048138474932145235
