Target,Pair,feature_agreement,rank_agreement,sign_agreement,signed_rank_agreement,rank_correlation,pairwise_rank_agreement
binary,rf-xgb,0.6360871352240016,0.16177558569667008,0.9979878195969445,0.1617344841759138,0.47048288059385435,0.6768781111567801
binary,rf-dnn,0.40053431976982573,0.04459515002055043,0.9493873916192039,0.042786683107274695,-0.2981703595760312,0.39390784125679484
binary,xgb-dnn,0.4473900534319741,0.057706535141799346,0.9476058364159461,0.05655569256062391,-0.16859345613969537,0.4395853313239268
5class,rf-xgb,0.7466913275791244,0.16843403205918708,1.0,0.16843403205918708,0.550563589034611,0.7141617573183561
5class,rf-dnn,0.5048088779284838,0.06757090012330362,1.0,0.06757090012330362,0.058152424366974244,0.5223272594419323
5class,xgb-dnn,0.4797369502671598,0.0657624332100274,1.0,0.0657624332100274,-0.10309506906300984,0.4682924601543597
