dataset,variant,config,space_note,direction,k,n,FA,FA_lo,FA_hi,RA,RA_lo,RA_hi,RC,RC_lo,RC_hi,PRA,PRA_lo,PRA_hi,delta_RC_vs_original,delta_RC_lo,delta_RC_hi,RC_sig
unsw_nb15_v2,5class_cw,rf-dnn original,"prob vs prob, as in 06 (matched)",A->B,10,1000,0.46990000000000004,0.46220000000000006,0.47769999999999996,0.0645,0.05989999999999996,0.06910250000000001,0.18933333333333333,0.171150303030303,0.20732181818181816,0.5698,0.5629777777777777,0.5766666666666665,,,,POS
unsw_nb15_v2,5class_smote,rf-dnn original,"prob vs prob, as in 06 (matched)",A->B,10,1000,0.4825,0.4742000000000002,0.49060000000000004,0.06709999999999999,0.062099999999999975,0.07219999999999997,0.1688,0.14962393939393936,0.1870424242424242,0.5650666666666666,0.5577111111111112,0.5721777777777777,,,,POS
unsw_nb15_v2,5class_cw,xgb-dnn original,"logit vs prob, as in 06 (mismatched)",A->B,10,1000,0.45070000000000005,0.44430000000000003,0.45729999999999993,0.0835,0.07789999999999997,0.089,0.27423030303030305,0.25793909090909084,0.28979484848484843,0.6059111111111111,0.5996222222222223,0.6119555555555556,,,,POS
unsw_nb15_v2,5class_smote,xgb-dnn original,"logit vs prob, as in 06 (mismatched)",A->B,10,1000,0.4935,0.4864,0.5007999999999999,0.07740000000000001,0.07199999999999997,0.08279999999999998,0.24656969696969697,0.23009636363636354,0.26306696969696963,0.5937555555555555,0.5875999999999999,0.5999561111111109,,,,POS
unsw_nb15_v2,5class_cw,xgb-dnn logit-matched,logit vs logit,A->B,10,1000,0.4501,0.4433,0.45679999999999993,0.08660000000000001,0.08129999999999998,0.09199999999999998,0.2791393939393939,0.2636727272727272,0.2941584848484847,0.6063777777777777,0.6004438888888886,0.6122222222222219,0.004909090909090908,-0.0034909090909090892,0.013406363636363643,POS
unsw_nb15_v2,5class_smote,xgb-dnn logit-matched,logit vs logit,A->B,10,1000,0.4776,0.4699,0.4852,0.0809,0.07559999999999997,0.08619999999999997,0.2468121212121212,0.2302181818181818,0.26356363636363633,0.5916888888888888,0.5853549999999998,0.5980894444444445,0.00024242424242424177,-0.009758181818181812,0.010230606060606051,POS
unsw_nb15_v2,5class_cw,rf-dnn logit-mismatched,prob vs logit (mismatch control),A->B,10,1000,0.47129999999999994,0.46370000000000006,0.47879999999999995,0.0635,0.05839999999999997,0.06869999999999996,0.17953939393939392,0.16015757575757572,0.19836454545454535,0.5676666666666667,0.5603555555555555,0.5749555555555556,,,,POS
unsw_nb15_v2,5class_smote,rf-dnn logit-mismatched,prob vs logit (mismatch control),A->B,10,1000,0.4827,0.47390000000000004,0.49140000000000006,0.075,0.06959999999999997,0.08059999999999999,0.14606060606060606,0.12646030303030306,0.16541818181818171,0.5545777777777778,0.5470444444444444,0.5621111111111111,,,,POS
unsw_nb15_v2,5class_cw,dnn self prob-vs-logit,"same model, two output heads",A->B,10,1000,0.7367999999999999,0.73,0.7437,0.2156,0.20700000000000005,0.22440000000000004,0.6675757575757575,0.6528603030303027,0.6817336363636364,0.7691111111111112,0.7623555555555552,0.7755777777777774,,,,POS
unsw_nb15_v2,5class_smote,dnn self prob-vs-logit,"same model, two output heads",A->B,10,1000,0.7138,0.706,0.7213999999999998,0.18660000000000002,0.17790000000000009,0.1953000000000001,0.6168242424242424,0.6012845454545453,0.6320975757575756,0.7456666666666667,0.7387333333333329,0.7525999999999996,,,,POS
unsw_nb15_v2,5class_cw,rf-xgb original,"prob vs logit, as in 06",A->B,15,1000,0.6633333333333332,0.6582666666666664,0.6683333333333329,0.09040000000000001,0.08593333333333325,0.09493333333333326,0.6119249999999999,0.6003178571428571,0.6234766071428571,0.7307809523809524,0.7259428571428569,0.7356285714285712,,,,POS
unsw_nb15_v2,5class_smote,rf-xgb original,"prob vs logit, as in 06",A->B,15,1000,0.677,0.6719333333333328,0.6821333333333325,0.10293333333333334,0.09786666666666659,0.10813333333333322,0.6272107142857142,0.6154320535714285,0.6391790178571427,0.7383904761904762,0.7335238095238094,0.7433999999999995,,,,POS
unsw_nb15_v2,5class_cw,rf-dnn original,"prob vs prob, as in 06 (matched)",A->B,15,1000,0.5171333333333334,0.5106,0.5235333333333333,0.051133333333333336,0.04773333333333332,0.054534999999999965,0.21937857142857137,0.20448892857142856,0.23438580357142857,0.5773428571428572,0.5719330952380953,0.5828288095238096,,,,POS
unsw_nb15_v2,5class_smote,rf-dnn original,"prob vs prob, as in 06 (matched)",A->B,15,1000,0.5137999999999999,0.5073333333333332,0.520135,0.051866666666666665,0.048266666666666666,0.05540166666666664,0.24389642857142854,0.2290963392857143,0.25836446428571436,0.590647619047619,0.5851142857142857,0.5960954761904762,,,,POS
unsw_nb15_v2,5class_cw,xgb-dnn original,"logit vs prob, as in 06 (mismatched)",A->B,15,1000,0.4810666666666667,0.4754666666666668,0.4867350000000001,0.06433333333333333,0.0603333333333333,0.0683333333333333,0.28528928571428563,0.27285330357142856,0.2970683035714285,0.6076666666666666,0.6029233333333334,0.6122761904761903,,,,POS
unsw_nb15_v2,5class_smote,xgb-dnn original,"logit vs prob, as in 06 (mismatched)",A->B,15,1000,0.5077333333333334,0.5020666666666667,0.5134666666666667,0.059199999999999996,0.0553983333333333,0.06299999999999997,0.2924321428571428,0.28044624999999995,0.3044392857142857,0.6090285714285714,0.6043809523809526,0.6136859523809524,,,,POS
unsw_nb15_v2,5class_cw,xgb-dnn logit-matched,logit vs logit,A->B,15,1000,0.45526666666666665,0.4500666666666667,0.4604666666666668,0.06573333333333332,0.06186666666666663,0.06973333333333329,0.30206071428571424,0.28944991071428566,0.31416071428571424,0.614447619047619,0.6096095238095236,0.6191145238095237,0.01677142857142857,0.010581964285714288,0.022921607142857136,POS
unsw_nb15_v2,5class_smote,xgb-dnn logit-matched,logit vs logit,A->B,15,1000,0.48746666666666666,0.48146666666666665,0.49339999999999995,0.0612,0.05739999999999998,0.06506666666666662,0.2893142857142857,0.2775424999999999,0.3009859821428571,0.606495238095238,0.6020095238095237,0.6109714285714285,-0.0031178571428571427,-0.010442857142857143,0.004167857142857139,POS
unsw_nb15_v2,5class_cw,rf-dnn logit-mismatched,prob vs logit (mismatch control),A->B,15,1000,0.5057333333333333,0.4991333333333332,0.5123333333333333,0.05093333333333333,0.04719999999999997,0.05473333333333331,0.2185142857142857,0.20298196428571422,0.23378946428571426,0.5773523809523808,0.5717616666666667,0.5829047619047619,,,,POS
unsw_nb15_v2,5class_smote,rf-dnn logit-mismatched,prob vs logit (mismatch control),A->B,15,1000,0.5112,0.5045999999999998,0.5177999999999997,0.0588,0.0549333333333333,0.06286666666666664,0.23159999999999997,0.21641410714285705,0.24651455357142849,0.5843523809523808,0.5786854761904762,0.5899050000000001,,,,POS
unsw_nb15_v2,5class_cw,dnn self prob-vs-logit,"same model, two output heads",A->B,15,1000,0.7617333333333334,0.7561333333333329,0.7672666666666662,0.16326666666666664,0.1571333333333332,0.1694666666666666,0.6902107142857141,0.6791817857142856,0.7006930357142853,0.7716285714285713,0.7666666666666663,0.7763619047619043,,,,POS
unsw_nb15_v2,5class_smote,dnn self prob-vs-logit,"same model, two output heads",A->B,15,1000,0.7392666666666666,0.7330666666666658,0.7451999999999994,0.1406,0.13446499999999986,0.14693333333333328,0.6442464285714286,0.6319493749999998,0.6564466071428572,0.7508666666666666,0.7455333333333329,0.7561523809523804,,,,POS
unsw_nb15_v2,5class_cw,rf-xgb original,"prob vs logit, as in 06",B->A,5,1000,0.6366,0.6251999999999999,0.6481999999999997,0.16360000000000002,0.15339999999999993,0.1738,0.41379999999999995,0.38729749999999996,0.43980250000000004,0.6688000000000001,0.6576000000000002,0.6799000000000003,,,,POS
unsw_nb15_v2,5class_smote,rf-xgb original,"prob vs logit, as in 06",B->A,5,1000,0.649,0.6381999999999995,0.6597999999999998,0.2058,0.19340000000000002,0.21859999999999996,0.40549999999999986,0.3753,0.4361025000000001,0.6706,0.6577000000000002,0.6838,,,,POS
unsw_nb15_v2,5class_cw,rf-dnn original,"prob vs prob, as in 06 (matched)",B->A,5,1000,0.385,0.37320000000000025,0.3966000000000003,0.086,0.07879999999999995,0.09359999999999993,0.2442,0.21409749999999997,0.2736,0.5961000000000001,0.5832999999999999,0.6086,,,,POS
unsw_nb15_v2,5class_smote,rf-dnn original,"prob vs prob, as in 06 (matched)",B->A,5,1000,0.37540000000000007,0.36420000000000013,0.38660000000000017,0.097,0.08879999999999995,0.10539999999999995,0.18989999999999999,0.1594,0.22139999999999999,0.581,0.5682999999999999,0.594,,,,POS
unsw_nb15_v2,5class_cw,xgb-dnn original,"logit vs prob, as in 06 (mismatched)",B->A,5,1000,0.415,0.4049999999999999,0.4248,0.1356,0.12539999999999993,0.14559999999999992,0.2799,0.2503999999999999,0.3083,0.6171,0.6046000000000001,0.6293,,,,POS
unsw_nb15_v2,5class_smote,xgb-dnn original,"logit vs prob, as in 06 (mismatched)",B->A,5,1000,0.4282,0.4184000000000002,0.4380000000000001,0.1146,0.10559999999999994,0.12339999999999993,0.28959999999999997,0.2612,0.3176025,0.6172,0.6052999999999998,0.6289999999999999,,,,POS
unsw_nb15_v2,5class_cw,xgb-dnn logit-matched,logit vs logit,B->A,5,1000,0.42860000000000004,0.418,0.4388050000000001,0.14120000000000002,0.1315999999999999,0.15079999999999996,0.31139999999999995,0.2839,0.3386025000000001,0.628,0.6163999999999998,0.6396025000000001,0.0315,0.001200000000000003,0.06250000000000004,POS
unsw_nb15_v2,5class_smote,xgb-dnn logit-matched,logit vs logit,B->A,5,1000,0.42240000000000005,0.41180000000000017,0.4330000000000001,0.1252,0.1163949999999999,0.13379999999999995,0.3263,0.29940000000000005,0.35320000000000007,0.6283000000000001,0.6168,0.6398,0.0367,0.0056000000000000156,0.06699999999999995,POS
unsw_nb15_v2,5class_cw,rf-dnn logit-mismatched,prob vs logit (mismatch control),B->A,5,1000,0.37900000000000006,0.3667950000000002,0.39100000000000035,0.09140000000000001,0.08239999999999997,0.10059999999999994,0.2971,0.2669974999999999,0.3263,0.6215,0.6091999999999999,0.6337025000000002,,,,POS
unsw_nb15_v2,5class_smote,rf-dnn logit-mismatched,prob vs logit (mismatch control),B->A,5,1000,0.35860000000000003,0.34680000000000016,0.37040000000000034,0.1118,0.10259999999999994,0.12119999999999993,0.24469999999999997,0.21349999999999997,0.2756,0.6012000000000001,0.5881,0.6140999999999999,,,,POS
unsw_nb15_v2,5class_cw,dnn self prob-vs-logit,"same model, two output heads",B->A,5,1000,0.7238,0.7121999999999996,0.7349999999999997,0.3396,0.3254000000000002,0.3540000000000001,0.6467999999999999,0.6249000000000003,0.6681000000000004,0.7797000000000001,0.7695000000000002,0.7897000000000003,,,,POS
unsw_nb15_v2,5class_smote,dnn self prob-vs-logit,"same model, two output heads",B->A,5,1000,0.6858,0.6737999999999998,0.6973999999999999,0.295,0.28060000000000007,0.3100000000000001,0.5905999999999999,0.5677000000000001,0.6133000000000001,0.7525,0.7419000000000001,0.7631000000000001,,,,POS
unsw_nb15_v2,5class_cw,rf-xgb original,"prob vs logit, as in 06",B->A,10,1000,0.6989,0.6921999999999997,0.7056999999999997,0.11910000000000003,0.11279999999999998,0.1253025,0.5920484848484848,0.5747269696969697,0.6093696969696969,0.7315777777777778,0.7242438888888884,0.7389777777777774,,,,POS
unsw_nb15_v2,5class_smote,rf-xgb original,"prob vs logit, as in 06",B->A,10,1000,0.7011,0.6937999999999998,0.7081999999999996,0.13620000000000002,0.12919999999999998,0.14340000000000006,0.592860606060606,0.5750421212121211,0.6104972727272726,0.7339111111111111,0.7262888888888885,0.7415333333333328,,,,POS
unsw_nb15_v2,5class_cw,rf-dnn original,"prob vs prob, as in 06 (matched)",B->A,10,1000,0.46990000000000004,0.46220000000000006,0.47769999999999996,0.0645,0.05989999999999996,0.06910250000000001,0.3492242424242424,0.32927242424242426,0.3687154545454544,0.6288222222222222,0.6210888888888887,0.6363777777777777,,,,POS
unsw_nb15_v2,5class_smote,rf-dnn original,"prob vs prob, as in 06 (matched)",B->A,10,1000,0.4825,0.4742000000000002,0.49060000000000004,0.06709999999999999,0.062099999999999975,0.07219999999999997,0.3385696969696969,0.3186648484848485,0.35815787878787864,0.6285555555555555,0.6210222222222219,0.6361116666666665,,,,POS
unsw_nb15_v2,5class_cw,xgb-dnn original,"logit vs prob, as in 06 (mismatched)",B->A,10,1000,0.45070000000000005,0.44430000000000003,0.45729999999999993,0.0835,0.07789999999999997,0.089,0.33883636363636355,0.3211387878787879,0.35594,0.6281555555555555,0.6213333333333332,0.6347999999999998,,,,POS
unsw_nb15_v2,5class_smote,xgb-dnn original,"logit vs prob, as in 06 (mismatched)",B->A,10,1000,0.4935,0.4864,0.5007999999999999,0.07740000000000001,0.07199999999999997,0.08279999999999998,0.3751636363636363,0.3586418181818183,0.39162454545454545,0.6401777777777777,0.6337333333333331,0.6466666666666665,,,,POS
unsw_nb15_v2,5class_cw,xgb-dnn logit-matched,logit vs logit,B->A,10,1000,0.4501,0.4433,0.45679999999999993,0.08660000000000001,0.08129999999999998,0.09199999999999998,0.3837333333333333,0.36679969696969705,0.39974666666666653,0.6464,0.6396888888888886,0.6527999999999997,0.04489696969696969,0.026835757575757548,0.06321272727272725,POS
unsw_nb15_v2,5class_smote,xgb-dnn logit-matched,logit vs logit,B->A,10,1000,0.4776,0.4699,0.4852,0.0809,0.07559999999999997,0.08619999999999997,0.38425454545454546,0.3688360606060606,0.3997218181818181,0.6398666666666667,0.6337999999999997,0.6459777777777777,0.00909090909090909,-0.009673030303030303,0.02760060606060607,POS
unsw_nb15_v2,5class_cw,rf-dnn logit-mismatched,prob vs logit (mismatch control),B->A,10,1000,0.47129999999999994,0.46370000000000006,0.47879999999999995,0.0635,0.05839999999999997,0.06869999999999996,0.38030303030303025,0.3625818181818182,0.3978912121212119,0.6411333333333333,0.6343549999999996,0.6479777777777774,,,,POS
unsw_nb15_v2,5class_smote,rf-dnn logit-mismatched,prob vs logit (mismatch control),B->A,10,1000,0.4827,0.47390000000000004,0.49140000000000006,0.075,0.06959999999999997,0.08059999999999999,0.3623393939393939,0.34321212121212125,0.3819642424242423,0.6370222222222222,0.6296444444444441,0.6446444444444444,,,,POS
unsw_nb15_v2,5class_cw,dnn self prob-vs-logit,"same model, two output heads",B->A,10,1000,0.7367999999999999,0.73,0.7437,0.2156,0.20700000000000005,0.22440000000000004,0.6779878787878788,0.663575454545454,0.6921942424242422,0.7731555555555556,0.7665555555555552,0.7796888888888884,,,,POS
unsw_nb15_v2,5class_smote,dnn self prob-vs-logit,"same model, two output heads",B->A,10,1000,0.7138,0.706,0.7213999999999998,0.18660000000000002,0.17790000000000009,0.1953000000000001,0.6243636363636362,0.6091151515151515,0.6391757575757574,0.7479777777777777,0.7412666666666663,0.7545777777777773,,,,POS
unsw_nb15_v2,5class_cw,rf-xgb original,"prob vs logit, as in 06",B->A,15,1000,0.6633333333333332,0.6582666666666664,0.6683333333333329,0.09040000000000001,0.08593333333333325,0.09493333333333326,0.6421571428571428,0.63044625,0.6540287499999999,0.7438571428571429,0.7388095238095236,0.749038333333333,,,,POS
unsw_nb15_v2,5class_smote,rf-xgb original,"prob vs logit, as in 06",B->A,15,1000,0.677,0.6719333333333328,0.6821333333333325,0.10293333333333334,0.09786666666666659,0.10813333333333322,0.6562678571428571,0.6461458928571427,0.6662286607142855,0.7466857142857143,0.7423904761904758,0.7510288095238091,,,,POS
unsw_nb15_v2,5class_cw,rf-dnn original,"prob vs prob, as in 06 (matched)",B->A,15,1000,0.5171333333333334,0.5106,0.5235333333333333,0.051133333333333336,0.04773333333333332,0.054534999999999965,0.39991071428571423,0.3862461607142856,0.41427499999999984,0.6438571428571428,0.6386571428571426,0.6493523809523806,,,,POS
unsw_nb15_v2,5class_smote,rf-dnn original,"prob vs prob, as in 06 (matched)",B->A,15,1000,0.5137999999999999,0.5073333333333332,0.520135,0.051866666666666665,0.048266666666666666,0.05540166666666664,0.3994749999999999,0.3848711607142857,0.4141894642857143,0.6457238095238095,0.6401807142857142,0.6513145238095238,,,,POS
unsw_nb15_v2,5class_cw,xgb-dnn original,"logit vs prob, as in 06 (mismatched)",B->A,15,1000,0.4810666666666667,0.4754666666666668,0.4867350000000001,0.06433333333333333,0.0603333333333333,0.0683333333333333,0.3794178571428571,0.3665571428571428,0.39227866071428563,0.6382380952380952,0.6333999999999997,0.6431049999999998,,,,POS
unsw_nb15_v2,5class_smote,xgb-dnn original,"logit vs prob, as in 06 (mismatched)",B->A,15,1000,0.5077333333333334,0.5020666666666667,0.5134666666666667,0.059199999999999996,0.0553983333333333,0.06299999999999997,0.4220464285714285,0.41022491071428574,0.43409348214285715,0.6526952380952381,0.6481619047619046,0.6573049999999998,,,,POS
unsw_nb15_v2,5class_cw,xgb-dnn logit-matched,logit vs logit,B->A,15,1000,0.45526666666666665,0.4500666666666667,0.4604666666666668,0.06573333333333332,0.06186666666666663,0.06973333333333329,0.41907142857142854,0.4058426785714284,0.4319285714285714,0.6535619047619047,0.6484476190476189,0.6585714285714283,0.03965357142857143,0.026013928571428563,0.05344669642857142,POS
unsw_nb15_v2,5class_smote,xgb-dnn logit-matched,logit vs logit,B->A,15,1000,0.48746666666666666,0.48146666666666665,0.49339999999999995,0.0612,0.05739999999999998,0.06506666666666662,0.43158571428571424,0.4192855357142856,0.44354642857142845,0.6547523809523809,0.6500569047619045,0.6594476190476188,0.009539285714285712,-0.004528749999999998,0.023593392857142844,POS
unsw_nb15_v2,5class_cw,rf-dnn logit-mismatched,prob vs logit (mismatch control),B->A,15,1000,0.5057333333333333,0.4991333333333332,0.5123333333333333,0.05093333333333333,0.04719999999999997,0.05473333333333331,0.44304999999999994,0.42977839285714287,0.4562285714285712,0.660447619047619,0.6554190476190476,0.6653809523809522,,,,POS
unsw_nb15_v2,5class_smote,rf-dnn logit-mismatched,prob vs logit (mismatch control),B->A,15,1000,0.5112,0.5045999999999998,0.5177999999999997,0.0588,0.0549333333333333,0.06286666666666664,0.42021428571428565,0.40624589285714285,0.4342929464285714,0.6538666666666666,0.6485235714285711,0.6592761904761901,,,,POS
unsw_nb15_v2,5class_cw,dnn self prob-vs-logit,"same model, two output heads",B->A,15,1000,0.7617333333333334,0.7561333333333329,0.7672666666666662,0.16326666666666664,0.1571333333333332,0.1694666666666666,0.6835071428571428,0.6726641071428571,0.6940499999999998,0.7682952380952381,0.7633999999999995,0.7731714285714276,,,,POS
unsw_nb15_v2,5class_smote,dnn self prob-vs-logit,"same model, two output heads",B->A,15,1000,0.7392666666666666,0.7330666666666658,0.7451999999999994,0.1406,0.13446499999999986,0.14693333333333328,0.6449071428571427,0.6328782142857142,0.6567143749999999,0.7494857142857143,0.7442666666666662,0.7547333333333327,,,,POS
cic_ids2017_v2,5class_cw,rf-xgb original,"prob vs logit, as in 06",A->B,5,1000,0.4252,0.4159950000000001,0.43460000000000043,0.20640000000000003,0.19720000000000001,0.21580000000000013,0.42239999999999994,0.3990975,0.4453,0.6508,0.6390000000000002,0.6625000000000002,,,,POS
cic_ids2017_v2,5class_smote,rf-xgb original,"prob vs logit, as in 06",A->B,5,1000,0.47200000000000003,0.46200000000000024,0.4824,0.18420000000000003,0.17419999999999994,0.19460000000000005,0.4769999999999999,0.4603000000000002,0.49400249999999996,0.6915999999999999,0.6842999999999997,0.6990999999999997,,,,POS
cic_ids2017_v2,5class_cw,rf-dnn original,"prob vs prob, as in 06 (matched)",A->B,5,1000,0.1502,0.13859999999999997,0.16219999999999996,0.0366,0.031400000000000004,0.0424,-0.0556,-0.08359999999999997,-0.027700000000000002,0.4718,0.4602000000000001,0.4834999999999999,,,,NEG
cic_ids2017_v2,5class_smote,rf-dnn original,"prob vs prob, as in 06 (matched)",A->B,5,1000,0.23160000000000003,0.21900000000000006,0.2442,0.048400000000000006,0.042199999999999994,0.055,0.08469999999999998,0.05699499999999999,0.1119,0.5304,0.5191000000000001,0.5414,,,,POS
cic_ids2017_v2,5class_cw,xgb-dnn original,"logit vs prob, as in 06 (mismatched)",A->B,5,1000,0.27980000000000005,0.26920000000000005,0.29040000000000016,0.059,0.052599999999999994,0.06579999999999998,0.13879999999999998,0.11119999999999995,0.167,0.5612,0.5499,0.5728,,,,POS
cic_ids2017_v2,5class_smote,xgb-dnn original,"logit vs prob, as in 06 (mismatched)",A->B,5,1000,0.33820000000000006,0.3272000000000002,0.3490050000000003,0.072,0.06459999999999998,0.07959999999999998,0.2811,0.25420000000000004,0.30850249999999996,0.6027,0.5918000000000001,0.6136000000000001,,,,POS
cic_ids2017_v2,5class_cw,xgb-dnn logit-matched,logit vs logit,A->B,5,1000,0.302,0.29080000000000017,0.31360000000000005,0.062400000000000004,0.05599999999999999,0.06879999999999999,0.14279999999999998,0.11610000000000002,0.16979999999999995,0.564,0.5529999999999999,0.5751,0.004000000000000001,-0.0077,0.015400000000000002,POS
cic_ids2017_v2,5class_smote,xgb-dnn logit-matched,logit vs logit,A->B,5,1000,0.3216,0.31200000000000006,0.3316,0.06659999999999999,0.06019999999999998,0.07339999999999995,0.29419999999999996,0.26920000000000016,0.3192,0.6007,0.5908999999999998,0.6105999999999997,0.013099999999999995,-0.00010000000000000143,0.026399999999999996,POS
cic_ids2017_v2,5class_cw,rf-dnn logit-mismatched,prob vs logit (mismatch control),A->B,5,1000,0.1608,0.14939999999999995,0.17259999999999998,0.032600000000000004,0.027800000000000005,0.03780000000000001,-0.0629,-0.0904025,-0.035899999999999994,0.47029999999999994,0.4586999999999999,0.4815999999999999,,,,NEG
cic_ids2017_v2,5class_smote,rf-dnn logit-mismatched,prob vs logit (mismatch control),A->B,5,1000,0.20740000000000003,0.19540000000000002,0.21960000000000005,0.0472,0.041,0.05359999999999999,0.08519999999999998,0.05869749999999999,0.11210249999999998,0.534,0.5237,0.5446025,,,,POS
cic_ids2017_v2,5class_cw,dnn self prob-vs-logit,"same model, two output heads",A->B,5,1000,0.7932,0.7836000000000002,0.8028000000000001,0.4992,0.48360000000000003,0.5151999999999999,0.8558,0.8453000000000006,0.8659000000000003,0.886,0.879600000000001,0.8924000000000006,,,,POS
cic_ids2017_v2,5class_smote,dnn self prob-vs-logit,"same model, two output heads",A->B,5,1000,0.598,0.5865999999999997,0.6095999999999997,0.19640000000000005,0.1838,0.2092,0.5425999999999999,0.5179000000000001,0.5669000000000002,0.7268,0.7159000000000003,0.7377000000000002,,,,POS
cic_ids2017_v2,5class_cw,rf-xgb original,"prob vs logit, as in 06",A->B,10,1000,0.391,0.38209999999999994,0.40020000000000006,0.11650000000000003,0.11110000000000002,0.12210000000000008,0.26769696969696966,0.24707878787878795,0.2880130303030303,0.5966666666666667,0.5876438888888886,0.6055777777777775,,,,POS
cic_ids2017_v2,5class_smote,rf-xgb original,"prob vs logit, as in 06",A->B,10,1000,0.4525,0.44610000000000016,0.4590000000000001,0.1058,0.10039999999999998,0.11150000000000002,0.3629818181818181,0.34713939393939397,0.3789215151515152,0.6281777777777777,0.6211549999999998,0.6352666666666666,,,,POS
cic_ids2017_v2,5class_cw,rf-dnn original,"prob vs prob, as in 06 (matched)",A->B,10,1000,0.29469999999999996,0.2825974999999999,0.30729999999999996,0.0315,0.027999999999999994,0.035199999999999995,-0.03964848484848484,-0.058497272727272724,-0.02077545454545456,0.48664444444444444,0.47957777777777777,0.4938672222222223,,,,NEG
cic_ids2017_v2,5class_smote,rf-dnn original,"prob vs prob, as in 06 (matched)",A->B,10,1000,0.3172,0.3083000000000001,0.3263,0.0361,0.03219999999999999,0.04009999999999999,0.001260606060606058,-0.02092181818181818,0.023576363636363628,0.4963555555555555,0.48773277777777774,0.5049777777777777,,,,ns
cic_ids2017_v2,5class_cw,xgb-dnn original,"logit vs prob, as in 06 (mismatched)",A->B,10,1000,0.2858,0.2789000000000001,0.2926,0.0373,0.03359999999999999,0.04119999999999997,0.27672727272727277,0.2611515151515151,0.2921575757575757,0.6044222222222222,0.5986438888888886,0.610311111111111,,,,POS
cic_ids2017_v2,5class_smote,xgb-dnn original,"logit vs prob, as in 06 (mismatched)",A->B,10,1000,0.2892,0.28229999999999994,0.2962,0.0429,0.03879999999999998,0.04710249999999996,0.302690909090909,0.288230303030303,0.31713969696969696,0.6029111111111111,0.5973999999999999,0.6083555555555555,,,,POS
cic_ids2017_v2,5class_cw,xgb-dnn logit-matched,logit vs logit,A->B,10,1000,0.2878,0.2804,0.29549999999999993,0.039900000000000005,0.03619749999999999,0.04369999999999998,0.2865333333333333,0.2715390909090909,0.3017696969696971,0.6083999999999999,0.6028,0.6140222222222221,0.009806060606060603,0.0028242424242424205,0.016848484848484845,POS
cic_ids2017_v2,5class_smote,xgb-dnn logit-matched,logit vs logit,A->B,10,1000,0.2864,0.28049999999999986,0.2924999999999999,0.0414,0.037799999999999986,0.045199999999999976,0.315030303030303,0.300969393939394,0.3290912121212121,0.604711111111111,0.5992216666666664,0.6101111111111108,0.01233939393939394,0.0040242424242424284,0.020739393939393936,POS
cic_ids2017_v2,5class_cw,rf-dnn logit-mismatched,prob vs logit (mismatch control),A->B,10,1000,0.3065,0.29480000000000006,0.3186000000000001,0.0303,0.026999999999999993,0.03369999999999999,-0.04633939393939394,-0.06493424242424244,-0.02763636363636364,0.48293333333333327,0.47591111111111106,0.49004444444444445,,,,NEG
cic_ids2017_v2,5class_smote,rf-dnn logit-mismatched,prob vs logit (mismatch control),A->B,10,1000,0.2839,0.2750000000000001,0.2927,0.0367,0.032799999999999996,0.04069999999999997,0.0013454545454545423,-0.020436363636363628,0.02341909090909089,0.4968222222222222,0.4886222222222221,0.5050450000000001,,,,ns
cic_ids2017_v2,5class_cw,dnn self prob-vs-logit,"same model, two output heads",A->B,10,1000,0.7443,0.7354,0.7533000000000002,0.3158000000000001,0.30589999999999995,0.32589999999999997,0.7845333333333333,0.7738545454545456,0.794848787878788,0.831088888888889,0.8255111111111106,0.8365333333333326,,,,POS
cic_ids2017_v2,5class_smote,dnn self prob-vs-logit,"same model, two output heads",A->B,10,1000,0.6270999999999999,0.6193,0.6347999999999996,0.1269,0.11970000000000001,0.13430000000000003,0.598230303030303,0.5823272727272728,0.6141215151515153,0.7323777777777777,0.7254444444444439,0.7393333333333331,,,,POS
cic_ids2017_v2,5class_cw,rf-xgb original,"prob vs logit, as in 06",A->B,15,1000,0.4474000000000001,0.44026666666666675,0.45460000000000006,0.08493333333333333,0.08106499999999991,0.0887999999999999,0.28731785714285707,0.27170321428571426,0.3029035714285713,0.6061142857142856,0.5997238095238094,0.6123811904761902,,,,POS
cic_ids2017_v2,5class_smote,rf-xgb original,"prob vs logit, as in 06",A->B,15,1000,0.48100000000000004,0.47573333333333356,0.48646666666666694,0.07466666666666666,0.07093333333333326,0.0785999999999999,0.3728428571428571,0.3608318750000001,0.38505455357142854,0.6338095238095237,0.6290000000000001,0.6386761904761904,,,,POS
cic_ids2017_v2,5class_cw,rf-dnn original,"prob vs prob, as in 06 (matched)",A->B,15,1000,0.3496,0.34193333333333337,0.3573333333333334,0.026,0.023400000000000004,0.02873333333333334,0.07289999999999999,0.05062446428571427,0.09522187499999997,0.5273428571428571,0.5193804761904761,0.5353430952380952,,,,POS
cic_ids2017_v2,5class_smote,rf-dnn original,"prob vs prob, as in 06 (matched)",A->B,15,1000,0.3758666666666667,0.36753333333333343,0.3845333333333334,0.03,0.027200000000000012,0.032866666666666676,0.08207857142857142,0.06156785714285715,0.10243223214285713,0.5294380952380953,0.5219047619047619,0.5368761904761905,,,,POS
cic_ids2017_v2,5class_cw,xgb-dnn original,"logit vs prob, as in 06 (mismatched)",A->B,15,1000,0.3476,0.34233333333333327,0.35273333333333334,0.031,0.028333333333333335,0.03380000000000001,0.2026285714285714,0.18961776785714285,0.21587205357142855,0.5744285714285713,0.5695809523809523,0.5792478571428572,,,,POS
