dataset,model,rep,method,level,selected_frac_of_window,realised_recall,has_recall_lower_bound
unsw_nb15_v2,rf_5class_smote,17,fixed_risk_crc,0.2,0.3482508666876773,0.8013921464780207,False
unsw_nb15_v2,rf_5class_smote,17,dual_threshold_deferral,0.2,0.34828238260321465,0.8013921464780207,False
unsw_nb15_v2,rf_5class_smote,17,conformal_selection_fdr,0.05,0.40696501733375356,0.8754634183248846,False
unsw_nb15_v2,rf_5class_smote,17,conformal_selection_fdr,0.1,0.49309801449732116,0.940985094953469,False
unsw_nb15_v2,rf_5class_smote,17,conformal_selection_fdr,0.2,0.618657421998109,0.9897858818188696,False
unsw_nb15_v2,rf_5class_smote,18,fixed_risk_crc,0.05,0.5275133942641034,0.9574516496018203,False
unsw_nb15_v2,rf_5class_smote,18,dual_threshold_deferral,0.05,0.5276079420107154,0.9574516496018203,False
unsw_nb15_v2,rf_5class_smote,18,fixed_risk_crc,0.1,0.4462968799243618,0.9111869548729618,False
unsw_nb15_v2,rf_5class_smote,18,dual_threshold_deferral,0.1,0.44664355499527264,0.9111869548729618,False
unsw_nb15_v2,rf_5class_smote,18,fixed_risk_crc,0.2,0.34008824456350456,0.7883200606750095,False
unsw_nb15_v2,rf_5class_smote,18,dual_threshold_deferral,0.2,0.34015127639457926,0.78839590443686,False
unsw_nb15_v2,rf_5class_smote,18,conformal_selection_fdr,0.05,0.41578947368421054,0.8826697004171407,False
unsw_nb15_v2,rf_5class_smote,18,conformal_selection_fdr,0.1,0.4913961550583044,0.9388699279484263,False
unsw_nb15_v2,rf_5class_smote,18,conformal_selection_fdr,0.2,0.6158209895997478,0.9892301858172166,False
unsw_nb15_v2,rf_5class_smote,19,fixed_risk_crc,0.05,0.5254333438386385,0.9551467234301353,False
unsw_nb15_v2,rf_5class_smote,19,dual_threshold_deferral,0.05,0.5254333438386385,0.9551467234301353,False
unsw_nb15_v2,rf_5class_smote,19,fixed_risk_crc,0.1,0.4487551213362748,0.9147027520145963,False
unsw_nb15_v2,rf_5class_smote,19,dual_threshold_deferral,0.1,0.44878663725181217,0.9147787745172571,False
unsw_nb15_v2,rf_5class_smote,19,fixed_risk_crc,0.2,0.34702174598172075,0.8004409305154325,False
unsw_nb15_v2,rf_5class_smote,19,dual_threshold_deferral,0.2,0.3470532618972581,0.8004409305154325,False
unsw_nb15_v2,rf_5class_smote,19,conformal_selection_fdr,0.05,0.40390797352663094,0.8714459480006082,False
unsw_nb15_v2,rf_5class_smote,19,conformal_selection_fdr,0.1,0.4942956192877403,0.9406264254219249,False
unsw_nb15_v2,rf_5class_smote,19,conformal_selection_fdr,0.2,0.6173022376300031,0.9894328721301505,False
unsw_nb15_v2,xgb_5class_smote,0,fixed_risk_crc,0.05,0.5239836117239206,0.9588545591559909,False
unsw_nb15_v2,xgb_5class_smote,0,dual_threshold_deferral,0.05,0.5243933186259061,0.9590052750565184,False
unsw_nb15_v2,xgb_5class_smote,0,fixed_risk_crc,0.1,0.4537031200756382,0.9201959306706857,False
unsw_nb15_v2,xgb_5class_smote,0,dual_threshold_deferral,0.1,0.4537031200756382,0.9201959306706857,False
unsw_nb15_v2,xgb_5class_smote,0,fixed_risk_crc,0.2,0.35455404979514654,0.8223059532780709,False
unsw_nb15_v2,xgb_5class_smote,0,dual_threshold_deferral,0.2,0.35474314528837064,0.8226073850791259,False
unsw_nb15_v2,xgb_5class_smote,0,conformal_selection_fdr,0.05,0.4423889063977309,0.9120572720422004,False
unsw_nb15_v2,xgb_5class_smote,0,conformal_selection_fdr,0.1,0.5089820359281437,0.9525244913338358,False
unsw_nb15_v2,xgb_5class_smote,0,conformal_selection_fdr,0.2,0.6148439962180902,0.9902788244159759,False
unsw_nb15_v2,xgb_5class_smote,1,fixed_risk_crc,0.05,0.5229120705956508,0.9594297414119967,False
unsw_nb15_v2,xgb_5class_smote,1,dual_threshold_deferral,0.05,0.5230066183422628,0.9595055736710396,False
unsw_nb15_v2,xgb_5class_smote,1,fixed_risk_crc,0.1,0.45379766782225023,0.9197694699325093,False
unsw_nb15_v2,xgb_5class_smote,1,dual_threshold_deferral,0.1,0.45386069965332493,0.9197694699325093,False
unsw_nb15_v2,xgb_5class_smote,1,fixed_risk_crc,0.2,0.35291522218720456,0.8214150299537423,False
unsw_nb15_v2,xgb_5class_smote,1,dual_threshold_deferral,0.2,0.3530412858493539,0.8216425267308713,False
unsw_nb15_v2,xgb_5class_smote,1,conformal_selection_fdr,0.05,0.44409076583674756,0.9123379085462956,False
unsw_nb15_v2,xgb_5class_smote,1,conformal_selection_fdr,0.1,0.5164197919949575,0.9563964510502768,False
unsw_nb15_v2,xgb_5class_smote,1,conformal_selection_fdr,0.2,0.622470847778128,0.9918859482823993,False
unsw_nb15_v2,xgb_5class_smote,2,fixed_risk_crc,0.05,0.5282697762369997,0.9600269986500675,False
unsw_nb15_v2,xgb_5class_smote,2,dual_threshold_deferral,0.05,0.5285219035612985,0.9600269986500675,False
unsw_nb15_v2,xgb_5class_smote,2,fixed_risk_crc,0.1,0.4602899464229436,0.9229038548072597,False
unsw_nb15_v2,xgb_5class_smote,2,dual_threshold_deferral,0.1,0.4602899464229436,0.9229038548072597,False
unsw_nb15_v2,xgb_5class_smote,2,fixed_risk_crc,0.2,0.36107784431137724,0.8272086395680216,False
unsw_nb15_v2,xgb_5class_smote,2,dual_threshold_deferral,0.2,0.36107784431137724,0.8272086395680216,False
unsw_nb15_v2,xgb_5class_smote,2,conformal_selection_fdr,0.05,0.44692719823510874,0.912104394780261,False
unsw_nb15_v2,xgb_5class_smote,2,conformal_selection_fdr,0.1,0.5103372202962496,0.951702414879256,False
unsw_nb15_v2,xgb_5class_smote,2,conformal_selection_fdr,0.2,0.6209580838323353,0.9907004649767511,False
unsw_nb15_v2,xgb_5class_smote,3,fixed_risk_crc,0.05,0.5254018279231012,0.9608481635744036,False
unsw_nb15_v2,xgb_5class_smote,3,dual_threshold_deferral,0.05,0.5254648597541759,0.9608481635744036,False
unsw_nb15_v2,xgb_5class_smote,3,fixed_risk_crc,0.1,0.45048849669082885,0.9184399848542218,False
unsw_nb15_v2,xgb_5class_smote,3,dual_threshold_deferral,0.1,0.450772139930665,0.9187429004165089,False
unsw_nb15_v2,xgb_5class_smote,3,fixed_risk_crc,0.2,0.35130791049479987,0.8192351382052253,False
unsw_nb15_v2,xgb_5class_smote,3,dual_threshold_deferral,0.2,0.35130791049479987,0.8192351382052253,False
unsw_nb15_v2,xgb_5class_smote,3,conformal_selection_fdr,0.05,0.43230381342578,0.903369935630443,False
unsw_nb15_v2,xgb_5class_smote,3,conformal_selection_fdr,0.1,0.5116608887488181,0.9546383945475199,False
unsw_nb15_v2,xgb_5class_smote,3,conformal_selection_fdr,0.2,0.6137094232587457,0.9904581597879591,False
unsw_nb15_v2,xgb_5class_smote,4,fixed_risk_crc,0.05,0.5189095493224078,0.9570232978964035,False
unsw_nb15_v2,xgb_5class_smote,4,dual_threshold_deferral,0.05,0.5189095493224078,0.9570232978964035,False
unsw_nb15_v2,xgb_5class_smote,4,fixed_risk_crc,0.1,0.4538291837377876,0.9204554022468522,False
unsw_nb15_v2,xgb_5class_smote,4,dual_threshold_deferral,0.1,0.4538922155688623,0.9205307999698409,False
unsw_nb15_v2,xgb_5class_smote,4,fixed_risk_crc,0.2,0.3531673495115033,0.8182160898740858,False
unsw_nb15_v2,xgb_5class_smote,4,dual_threshold_deferral,0.2,0.35326189725811535,0.8183668853200633,False
unsw_nb15_v2,xgb_5class_smote,4,conformal_selection_fdr,0.05,0.4354554049795147,0.9061298348789867,False
unsw_nb15_v2,xgb_5class_smote,4,conformal_selection_fdr,0.1,0.5095808383233533,0.9528010254090327,False
unsw_nb15_v2,xgb_5class_smote,4,conformal_selection_fdr,0.2,0.6175858808698392,0.990349091457438,False
unsw_nb15_v2,xgb_5class_smote,5,fixed_risk_crc,0.05,0.5188780334068704,0.9581857907029308,False
unsw_nb15_v2,xgb_5class_smote,5,dual_threshold_deferral,0.05,0.5189095493224078,0.9581857907029308,False
unsw_nb15_v2,xgb_5class_smote,5,fixed_risk_crc,0.1,0.45707532303813425,0.9238303322534468,False
unsw_nb15_v2,xgb_5class_smote,5,dual_threshold_deferral,0.1,0.45713835486920895,0.9238303322534468,False
unsw_nb15_v2,xgb_5class_smote,5,fixed_risk_crc,0.2,0.3561928774030886,0.8240789572816997,False
unsw_nb15_v2,xgb_5class_smote,5,dual_threshold_deferral,0.2,0.3564765206429247,0.8244556618699616,False
unsw_nb15_v2,xgb_5class_smote,5,conformal_selection_fdr,0.05,0.4376615190671289,0.9087621487229715,False
unsw_nb15_v2,xgb_5class_smote,5,conformal_selection_fdr,0.1,0.5102111566341002,0.9541173811497023,False
unsw_nb15_v2,xgb_5class_smote,5,conformal_selection_fdr,0.2,0.6122596911440278,0.9891509078580577,False
unsw_nb15_v2,xgb_5class_smote,6,fixed_risk_crc,0.05,0.519098644815632,0.9596388741370154,False
unsw_nb15_v2,xgb_5class_smote,6,dual_threshold_deferral,0.05,0.5191616766467065,0.9597147409149533,False
unsw_nb15_v2,xgb_5class_smote,6,fixed_risk_crc,0.1,0.45222187204538294,0.9210226841666035,False
unsw_nb15_v2,xgb_5class_smote,6,dual_threshold_deferral,0.1,0.45225338796092024,0.9210226841666035,False
unsw_nb15_v2,xgb_5class_smote,6,fixed_risk_crc,0.2,0.34856602584305074,0.8147333282755481,False
unsw_nb15_v2,xgb_5class_smote,6,dual_threshold_deferral,0.2,0.34862905767412544,0.8147333282755481,False
unsw_nb15_v2,xgb_5class_smote,6,conformal_selection_fdr,0.05,0.43715726441853137,0.908732266140657,False
unsw_nb15_v2,xgb_5class_smote,6,conformal_selection_fdr,0.1,0.5047589032461393,0.9522039298990972,False
unsw_nb15_v2,xgb_5class_smote,6,conformal_selection_fdr,0.2,0.6120390797352663,0.9905166527577574,False
unsw_nb15_v2,xgb_5class_smote,7,fixed_risk_crc,0.05,0.5172076898833912,0.9568018188707844,False
unsw_nb15_v2,xgb_5class_smote,7,dual_threshold_deferral,0.05,0.5172707217144658,0.9568018188707844,False
unsw_nb15_v2,xgb_5class_smote,7,fixed_risk_crc,0.1,0.450866687677277,0.9179992421371732,False
unsw_nb15_v2,xgb_5class_smote,7,dual_threshold_deferral,0.1,0.45102426725496375,0.9181508147025388,False
unsw_nb15_v2,xgb_5class_smote,7,fixed_risk_crc,0.2,0.34979514654900723,0.8172792724516862,False
unsw_nb15_v2,xgb_5class_smote,7,dual_threshold_deferral,0.2,0.34979514654900723,0.8172792724516862,False
unsw_nb15_v2,xgb_5class_smote,7,conformal_selection_fdr,0.05,0.43340687046958715,0.9041303524062144,False
unsw_nb15_v2,xgb_5class_smote,7,conformal_selection_fdr,0.1,0.5103687362117869,0.953315649867374,False
unsw_nb15_v2,xgb_5class_smote,7,conformal_selection_fdr,0.2,0.6138670028364324,0.9900719969685486,False
unsw_nb15_v2,xgb_5class_smote,8,fixed_risk_crc,0.05,0.5166088874881816,0.9564133554917661,False
unsw_nb15_v2,xgb_5class_smote,8,dual_threshold_deferral,0.05,0.5166404034037189,0.9564133554917661,False
unsw_nb15_v2,xgb_5class_smote,8,fixed_risk_crc,0.1,0.4510557831705011,0.9165281764617011,False
unsw_nb15_v2,xgb_5class_smote,8,dual_threshold_deferral,0.1,0.45115033091711315,0.9166037165735005,False
unsw_nb15_v2,xgb_5class_smote,8,fixed_risk_crc,0.2,0.3498266624645446,0.8144734854207584,False
unsw_nb15_v2,xgb_5class_smote,8,dual_threshold_deferral,0.2,0.3498896942956193,0.8144734854207584,False
unsw_nb15_v2,xgb_5class_smote,8,conformal_selection_fdr,0.05,0.4340371887803341,0.9033841970086116,False
unsw_nb15_v2,xgb_5class_smote,8,conformal_selection_fdr,0.1,0.5086038449416955,0.9521831092310017,False
unsw_nb15_v2,xgb_5class_smote,8,conformal_selection_fdr,0.2,0.615568862275449,0.9895754645716875,False
unsw_nb15_v2,xgb_5class_smote,9,fixed_risk_crc,0.05,0.5256854711629373,0.9619622641509434,False
unsw_nb15_v2,xgb_5class_smote,9,dual_threshold_deferral,0.05,0.5256854711629373,0.9619622641509434,False
unsw_nb15_v2,xgb_5class_smote,9,fixed_risk_crc,0.1,0.45874566656161364,0.9276981132075471,False
unsw_nb15_v2,xgb_5class_smote,9,dual_threshold_deferral,0.1,0.45877718247715094,0.9276981132075471,False
unsw_nb15_v2,xgb_5class_smote,9,fixed_risk_crc,0.2,0.360416010085093,0.8322264150943396,False
unsw_nb15_v2,xgb_5class_smote,9,dual_threshold_deferral,0.2,0.3604475260006303,0.8323018867924529,False
unsw_nb15_v2,xgb_5class_smote,9,conformal_selection_fdr,0.05,0.441128269776237,0.9147924528301887,False
unsw_nb15_v2,xgb_5class_smote,9,conformal_selection_fdr,0.1,0.5085723290261582,0.9552452830188679,False
unsw_nb15_v2,xgb_5class_smote,9,conformal_selection_fdr,0.2,0.6156003781909865,0.990188679245283,False
unsw_nb15_v2,xgb_5class_smote,10,fixed_risk_crc,0.05,0.5170185943901671,0.9575945069040972,False
unsw_nb15_v2,xgb_5class_smote,10,dual_threshold_deferral,0.05,0.5170816262212418,0.9575945069040972,False
unsw_nb15_v2,xgb_5class_smote,10,fixed_risk_crc,0.1,0.4537031200756382,0.9206972006338188,False
unsw_nb15_v2,xgb_5class_smote,10,dual_threshold_deferral,0.1,0.4537031200756382,0.9206972006338188,False
unsw_nb15_v2,xgb_5class_smote,10,fixed_risk_crc,0.2,0.3547116293728333,0.8217762016147288,False
unsw_nb15_v2,xgb_5class_smote,10,dual_threshold_deferral,0.2,0.35486920895052,0.8220780200709273,False
unsw_nb15_v2,xgb_5class_smote,10,conformal_selection_fdr,0.05,0.43756697132051686,0.9090771900701727,False
unsw_nb15_v2,xgb_5class_smote,10,conformal_selection_fdr,0.1,0.5029309801449732,0.9493699539726854,False
unsw_nb15_v2,xgb_5class_smote,10,conformal_selection_fdr,0.2,0.6101166088874882,0.9894363540330491,False
unsw_nb15_v2,xgb_5class_smote,11,fixed_risk_crc,0.05,0.5199495745351402,0.9607724346838319,False
unsw_nb15_v2,xgb_5class_smote,11,dual_threshold_deferral,0.05,0.5200756381972896,0.9608481635744036,False
unsw_nb15_v2,xgb_5class_smote,11,fixed_risk_crc,0.1,0.4544279861329972,0.9234380916319576,False
unsw_nb15_v2,xgb_5class_smote,11,dual_threshold_deferral,0.1,0.4544279861329972,0.9234380916319576,False
unsw_nb15_v2,xgb_5class_smote,11,fixed_risk_crc,0.2,0.35817838008194136,0.830367285119273,False
unsw_nb15_v2,xgb_5class_smote,11,dual_threshold_deferral,0.2,0.35817838008194136,0.830367285119273,False
unsw_nb15_v2,xgb_5class_smote,11,conformal_selection_fdr,0.05,0.4378821304758903,0.9109428246876183,False
unsw_nb15_v2,xgb_5class_smote,11,conformal_selection_fdr,0.1,0.5043491963441538,0.9519121544869368,False
unsw_nb15_v2,xgb_5class_smote,11,conformal_selection_fdr,0.2,0.6098329656476521,0.9902309731162439,False
unsw_nb15_v2,xgb_5class_smote,12,fixed_risk_crc,0.05,0.5198865427040655,0.9597080735897826,False
unsw_nb15_v2,xgb_5class_smote,12,dual_threshold_deferral,0.05,0.5201386700283643,0.9597840960924434,False
unsw_nb15_v2,xgb_5class_smote,12,fixed_risk_crc,0.1,0.45089820359281435,0.9205564847194769,False
unsw_nb15_v2,xgb_5class_smote,12,dual_threshold_deferral,0.1,0.4509927513394264,0.9205564847194769,False
unsw_nb15_v2,xgb_5class_smote,12,fixed_risk_crc,0.2,0.35159155373463596,0.8209670062338452,False
unsw_nb15_v2,xgb_5class_smote,12,dual_threshold_deferral,0.2,0.351686101481248,0.8211950737418275,False
unsw_nb15_v2,xgb_5class_smote,12,conformal_selection_fdr,0.05,0.43340687046958715,0.9068724342405352,False
unsw_nb15_v2,xgb_5class_smote,12,conformal_selection_fdr,0.1,0.5015127639457926,0.9508134407784704,False
unsw_nb15_v2,xgb_5class_smote,12,conformal_selection_fdr,0.2,0.6089505200126064,0.9889007146115251,False
unsw_nb15_v2,xgb_5class_smote,13,fixed_risk_crc,0.05,0.521745981720769,0.9595524306343086,False
unsw_nb15_v2,xgb_5class_smote,13,dual_threshold_deferral,0.05,0.5218720453829184,0.9595524306343086,False
unsw_nb15_v2,xgb_5class_smote,13,fixed_risk_crc,0.1,0.4577686731799559,0.9264383458078174,False
unsw_nb15_v2,xgb_5class_smote,13,dual_threshold_deferral,0.1,0.4577686731799559,0.9264383458078174,False
unsw_nb15_v2,xgb_5class_smote,13,fixed_risk_crc,0.2,0.3568231957138355,0.8263400619944054,False
unsw_nb15_v2,xgb_5class_smote,13,dual_threshold_deferral,0.2,0.3568231957138355,0.8263400619944054,False
unsw_nb15_v2,xgb_5class_smote,13,conformal_selection_fdr,0.05,0.44075007878978884,0.9138126559310501,False
unsw_nb15_v2,xgb_5class_smote,13,conformal_selection_fdr,0.1,0.5163567601638828,0.9579647690330385,False
unsw_nb15_v2,xgb_5class_smote,13,conformal_selection_fdr,0.2,0.6165143397415694,0.9902472215921978,False
unsw_nb15_v2,xgb_5class_smote,14,fixed_risk_crc,0.05,0.5203277655215884,0.9590625704198903,False
unsw_nb15_v2,xgb_5class_smote,14,dual_threshold_deferral,0.05,0.5208950520012606,0.9593630286186434,False
unsw_nb15_v2,xgb_5class_smote,14,fixed_risk_crc,0.1,0.45653955247399935,0.922857357470142,False
unsw_nb15_v2,xgb_5class_smote,14,dual_threshold_deferral,0.1,0.4566341002206114,0.9229324720198302,False
unsw_nb15_v2,xgb_5class_smote,14,fixed_risk_crc,0.2,0.35641348881185,0.823030120934425,False
unsw_nb15_v2,xgb_5class_smote,14,dual_threshold_deferral,0.2,0.35641348881185,0.823030120934425,False
unsw_nb15_v2,xgb_5class_smote,14,conformal_selection_fdr,0.05,0.4374093917428301,0.9077593329827988,False
unsw_nb15_v2,xgb_5class_smote,14,conformal_selection_fdr,0.1,0.5102111566341002,0.9547059265379704,False
unsw_nb15_v2,xgb_5class_smote,14,conformal_selection_fdr,0.2,0.6088874881815317,0.9886577029970706,False
unsw_nb15_v2,xgb_5class_smote,15,fixed_risk_crc,0.05,0.5185313583359596,0.9584562996594779,False
unsw_nb15_v2,xgb_5class_smote,15,dual_threshold_deferral,0.05,0.5185943901670343,0.9584562996594779,False
unsw_nb15_v2,xgb_5class_smote,15,fixed_risk_crc,0.1,0.4540182792310117,0.9221339387060159,False
unsw_nb15_v2,xgb_5class_smote,15,dual_threshold_deferral,0.1,0.4540813110620864,0.9222096102913356,False
unsw_nb15_v2,xgb_5class_smote,15,fixed_risk_crc,0.2,0.35590923416325243,0.8258796821793417,False
unsw_nb15_v2,xgb_5class_smote,15,dual_threshold_deferral,0.2,0.35590923416325243,0.8258796821793417,False
unsw_nb15_v2,xgb_5class_smote,15,conformal_selection_fdr,0.05,0.4299716356760164,0.9034430571320469,False
unsw_nb15_v2,xgb_5class_smote,15,conformal_selection_fdr,0.1,0.49432713520327765,0.9457434733257661,False
unsw_nb15_v2,xgb_5class_smote,15,conformal_selection_fdr,0.2,0.6042546485975417,0.9877412031782066,False
unsw_nb15_v2,xgb_5class_smote,16,fixed_risk_crc,0.05,0.5252127324298771,0.9609463865928566,False
unsw_nb15_v2,xgb_5class_smote,16,dual_threshold_deferral,0.05,0.5252757642609518,0.9610222188518996,False
unsw_nb15_v2,xgb_5class_smote,16,fixed_risk_crc,0.1,0.45379766782225023,0.9221202699628422,False
unsw_nb15_v2,xgb_5class_smote,16,dual_threshold_deferral,0.1,0.4540813110620864,0.9221961022218852,False
unsw_nb15_v2,xgb_5class_smote,16,fixed_risk_crc,0.2,0.35427040655531045,0.8236899977250323,False
unsw_nb15_v2,xgb_5class_smote,16,dual_threshold_deferral,0.2,0.3543964702174598,0.8239174945021612,False
unsw_nb15_v2,xgb_5class_smote,16,conformal_selection_fdr,0.05,0.4355184368105893,0.9073329794494578,False
unsw_nb15_v2,xgb_5class_smote,16,conformal_selection_fdr,0.1,0.5076268515600378,0.9534389929475999,False
unsw_nb15_v2,xgb_5class_smote,16,conformal_selection_fdr,0.2,0.616010085092972,0.9897626450291954,False
unsw_nb15_v2,xgb_5class_smote,17,fixed_risk_crc,0.05,0.5206114087614245,0.9607323901036544,False
unsw_nb15_v2,xgb_5class_smote,17,dual_threshold_deferral,0.05,0.5209895997478726,0.9608837103730045,False
unsw_nb15_v2,xgb_5class_smote,17,fixed_risk_crc,0.1,0.45754806177119445,0.925777407883786,False
unsw_nb15_v2,xgb_5class_smote,17,dual_threshold_deferral,0.1,0.45780018909549325,0.9259287281531361,False
unsw_nb15_v2,xgb_5class_smote,17,fixed_risk_crc,0.2,0.35502678852820674,0.8250737686313082,False
unsw_nb15_v2,xgb_5class_smote,17,dual_threshold_deferral,0.2,0.35508982035928144,0.8251494287659832,False
unsw_nb15_v2,xgb_5class_smote,17,conformal_selection_fdr,0.05,0.4272612669398046,0.9016418249224484,False
unsw_nb15_v2,xgb_5class_smote,17,conformal_selection_fdr,0.1,0.4995272612669398,0.9496860104410986,False
unsw_nb15_v2,xgb_5class_smote,17,conformal_selection_fdr,0.2,0.6096753860699653,0.9890292804721192,False
unsw_nb15_v2,xgb_5class_smote,18,fixed_risk_crc,0.05,0.5193192562243933,0.9587409935532802,False
unsw_nb15_v2,xgb_5class_smote,18,dual_threshold_deferral,0.05,0.519382288055468,0.9587409935532802,False
unsw_nb15_v2,xgb_5class_smote,18,fixed_risk_crc,0.1,0.4521903561298456,0.9200606750094805,False
unsw_nb15_v2,xgb_5class_smote,18,dual_threshold_deferral,0.1,0.45244248345414434,0.9201365187713311,False
unsw_nb15_v2,xgb_5class_smote,18,fixed_risk_crc,0.2,0.3514654900724866,0.8184300341296928,False
unsw_nb15_v2,xgb_5class_smote,18,dual_threshold_deferral,0.2,0.35149700598802397,0.8184300341296928,False
unsw_nb15_v2,xgb_5class_smote,18,conformal_selection_fdr,0.05,0.44267254963756697,0.9123246113007205,False
unsw_nb15_v2,xgb_5class_smote,18,conformal_selection_fdr,0.1,0.5089505200126063,0.953811149032992,False
unsw_nb15_v2,xgb_5class_smote,18,conformal_selection_fdr,0.2,0.6129845572013867,0.9897610921501706,False
unsw_nb15_v2,xgb_5class_smote,19,fixed_risk_crc,0.05,0.5190356129845572,0.959175916071157,False
unsw_nb15_v2,xgb_5class_smote,19,dual_threshold_deferral,0.05,0.5190356129845572,0.959175916071157,False
unsw_nb15_v2,xgb_5class_smote,19,fixed_risk_crc,0.1,0.45196974472108414,0.9207845522274594,False
unsw_nb15_v2,xgb_5class_smote,19,dual_threshold_deferral,0.1,0.4520012606366215,0.9207845522274594,False
unsw_nb15_v2,xgb_5class_smote,19,fixed_risk_crc,0.2,0.3549322407815947,0.8248441538695453,False
unsw_nb15_v2,xgb_5class_smote,19,dual_threshold_deferral,0.2,0.35508982035928144,0.824996198874867,False
unsw_nb15_v2,xgb_5class_smote,19,conformal_selection_fdr,0.05,0.4278600693350142,0.9015508590542801,False
unsw_nb15_v2,xgb_5class_smote,19,conformal_selection_fdr,0.1,0.5024267254963757,0.9503573057625057,False
unsw_nb15_v2,xgb_5class_smote,19,conformal_selection_fdr,0.2,0.615474314528837,0.9901930971567584,False
unsw_nb15_v2,dnn_5class_smote,0,fixed_risk_crc,0.05,0.5638512448786637,0.962471740768651,False
unsw_nb15_v2,dnn_5class_smote,0,dual_threshold_deferral,0.05,0.5640718562874252,0.9625470987189149,False
unsw_nb15_v2,dnn_5class_smote,0,fixed_risk_crc,0.1,0.493539237314844,0.9307460437076112,False
unsw_nb15_v2,dnn_5class_smote,0,dual_threshold_deferral,0.1,0.49369681689253075,0.9307460437076112,False
unsw_nb15_v2,dnn_5class_smote,0,fixed_risk_crc,0.2,0.39032461393003465,0.8522230595327807,False
unsw_nb15_v2,dnn_5class_smote,0,dual_threshold_deferral,0.2,0.3904821935077214,0.8523737754333082,False
unsw_nb15_v2,dnn_5class_smote,0,conformal_selection_fdr,0.05,0.4060510557831705,0.8710625470987189,False
unsw_nb15_v2,dnn_5class_smote,0,conformal_selection_fdr,0.1,0.4737157264418531,0.9214770158251696,False
unsw_nb15_v2,dnn_5class_smote,0,conformal_selection_fdr,0.2,0.5890954932240782,0.9727204220045215,False
unsw_nb15_v2,dnn_5class_smote,1,fixed_risk_crc,0.05,0.565962811219666,0.9632971866231895,False
unsw_nb15_v2,dnn_5class_smote,1,dual_threshold_deferral,0.05,0.566057358966278,0.9632971866231895,False
unsw_nb15_v2,dnn_5class_smote,1,fixed_risk_crc,0.1,0.4936653009769934,0.9317509668613028,False
unsw_nb15_v2,dnn_5class_smote,1,dual_threshold_deferral,0.1,0.49385439647021745,0.9318267991203458,False
unsw_nb15_v2,dnn_5class_smote,1,fixed_risk_crc,0.2,0.3891900409706902,0.8514446045347691,False
unsw_nb15_v2,dnn_5class_smote,1,dual_threshold_deferral,0.2,0.3891900409706902,0.8514446045347691,False
unsw_nb15_v2,dnn_5class_smote,1,conformal_selection_fdr,0.05,0.40479041916167663,0.8704026692955183,False
unsw_nb15_v2,dnn_5class_smote,1,conformal_selection_fdr,0.1,0.4764576110936023,0.924698566770304,False
unsw_nb15_v2,dnn_5class_smote,1,conformal_selection_fdr,0.2,0.596722344784116,0.976643664214757,False
unsw_nb15_v2,dnn_5class_smote,2,fixed_risk_crc,0.05,0.5718562874251497,0.9638518074096295,False
unsw_nb15_v2,dnn_5class_smote,2,dual_threshold_deferral,0.05,0.5719508351717617,0.9638518074096295,False
unsw_nb15_v2,dnn_5class_smote,2,fixed_risk_crc,0.1,0.4971950835171762,0.9311534423278836,False
unsw_nb15_v2,dnn_5class_smote,2,dual_threshold_deferral,0.1,0.4973841790104003,0.9312284385780711,False
unsw_nb15_v2,dnn_5class_smote,2,fixed_risk_crc,0.2,0.39549322407815946,0.8556322183890805,False
unsw_nb15_v2,dnn_5class_smote,2,dual_threshold_deferral,0.2,0.3957138354869209,0.855707214639268,False
unsw_nb15_v2,dnn_5class_smote,2,conformal_selection_fdr,0.05,0.4053577056413489,0.8665066746662667,False
unsw_nb15_v2,dnn_5class_smote,2,conformal_selection_fdr,0.1,0.4739678537661519,0.9196790160491976,False
unsw_nb15_v2,dnn_5class_smote,2,conformal_selection_fdr,0.2,0.5879294043491964,0.9709764511774411,False
unsw_nb15_v2,dnn_5class_smote,3,fixed_risk_crc,0.05,0.565332492908919,0.965316168118137,False
unsw_nb15_v2,dnn_5class_smote,3,dual_threshold_deferral,0.05,0.5654270406555311,0.9654676258992806,False
unsw_nb15_v2,dnn_5class_smote,3,fixed_risk_crc,0.1,0.4898518751969745,0.9309352517985612,False
unsw_nb15_v2,dnn_5class_smote,3,dual_threshold_deferral,0.1,0.4899149070280492,0.9309352517985612,False
unsw_nb15_v2,dnn_5class_smote,3,fixed_risk_crc,0.2,0.38786637251812167,0.84967815221507,False
unsw_nb15_v2,dnn_5class_smote,3,dual_threshold_deferral,0.2,0.38786637251812167,0.84967815221507,False
unsw_nb15_v2,dnn_5class_smote,3,conformal_selection_fdr,0.05,0.39899149070280493,0.8648239303294206,False
unsw_nb15_v2,dnn_5class_smote,3,conformal_selection_fdr,0.1,0.47012291207059564,0.9210904960242332,False
unsw_nb15_v2,dnn_5class_smote,3,conformal_selection_fdr,0.2,0.5897573274503625,0.9747822794396062,False
unsw_nb15_v2,dnn_5class_smote,4,fixed_risk_crc,0.05,0.5692719823510873,0.9632813089044711,False
unsw_nb15_v2,dnn_5class_smote,4,dual_threshold_deferral,0.05,0.5695556255909234,0.9633567066274599,False
unsw_nb15_v2,dnn_5class_smote,4,fixed_risk_crc,0.1,0.4928774030885597,0.9302571062353917,False
unsw_nb15_v2,dnn_5class_smote,4,dual_threshold_deferral,0.1,0.4930034667507091,0.9302571062353917,False
