dataset,model,rep,method,level,selected_frac_of_window,realised_recall,has_recall_lower_bound
nsl_kdd_v2,xgb_5class_smote,15,fixed_risk_crc,0.1,0.2691625266146203,0.45815867101381774,False
nsl_kdd_v2,xgb_5class_smote,15,dual_threshold_deferral,0.1,0.2691625266146203,0.45815867101381774,False
nsl_kdd_v2,xgb_5class_smote,15,fixed_risk_crc,0.2,0.2052874378992193,0.3493246390312063,False
nsl_kdd_v2,xgb_5class_smote,15,dual_threshold_deferral,0.2,0.20564229950319377,0.34963514982145627,False
nsl_kdd_v2,xgb_5class_smote,15,conformal_selection_fdr,0.05,0.5310503903477644,0.8607359105728924,False
nsl_kdd_v2,xgb_5class_smote,15,conformal_selection_fdr,0.1,0.5610361958836054,0.8889923924856389,False
nsl_kdd_v2,xgb_5class_smote,15,conformal_selection_fdr,0.2,0.5909332860184529,0.9222170470423847,False
nsl_kdd_v2,xgb_5class_smote,16,fixed_risk_crc,0.05,0.2864620298083747,0.4881361223852638,False
nsl_kdd_v2,xgb_5class_smote,16,dual_threshold_deferral,0.05,0.28655074520936835,0.4882922260380893,False
nsl_kdd_v2,xgb_5class_smote,16,fixed_risk_crc,0.1,0.2640170333569908,0.45004683109584764,False
nsl_kdd_v2,xgb_5class_smote,16,dual_threshold_deferral,0.1,0.2640170333569908,0.45004683109584764,False
nsl_kdd_v2,xgb_5class_smote,16,fixed_risk_crc,0.2,0.198722498225692,0.33827661567280676,False
nsl_kdd_v2,xgb_5class_smote,16,dual_threshold_deferral,0.2,0.198722498225692,0.33827661567280676,False
nsl_kdd_v2,xgb_5class_smote,16,conformal_selection_fdr,0.05,0.5239531582682754,0.856384639400562,False
nsl_kdd_v2,xgb_5class_smote,16,conformal_selection_fdr,0.1,0.5541163946061036,0.8860443334374024,False
nsl_kdd_v2,xgb_5class_smote,16,conformal_selection_fdr,0.2,0.5834811923349894,0.918357789572276,False
nsl_kdd_v2,xgb_5class_smote,17,fixed_risk_crc,0.05,0.288236337828247,0.4906279287722587,False
nsl_kdd_v2,xgb_5class_smote,17,dual_threshold_deferral,0.05,0.288236337828247,0.4906279287722587,False
nsl_kdd_v2,xgb_5class_smote,17,fixed_risk_crc,0.1,0.2655251951738822,0.4520462355513902,False
nsl_kdd_v2,xgb_5class_smote,17,dual_threshold_deferral,0.1,0.2655251951738822,0.4520462355513902,False
nsl_kdd_v2,xgb_5class_smote,17,fixed_risk_crc,0.2,0.20298083747338538,0.34536082474226804,False
nsl_kdd_v2,xgb_5class_smote,17,dual_threshold_deferral,0.2,0.20298083747338538,0.34536082474226804,False
nsl_kdd_v2,xgb_5class_smote,17,conformal_selection_fdr,0.05,0.5337118523775728,0.8691034051858794,False
nsl_kdd_v2,xgb_5class_smote,17,conformal_selection_fdr,0.1,0.5602377572746629,0.8936269915651359,False
nsl_kdd_v2,xgb_5class_smote,17,conformal_selection_fdr,0.2,0.5881831085876508,0.9209621993127147,False
nsl_kdd_v2,xgb_5class_smote,18,fixed_risk_crc,0.05,0.28717175301632364,0.49228851846081945,False
nsl_kdd_v2,xgb_5class_smote,18,dual_threshold_deferral,0.05,0.28717175301632364,0.49228851846081945,False
nsl_kdd_v2,xgb_5class_smote,18,fixed_risk_crc,0.1,0.26588005677785664,0.45614581710546814,False
nsl_kdd_v2,xgb_5class_smote,18,dual_threshold_deferral,0.1,0.26588005677785664,0.45614581710546814,False
nsl_kdd_v2,xgb_5class_smote,18,fixed_risk_crc,0.2,0.20129524485450676,0.34491353793425766,False
nsl_kdd_v2,xgb_5class_smote,18,dual_threshold_deferral,0.2,0.20129524485450676,0.34491353793425766,False
nsl_kdd_v2,xgb_5class_smote,18,conformal_selection_fdr,0.05,0.5213804116394606,0.8535597445084904,False
nsl_kdd_v2,xgb_5class_smote,18,conformal_selection_fdr,0.1,0.549680624556423,0.8786415329490574,False
nsl_kdd_v2,xgb_5class_smote,18,conformal_selection_fdr,0.2,0.5832150461320085,0.9164978968686711,False
nsl_kdd_v2,xgb_5class_smote,19,fixed_risk_crc,0.05,0.28947835344215755,0.49320418684580536,False
nsl_kdd_v2,xgb_5class_smote,19,dual_threshold_deferral,0.05,0.28947835344215755,0.49320418684580536,False
nsl_kdd_v2,xgb_5class_smote,19,fixed_risk_crc,0.1,0.2668559261887864,0.454147789407905,False
nsl_kdd_v2,xgb_5class_smote,19,dual_threshold_deferral,0.1,0.2668559261887864,0.454147789407905,False
nsl_kdd_v2,xgb_5class_smote,19,fixed_risk_crc,0.2,0.20431156848828957,0.3474457116075613,False
nsl_kdd_v2,xgb_5class_smote,19,dual_threshold_deferral,0.2,0.20431156848828957,0.3474457116075613,False
nsl_kdd_v2,xgb_5class_smote,19,conformal_selection_fdr,0.05,0.5274130589070263,0.8593969692235588,False
nsl_kdd_v2,xgb_5class_smote,19,conformal_selection_fdr,0.1,0.5571327182398864,0.8886111545071083,False
nsl_kdd_v2,xgb_5class_smote,19,conformal_selection_fdr,0.2,0.5856990773598296,0.9170442118418997,False
nsl_kdd_v2,dnn_5class_smote,0,fixed_risk_crc,0.05,0.29063165365507454,0.4994525262005318,False
nsl_kdd_v2,dnn_5class_smote,0,dual_threshold_deferral,0.05,0.2912526614620298,0.5003910527139058,False
nsl_kdd_v2,dnn_5class_smote,0,fixed_risk_crc,0.1,0.26534776437189495,0.45972157046769907,False
nsl_kdd_v2,dnn_5class_smote,0,dual_threshold_deferral,0.1,0.26534776437189495,0.45972157046769907,False
nsl_kdd_v2,dnn_5class_smote,0,fixed_risk_crc,0.2,0.23358765081618169,0.40466134834975753,False
nsl_kdd_v2,dnn_5class_smote,0,dual_threshold_deferral,0.2,0.23358765081618169,0.40466134834975753,False
nsl_kdd_v2,dnn_5class_smote,0,conformal_selection_fdr,0.05,0.4140347764371895,0.7032692006882528,False
nsl_kdd_v2,dnn_5class_smote,0,conformal_selection_fdr,0.1,0.4403832505322924,0.7415923666510246,False
nsl_kdd_v2,dnn_5class_smote,0,conformal_selection_fdr,0.2,0.5015081618168914,0.8126075394963241,False
nsl_kdd_v2,dnn_5class_smote,1,fixed_risk_crc,0.05,0.29009936124911284,0.4935024752475248,False
nsl_kdd_v2,dnn_5class_smote,1,dual_threshold_deferral,0.05,0.2904542228530873,0.4939665841584158,False
nsl_kdd_v2,dnn_5class_smote,1,fixed_risk_crc,0.1,0.2670333569907736,0.4573019801980198,False
nsl_kdd_v2,dnn_5class_smote,1,dual_threshold_deferral,0.1,0.2670333569907736,0.4573019801980198,False
nsl_kdd_v2,dnn_5class_smote,1,fixed_risk_crc,0.2,0.23562810503903478,0.4040841584158416,False
nsl_kdd_v2,dnn_5class_smote,1,dual_threshold_deferral,0.2,0.23562810503903478,0.4040841584158416,False
nsl_kdd_v2,dnn_5class_smote,1,conformal_selection_fdr,0.05,0.41855926188786374,0.7001856435643564,False
nsl_kdd_v2,dnn_5class_smote,1,conformal_selection_fdr,0.1,0.44366572036905605,0.7377784653465347,False
nsl_kdd_v2,dnn_5class_smote,1,conformal_selection_fdr,0.2,0.5099361249112846,0.8162128712871287,False
nsl_kdd_v2,dnn_5class_smote,2,fixed_risk_crc,0.05,0.28867991483321503,0.49224084419615144,False
nsl_kdd_v2,dnn_5class_smote,2,dual_threshold_deferral,0.05,0.2887686302342087,0.4923960273122284,False
nsl_kdd_v2,dnn_5class_smote,2,fixed_risk_crc,0.1,0.2642831795599716,0.45391061452513964,False
nsl_kdd_v2,dnn_5class_smote,2,dual_threshold_deferral,0.1,0.2642831795599716,0.45391061452513964,False
nsl_kdd_v2,dnn_5class_smote,2,fixed_risk_crc,0.2,0.23287792760823278,0.4005276225946617,False
nsl_kdd_v2,dnn_5class_smote,2,dual_threshold_deferral,0.2,0.2329666430092264,0.40068280571073867,False
nsl_kdd_v2,dnn_5class_smote,2,conformal_selection_fdr,0.05,0.42024485450674237,0.7037554314090627,False
nsl_kdd_v2,dnn_5class_smote,2,conformal_selection_fdr,0.1,0.44623846699787084,0.7416201117318436,False
nsl_kdd_v2,dnn_5class_smote,2,conformal_selection_fdr,0.2,0.5194286728176012,0.8224705152079453,False
nsl_kdd_v2,dnn_5class_smote,3,fixed_risk_crc,0.05,0.29728530872959547,0.5007678132678133,False
nsl_kdd_v2,dnn_5class_smote,3,dual_threshold_deferral,0.05,0.29728530872959547,0.5007678132678133,False
nsl_kdd_v2,dnn_5class_smote,3,fixed_risk_crc,0.1,0.27306600425833927,0.4631449631449631,False
nsl_kdd_v2,dnn_5class_smote,3,dual_threshold_deferral,0.1,0.27315471965933286,0.4632985257985258,False
nsl_kdd_v2,dnn_5class_smote,3,fixed_risk_crc,0.2,0.24103974449964513,0.40985872235872234,False
nsl_kdd_v2,dnn_5class_smote,3,dual_threshold_deferral,0.2,0.24103974449964513,0.40985872235872234,False
nsl_kdd_v2,dnn_5class_smote,3,conformal_selection_fdr,0.05,0.42760823278921223,0.7111486486486487,False
nsl_kdd_v2,dnn_5class_smote,3,conformal_selection_fdr,0.1,0.45644073811213626,0.7527641277641277,False
nsl_kdd_v2,dnn_5class_smote,3,conformal_selection_fdr,0.2,0.5186302342086586,0.8249385749385749,False
nsl_kdd_v2,dnn_5class_smote,4,fixed_risk_crc,0.05,0.2897444996451384,0.5013392153773436,False
nsl_kdd_v2,dnn_5class_smote,4,dual_threshold_deferral,0.05,0.289833215046132,0.5014967701276194,False
nsl_kdd_v2,dnn_5class_smote,4,fixed_risk_crc,0.1,0.2662349183818311,0.4641562943122735,False
nsl_kdd_v2,dnn_5class_smote,4,dual_threshold_deferral,0.1,0.2662349183818311,0.4641562943122735,False
nsl_kdd_v2,dnn_5class_smote,4,fixed_risk_crc,0.2,0.23553938963804116,0.4110603434693556,False
nsl_kdd_v2,dnn_5class_smote,4,dual_threshold_deferral,0.2,0.23553938963804116,0.4110603434693556,False
nsl_kdd_v2,dnn_5class_smote,4,conformal_selection_fdr,0.05,0.4127927608232789,0.7023790767291633,False
nsl_kdd_v2,dnn_5class_smote,4,conformal_selection_fdr,0.1,0.440471965933286,0.742713092799748,False
nsl_kdd_v2,dnn_5class_smote,4,conformal_selection_fdr,0.2,0.5048793470546487,0.8156609421774067,False
nsl_kdd_v2,dnn_5class_smote,5,fixed_risk_crc,0.05,0.2977288857345635,0.5051865613872116,False
nsl_kdd_v2,dnn_5class_smote,5,dual_threshold_deferral,0.05,0.2977288857345635,0.5051865613872116,False
nsl_kdd_v2,dnn_5class_smote,5,fixed_risk_crc,0.1,0.271291696238467,0.4647778293853538,False
nsl_kdd_v2,dnn_5class_smote,5,dual_threshold_deferral,0.1,0.271291696238467,0.4647778293853538,False
nsl_kdd_v2,dnn_5class_smote,5,fixed_risk_crc,0.2,0.23740241305890702,0.4067193063941787,False
nsl_kdd_v2,dnn_5class_smote,5,dual_threshold_deferral,0.2,0.23740241305890702,0.4067193063941787,False
nsl_kdd_v2,dnn_5class_smote,5,conformal_selection_fdr,0.05,0.4227288857345635,0.707230221396501,False
nsl_kdd_v2,dnn_5class_smote,5,conformal_selection_fdr,0.1,0.4502306600425834,0.7460907261185942,False
nsl_kdd_v2,dnn_5class_smote,5,conformal_selection_fdr,0.2,0.5118878637331441,0.8174640037157455,False
nsl_kdd_v2,dnn_5class_smote,6,fixed_risk_crc,0.05,0.2924946770759404,0.5025849913833621,False
nsl_kdd_v2,dnn_5class_smote,6,dual_threshold_deferral,0.05,0.292583392476934,0.5027416575278082,False
nsl_kdd_v2,dnn_5class_smote,6,fixed_risk_crc,0.1,0.2695173882185947,0.46655177816073945,False
nsl_kdd_v2,dnn_5class_smote,6,dual_threshold_deferral,0.1,0.26960610361958837,0.46670844430518565,False
nsl_kdd_v2,dnn_5class_smote,6,fixed_risk_crc,0.2,0.23678140525195174,0.41046529844900514,False
nsl_kdd_v2,dnn_5class_smote,6,dual_threshold_deferral,0.2,0.23695883605393897,0.41077863073789755,False
nsl_kdd_v2,dnn_5class_smote,6,conformal_selection_fdr,0.05,0.41793825408090846,0.7067209775967414,False
nsl_kdd_v2,dnn_5class_smote,6,conformal_selection_fdr,0.1,0.44685947480482613,0.7476108412971957,False
nsl_kdd_v2,dnn_5class_smote,6,conformal_selection_fdr,0.2,0.5158800567778566,0.8267272442425192,False
nsl_kdd_v2,dnn_5class_smote,7,fixed_risk_crc,0.05,0.2897444996451384,0.4968769519050593,False
nsl_kdd_v2,dnn_5class_smote,7,dual_threshold_deferral,0.05,0.29001064584811925,0.4973454091193004,False
nsl_kdd_v2,dnn_5class_smote,7,fixed_risk_crc,0.1,0.26792051100070974,0.46330418488444725,False
nsl_kdd_v2,dnn_5class_smote,7,dual_threshold_deferral,0.1,0.26792051100070974,0.46330418488444725,False
nsl_kdd_v2,dnn_5class_smote,7,fixed_risk_crc,0.2,0.2372249822569198,0.410368519675203,False
nsl_kdd_v2,dnn_5class_smote,7,dual_threshold_deferral,0.2,0.2373136976579134,0.41052467207995,False
nsl_kdd_v2,dnn_5class_smote,7,conformal_selection_fdr,0.05,0.4155429382540809,0.7009681449094316,False
nsl_kdd_v2,dnn_5class_smote,7,conformal_selection_fdr,0.1,0.4391412349183818,0.7332916926920675,False
nsl_kdd_v2,dnn_5class_smote,7,conformal_selection_fdr,0.2,0.5078956706884316,0.816052467207995,False
nsl_kdd_v2,dnn_5class_smote,8,fixed_risk_crc,0.05,0.2905429382540809,0.49796811503594873,False
nsl_kdd_v2,dnn_5class_smote,8,dual_threshold_deferral,0.05,0.2905429382540809,0.49796811503594873,False
nsl_kdd_v2,dnn_5class_smote,8,fixed_risk_crc,0.1,0.2668559261887864,0.4615504845264145,False
nsl_kdd_v2,dnn_5class_smote,8,dual_threshold_deferral,0.1,0.26694464158978,0.4617067833698031,False
nsl_kdd_v2,dnn_5class_smote,8,fixed_risk_crc,0.2,0.23687012065294535,0.4102844638949672,False
nsl_kdd_v2,dnn_5class_smote,8,dual_threshold_deferral,0.2,0.23687012065294535,0.4102844638949672,False
nsl_kdd_v2,dnn_5class_smote,8,conformal_selection_fdr,0.05,0.4160752306600426,0.7038136917786808,False
nsl_kdd_v2,dnn_5class_smote,8,conformal_selection_fdr,0.1,0.44224627395315824,0.7424195060956549,False
nsl_kdd_v2,dnn_5class_smote,8,conformal_selection_fdr,0.2,0.5092264017033357,0.8185370428258831,False
nsl_kdd_v2,dnn_5class_smote,9,fixed_risk_crc,0.05,0.29444641589779985,0.504840724547158,False
nsl_kdd_v2,dnn_5class_smote,9,dual_threshold_deferral,0.05,0.29444641589779985,0.504840724547158,False
nsl_kdd_v2,dnn_5class_smote,9,fixed_risk_crc,0.1,0.2695173882185947,0.46549031855090567,False
nsl_kdd_v2,dnn_5class_smote,9,dual_threshold_deferral,0.1,0.2695173882185947,0.46549031855090567,False
nsl_kdd_v2,dnn_5class_smote,9,fixed_risk_crc,0.2,0.23562810503903478,0.40708931917551533,False
nsl_kdd_v2,dnn_5class_smote,9,dual_threshold_deferral,0.2,0.2357168204400284,0.40724547158026236,False
nsl_kdd_v2,dnn_5class_smote,9,conformal_selection_fdr,0.05,0.4197125621007807,0.7083073079325422,False
nsl_kdd_v2,dnn_5class_smote,9,conformal_selection_fdr,0.1,0.4460610361958836,0.7464084946908183,False
nsl_kdd_v2,dnn_5class_smote,9,conformal_selection_fdr,0.2,0.5033711852377573,0.8133978763272954,False
nsl_kdd_v2,dnn_5class_smote,10,fixed_risk_crc,0.05,0.2891234918381831,0.49478274412085343,False
nsl_kdd_v2,dnn_5class_smote,10,dual_threshold_deferral,0.05,0.2891234918381831,0.49478274412085343,False
nsl_kdd_v2,dnn_5class_smote,10,fixed_risk_crc,0.1,0.2651703335699077,0.45693817162435757,False
nsl_kdd_v2,dnn_5class_smote,10,dual_threshold_deferral,0.1,0.26525904897090136,0.45709391060582466,False
nsl_kdd_v2,dnn_5class_smote,10,fixed_risk_crc,0.2,0.23403122782114974,0.40336396199968855,False
nsl_kdd_v2,dnn_5class_smote,10,dual_threshold_deferral,0.2,0.2342973740241306,0.4038311789440897,False
nsl_kdd_v2,dnn_5class_smote,10,conformal_selection_fdr,0.05,0.4160752306600426,0.7011368945647095,False
nsl_kdd_v2,dnn_5class_smote,10,conformal_selection_fdr,0.1,0.4434882895670688,0.7392929450241396,False
nsl_kdd_v2,dnn_5class_smote,10,conformal_selection_fdr,0.2,0.5073633782824698,0.814203395109796,False
nsl_kdd_v2,dnn_5class_smote,11,fixed_risk_crc,0.05,0.2891234918381831,0.49741095245567235,False
nsl_kdd_v2,dnn_5class_smote,11,dual_threshold_deferral,0.05,0.28921220723917673,0.49756786442805584,False
nsl_kdd_v2,dnn_5class_smote,11,fixed_risk_crc,0.1,0.265791341376863,0.460693550917935,False
nsl_kdd_v2,dnn_5class_smote,11,dual_threshold_deferral,0.1,0.265791341376863,0.460693550917935,False
nsl_kdd_v2,dnn_5class_smote,11,fixed_risk_crc,0.2,0.2342973740241306,0.40655892044563,False
nsl_kdd_v2,dnn_5class_smote,11,dual_threshold_deferral,0.2,0.2342973740241306,0.40655892044563,False
nsl_kdd_v2,dnn_5class_smote,11,conformal_selection_fdr,0.05,0.4166962384669979,0.7054762278361839,False
nsl_kdd_v2,dnn_5class_smote,11,conformal_selection_fdr,0.1,0.4445528743789922,0.7461164286835086,False
nsl_kdd_v2,dnn_5class_smote,11,conformal_selection_fdr,0.2,0.5157026259758695,0.8270830064333908,False
nsl_kdd_v2,dnn_5class_smote,12,fixed_risk_crc,0.05,0.289833215046132,0.49609862671660426,False
nsl_kdd_v2,dnn_5class_smote,12,dual_threshold_deferral,0.05,0.2901880766501065,0.4967228464419476,False
nsl_kdd_v2,dnn_5class_smote,12,fixed_risk_crc,0.1,0.2665897799858055,0.4597378277153558,False
nsl_kdd_v2,dnn_5class_smote,12,dual_threshold_deferral,0.1,0.26667849538679916,0.4598938826466916,False
nsl_kdd_v2,dnn_5class_smote,12,fixed_risk_crc,0.2,0.23757984386089426,0.4102684144818976,False
nsl_kdd_v2,dnn_5class_smote,12,dual_threshold_deferral,0.2,0.23766855926188787,0.41042446941323346,False
nsl_kdd_v2,dnn_5class_smote,12,conformal_selection_fdr,0.05,0.41572036905606813,0.700374531835206,False
nsl_kdd_v2,dnn_5class_smote,12,conformal_selection_fdr,0.1,0.44331085876508164,0.7401685393258427,False
nsl_kdd_v2,dnn_5class_smote,12,conformal_selection_fdr,0.2,0.5052342086586231,0.8119538077403246,False
nsl_kdd_v2,dnn_5class_smote,13,fixed_risk_crc,0.05,0.28938963804116397,0.4971848608070066,False
nsl_kdd_v2,dnn_5class_smote,13,dual_threshold_deferral,0.05,0.28938963804116397,0.4971848608070066,False
nsl_kdd_v2,dnn_5class_smote,13,fixed_risk_crc,0.1,0.2671220723917672,0.4618392242727557,False
nsl_kdd_v2,dnn_5class_smote,13,dual_threshold_deferral,0.1,0.2671220723917672,0.4618392242727557,False
nsl_kdd_v2,dnn_5class_smote,13,fixed_risk_crc,0.2,0.23837828246983678,0.4128870816390366,False
nsl_kdd_v2,dnn_5class_smote,13,dual_threshold_deferral,0.2,0.23837828246983678,0.4128870816390366,False
nsl_kdd_v2,dnn_5class_smote,13,conformal_selection_fdr,0.05,0.41802696948190204,0.7047231779793557,False
nsl_kdd_v2,dnn_5class_smote,13,conformal_selection_fdr,0.1,0.44801277501774306,0.747263059117923,False
nsl_kdd_v2,dnn_5class_smote,13,conformal_selection_fdr,0.2,0.5106458481192335,0.8177979355645918,False
nsl_kdd_v2,dnn_5class_smote,14,fixed_risk_crc,0.05,0.2901880766501065,0.4958061509785648,False
nsl_kdd_v2,dnn_5class_smote,14,dual_threshold_deferral,0.05,0.2902767920511001,0.49596147872009944,False
nsl_kdd_v2,dnn_5class_smote,14,fixed_risk_crc,0.1,0.26729950319375445,0.4602360981671326,False
nsl_kdd_v2,dnn_5class_smote,14,dual_threshold_deferral,0.1,0.26729950319375445,0.4602360981671326,False
nsl_kdd_v2,dnn_5class_smote,14,fixed_risk_crc,0.2,0.2357168204400284,0.4063373718546132,False
nsl_kdd_v2,dnn_5class_smote,14,dual_threshold_deferral,0.2,0.2357168204400284,0.4063373718546132,False
nsl_kdd_v2,dnn_5class_smote,14,conformal_selection_fdr,0.05,0.41918026969481903,0.704721963342653,False
nsl_kdd_v2,dnn_5class_smote,14,conformal_selection_fdr,0.1,0.44650461320085166,0.7441752096924511,False
nsl_kdd_v2,dnn_5class_smote,14,conformal_selection_fdr,0.2,0.5129524485450674,0.8199751475613545,False
nsl_kdd_v2,dnn_5class_smote,15,fixed_risk_crc,0.05,0.29355926188786374,0.5010091600683124,False
nsl_kdd_v2,dnn_5class_smote,15,dual_threshold_deferral,0.05,0.29355926188786374,0.5010091600683124,False
nsl_kdd_v2,dnn_5class_smote,15,fixed_risk_crc,0.1,0.2705819730305181,0.464213631423692,False
nsl_kdd_v2,dnn_5class_smote,15,dual_threshold_deferral,0.1,0.2707594038325053,0.46436888681881694,False
nsl_kdd_v2,dnn_5class_smote,15,fixed_risk_crc,0.2,0.23713626685592618,0.407855922993324,False
nsl_kdd_v2,dnn_5class_smote,15,dual_threshold_deferral,0.2,0.23775727466288146,0.4087874553640739,False
nsl_kdd_v2,dnn_5class_smote,15,conformal_selection_fdr,0.05,0.4189141234918382,0.7029964291259121,False
nsl_kdd_v2,dnn_5class_smote,15,conformal_selection_fdr,0.1,0.4446415897799858,0.7391709361900326,False
nsl_kdd_v2,dnn_5class_smote,15,conformal_selection_fdr,0.2,0.5113555713271823,0.815711845986648,False
nsl_kdd_v2,dnn_5class_smote,16,fixed_risk_crc,0.05,0.2864620298083747,0.48985326256634404,False
nsl_kdd_v2,dnn_5class_smote,16,dual_threshold_deferral,0.05,0.2864620298083747,0.48985326256634404,False
nsl_kdd_v2,dnn_5class_smote,16,fixed_risk_crc,0.1,0.26233144073811215,0.45238838588822977,False
nsl_kdd_v2,dnn_5class_smote,16,dual_threshold_deferral,0.1,0.26268630234208656,0.4530128004995317,False
nsl_kdd_v2,dnn_5class_smote,16,fixed_risk_crc,0.2,0.23057132718239887,0.39790821105213864,False
nsl_kdd_v2,dnn_5class_smote,16,dual_threshold_deferral,0.2,0.23083747338537972,0.3983765220106151,False
nsl_kdd_v2,dnn_5class_smote,16,conformal_selection_fdr,0.05,0.4126153300212917,0.6943490477677178,False
nsl_kdd_v2,dnn_5class_smote,16,conformal_selection_fdr,0.1,0.4396735273243435,0.7343115828910397,False
nsl_kdd_v2,dnn_5class_smote,16,conformal_selection_fdr,0.2,0.5054116394606104,0.8136122385263815,False
nsl_kdd_v2,dnn_5class_smote,17,fixed_risk_crc,0.05,0.292583392476934,0.500156201187129,False
nsl_kdd_v2,dnn_5class_smote,17,dual_threshold_deferral,0.05,0.2928495386799148,0.5004686035613871,False
nsl_kdd_v2,dnn_5class_smote,17,fixed_risk_crc,0.1,0.2697835344215756,0.464698531708841,False
nsl_kdd_v2,dnn_5class_smote,17,dual_threshold_deferral,0.1,0.2697835344215756,0.464698531708841,False
nsl_kdd_v2,dnn_5class_smote,17,fixed_risk_crc,0.2,0.23988644428672817,0.41393314589190877,False
nsl_kdd_v2,dnn_5class_smote,17,dual_threshold_deferral,0.2,0.23988644428672817,0.41393314589190877,False
nsl_kdd_v2,dnn_5class_smote,17,conformal_selection_fdr,0.05,0.41705110007097235,0.7019681349578257,False
nsl_kdd_v2,dnn_5class_smote,17,conformal_selection_fdr,0.1,0.4449077359829666,0.7424242424242424,False
nsl_kdd_v2,dnn_5class_smote,17,conformal_selection_fdr,0.2,0.51375088715401,0.8206810371758826,False
nsl_kdd_v2,dnn_5class_smote,18,fixed_risk_crc,0.05,0.2877040454222853,0.495248481071818,False
nsl_kdd_v2,dnn_5class_smote,18,dual_threshold_deferral,0.05,0.2877040454222853,0.495248481071818,False
nsl_kdd_v2,dnn_5class_smote,18,fixed_risk_crc,0.1,0.2648154719659333,0.45910577971646677,False
nsl_kdd_v2,dnn_5class_smote,18,dual_threshold_deferral,0.1,0.2648154719659333,0.45910577971646677,False
nsl_kdd_v2,dnn_5class_smote,18,fixed_risk_crc,0.2,0.23349893541518807,0.4048917276834398,False
nsl_kdd_v2,dnn_5class_smote,18,dual_threshold_deferral,0.2,0.2336763662171753,0.40520330269512383,False
nsl_kdd_v2,dnn_5class_smote,18,conformal_selection_fdr,0.05,0.4127927608232789,0.6988627512073532,False
nsl_kdd_v2,dnn_5class_smote,18,conformal_selection_fdr,0.1,0.43896380411639463,0.7359401775977567,False
nsl_kdd_v2,dnn_5class_smote,18,conformal_selection_fdr,0.2,0.5023953158268275,0.8090045178376695,False
nsl_kdd_v2,dnn_5class_smote,19,fixed_risk_crc,0.05,0.29009936124911284,0.496484924230589,False
nsl_kdd_v2,dnn_5class_smote,19,dual_threshold_deferral,0.05,0.29009936124911284,0.496484924230589,False
nsl_kdd_v2,dnn_5class_smote,19,fixed_risk_crc,0.1,0.2654364797728886,0.45805342915169506,False
nsl_kdd_v2,dnn_5class_smote,19,dual_threshold_deferral,0.1,0.2655251951738822,0.45820965474144665,False
nsl_kdd_v2,dnn_5class_smote,19,fixed_risk_crc,0.2,0.23394251242015615,0.4046242774566474,False
nsl_kdd_v2,dnn_5class_smote,19,dual_threshold_deferral,0.2,0.23403122782114974,0.404780503046399,False
nsl_kdd_v2,dnn_5class_smote,19,conformal_selection_fdr,0.05,0.41651880766501065,0.6998906420871739,False
nsl_kdd_v2,dnn_5class_smote,19,conformal_selection_fdr,0.1,0.44357700496806246,0.7391032651148258,False
nsl_kdd_v2,dnn_5class_smote,19,conformal_selection_fdr,0.2,0.5083392476933996,0.8142477737853461,False
unsw_nb15_v2,rf_5class_cw,0,fixed_risk_crc,0.05,0.5230066183422628,0.9523737754333083,False
unsw_nb15_v2,rf_5class_cw,0,dual_threshold_deferral,0.05,0.5230066183422628,0.9523737754333083,False
unsw_nb15_v2,rf_5class_cw,0,fixed_risk_crc,0.1,0.44333438386385127,0.9039186134137152,False
unsw_nb15_v2,rf_5class_cw,0,dual_threshold_deferral,0.1,0.4434604475260006,0.9040693293142427,False
unsw_nb15_v2,rf_5class_cw,0,fixed_risk_crc,0.2,0.3314528837062717,0.7651092690278825,False
unsw_nb15_v2,rf_5class_cw,0,dual_threshold_deferral,0.2,0.3316104632839584,0.7651846269781462,False
unsw_nb15_v2,rf_5class_cw,0,conformal_selection_fdr,0.05,0.41465490072486605,0.875282592313489,False
unsw_nb15_v2,rf_5class_cw,0,conformal_selection_fdr,0.1,0.5069335014182162,0.9442351168048229,False
unsw_nb15_v2,rf_5class_cw,0,conformal_selection_fdr,0.2,0.6249921210211157,0.9905802562170309,False
unsw_nb15_v2,rf_5class_cw,1,fixed_risk_crc,0.05,0.5242672549637567,0.9532873284295139,False
unsw_nb15_v2,rf_5class_cw,1,dual_threshold_deferral,0.05,0.524298770879294,0.9532873284295139,False
unsw_nb15_v2,rf_5class_cw,1,fixed_risk_crc,0.1,0.4405609832965648,0.903920527792523,False
unsw_nb15_v2,rf_5class_cw,1,dual_threshold_deferral,0.1,0.4409076583674756,0.904299689087738,False
unsw_nb15_v2,rf_5class_cw,1,fixed_risk_crc,0.2,0.3290891900409707,0.7635550163039357,False
unsw_nb15_v2,rf_5class_cw,1,dual_threshold_deferral,0.2,0.3291522218720454,0.7637066808220216,False
unsw_nb15_v2,rf_5class_cw,1,conformal_selection_fdr,0.05,0.41667191931925623,0.878971714567377,False
unsw_nb15_v2,rf_5class_cw,1,conformal_selection_fdr,0.1,0.5180271036873622,0.9504057025858801,False
unsw_nb15_v2,rf_5class_cw,1,conformal_selection_fdr,0.2,0.632209265679168,0.9933267612042163,False
unsw_nb15_v2,rf_5class_cw,2,fixed_risk_crc,0.05,0.5270406555310432,0.9523773811309435,False
unsw_nb15_v2,rf_5class_cw,2,dual_threshold_deferral,0.05,0.5273558146864167,0.952452377381131,False
