dataset,model,calibrator,decision_preserving_by_construction,pct_decisions_changed_vs_raw,accuracy,macro_f1,ece_top,ece_macro,brier_macro,nll,auroc_conf_vs_correct,recall_Normal,recall_DoS,recall_Probe,recall_R2L,recall_U2R,ece_top_lo,ece_top_hi,brier_macro_lo,brier_macro_hi,auroc_lo,auroc_hi,ece_top_delta_vs_raw_lo,ece_top_delta_vs_raw_hi,brier_delta_vs_raw_lo,brier_delta_vs_raw_hi,auroc_delta_vs_raw_lo,auroc_delta_vs_raw_hi,temperature_T,ece_top_verdict_vs_raw,brier_verdict_vs_raw,auroc_verdict_vs_raw
nsl_kdd_v2,xgb_5class_cw,cctl,True,0.0,0.7841997870830376,0.5947543324212714,0.20189769809107508,0.08326341440923375,0.08049750813082585,2.884035631493998,0.7619347415573153,0.9713726701678509,0.8415549597855227,0.721602643535729,0.0707105719237435,0.2537313432835821,0.1980785626563211,0.2056764713718345,0.07898138796583526,0.0819752033874449,0.7553937498161939,0.7689910425900719,0.00471523345936737,0.0077585316832871915,2.5546022709476215e-05,0.00030913585237744704,-0.12515592637363457,-0.11563560116298392,,worse,worse,worse
nsl_kdd_v2,xgb_5class_cw,dirichlet,False,0.8472320794889993,0.7798083747338538,0.5603825042738129,0.20094179044732655,0.08381751676631312,0.08242371368717905,2.2413771614330344,0.8902575047738484,0.9715786221810319,0.8441018766756032,0.6935150764147047,0.05511265164644714,0.14925373134328357,0.19718012457401812,0.20466363580873212,0.08093797375928351,0.08383255284703603,0.8862225541138588,0.8942670036696275,0.004176850590856767,0.006711334587860017,0.0018576266606825727,0.00233204843545601,0.005841215107284142,0.010337098479602427,,worse,worse,better
nsl_kdd_v2,dnn_5class_cw,raw,True,0.0,0.7716465578424414,0.5471231481826725,0.1981117565222663,0.08068625251914499,0.08041073159524656,1.4307218852304513,0.8360995059014719,0.923488827103285,0.8400804289544236,0.7199504337050805,0.13518197573656845,0.417910447761194,0.19402079581446333,0.20211867203202769,0.07880609138681306,0.0818591235878592,0.830079545471391,0.8418536776490549,0.0,0.0,0.0,0.0,0.0,0.0,,no difference,no difference,no difference
nsl_kdd_v2,dnn_5class_cw,temperature,True,0.0,0.7716465578424414,0.5471231481826725,0.1864161617439494,0.07665586578965836,0.07759452190094189,1.1259777411102907,0.8363522008828401,0.923488827103285,0.8400804289544236,0.7199504337050805,0.13518197573656845,0.417910447761194,0.1823792701342519,0.19030550502087568,0.07604868770548534,0.07899457466392504,0.8303502796004999,0.8422115195365848,-0.011933291088849204,-0.011249765327379539,-0.0029168248846478334,-0.0027162784946441576,-5.492772530997225e-05,0.0005593752912120691,1.296991822518323,better,better,no difference
nsl_kdd_v2,dnn_5class_cw,perclass_isotonic_renorm,False,7.323456352022712,0.7747515968772178,0.5720199240466471,0.19219198932827378,0.08604886095285946,0.08529772580751335,3.4815099590023935,0.7327828100796249,0.9714756461744414,0.8315013404825737,0.6617100371747212,0.07417677642980935,0.19402985074626866,0.18810992143541808,0.1961664079400012,0.08383816443905936,0.08676133703987589,0.7253601530882366,0.740480340729662,-0.008761734538933565,-0.0028012923819930396,0.004190939752432567,0.005646637770802904,-0.10865397042472434,-0.09815873185863137,,better,worse,worse
nsl_kdd_v2,dnn_5class_cw,toplabel_isotonic,True,0.0,0.7716465578424414,0.5471231481826725,0.17355011058261502,0.07287062289286853,0.0752329151125301,2.0758890154546332,0.7973138802639838,0.923488827103285,0.8400804289544236,0.7199504337050805,0.13518197573656845,0.417910447761194,0.16937489958651217,0.17760761458964114,0.07375234896352152,0.07663192054769272,0.7903065280523403,0.8042860438585605,-0.025215556881935768,-0.023948004169631804,-0.005424625141184972,-0.004930973916967543,-0.041453560389631265,-0.035868954573625746,,better,better,worse
nsl_kdd_v2,dnn_5class_cw,cctl,True,0.0,0.7716465578424414,0.5471231481826725,0.18579172322948256,0.07991622536979873,0.08009831524585026,2.714107724348276,0.7581160703645757,0.923488827103285,0.8400804289544236,0.7199504337050805,0.13518197573656845,0.417910447761194,0.18211384941073738,0.1896869589393381,0.07866152854503033,0.0815833075233841,0.7513550806928229,0.7650414195314372,-0.015361663258843212,-0.008725729650806901,-0.0010814031874948108,0.0004423871293534022,-0.08124091876876663,-0.07477992273936634,,better,no difference,worse
nsl_kdd_v2,dnn_5class_cw,dirichlet,False,5.633427963094393,0.7743523775727467,0.527821533887831,0.20024784655760464,0.0837019144918986,0.08484904910295893,1.8159530719897652,0.7714137922922835,0.9517042529090722,0.8359249329758713,0.6947542337876911,0.10259965337954939,0.014925373134328358,0.19628604301355074,0.2042007287211797,0.0833052274599024,0.08629384300882623,0.7648576953712599,0.7784482921146405,-6.102733025626152e-05,0.004468132779968319,0.0038460497686734463,0.005107395576381122,-0.06917457864412188,-0.06021485349577305,,no difference,worse,worse
nsl_kdd_v2,rf_5class_smote,raw,True,0.0,0.7427253371185237,0.5101795772576511,0.16955168411403082,0.07781464691270382,0.07426030981438768,1.6847870811569428,0.9080769797106941,0.972299454227165,0.7490616621983914,0.6864931846344485,0.015944540727902946,0.08955223880597014,0.1661486092936778,0.17281355894768693,0.07308550611105258,0.0753826182203629,0.9043157037818749,0.9120876565916137,0.0,0.0,0.0,0.0,0.0,0.0,,no difference,no difference,no difference
nsl_kdd_v2,rf_5class_smote,temperature,True,0.0,0.7427253371185237,0.5101795772576511,0.2170556600423,0.0906432815229999,0.08720546210970519,2.12628692116728,0.9058710582895365,0.972299454227165,0.7490616621983914,0.6864931846344485,0.015944540727902946,0.08955223880597014,0.21336502573369312,0.22063832370517605,0.08583635224807336,0.08848879144749591,0.9021247920525723,0.9100009917189339,0.046604261412117334,0.04832311697554871,0.012602641998891533,0.01325963510107821,-0.002517623116725043,-0.00191518918842446,0.4817886340583748,worse,worse,worse
nsl_kdd_v2,rf_5class_smote,perclass_isotonic_renorm,False,3.632895670688432,0.7756831085876508,0.5401947828934244,0.20842210094371857,0.08883705311592341,0.08465035013484518,5.115990759205113,0.7136214773246793,0.9718875502008032,0.8443699731903486,0.7050805452292441,0.012131715771230503,0.11940298507462686,0.20481954587386111,0.2119189428019884,0.08332328388742945,0.08595624932753966,0.7059941040240283,0.7208030978094337,0.03699125501600984,0.040764897420030935,0.009934454978691736,0.010858859590201,-0.20115800407313483,-0.18734410670545618,,worse,worse,worse
nsl_kdd_v2,rf_5class_smote,toplabel_isotonic,True,0.0,0.7427253371185237,0.5101795772576511,0.20801492411243305,0.08946139689088836,0.08765613738346498,2.4329609157844647,0.8738031739624693,0.972299454227165,0.7490616621983914,0.6864931846344485,0.015944540727902946,0.08955223880597014,0.20442106853524464,0.21163160201118966,0.0862822045539466,0.08897965925491073,0.8689359966152163,0.8783547265440171,0.03745142469513255,0.039400189252758816,0.013023615571455021,0.013757782497071472,-0.03736094013785146,-0.03128908641637833,,worse,worse,worse
nsl_kdd_v2,rf_5class_smote,cctl,True,0.0,0.7427253371185237,0.5101795772576511,0.20764857768133885,0.08590559709409391,0.08542040863184176,2.471234665921064,0.8808531156811704,0.972299454227165,0.7490616621983914,0.6864931846344485,0.015944540727902946,0.08955223880597014,0.2041380322495418,0.21100435798004052,0.08404841691238375,0.08664281586682776,0.8760362468361913,0.8855184340099881,0.037162356409930535,0.039149906911694475,0.010846582244939625,0.011465381031737346,-0.03052320087072351,-0.023733642758955977,,worse,worse,worse
nsl_kdd_v2,rf_5class_smote,dirichlet,False,2.9808374733853795,0.7625088715400994,0.561675343820354,0.19528924328546016,0.0857701600803096,0.08293755611909262,2.1023213094995854,0.8924214534733753,0.9728143342601174,0.7813672922252011,0.7302767451466337,0.046447140381282497,0.1791044776119403,0.19154767961527974,0.19897390586200203,0.08156188054549203,0.08427999275615493,0.8883642675951158,0.8967006305882813,0.023594640856254637,0.027964649291322304,0.008286516191805092,0.009088502158734843,-0.018546503162719743,-0.012454758213265762,,worse,worse,worse
nsl_kdd_v2,xgb_5class_smote,raw,True,0.0,0.7869499645138396,0.6137674816563837,0.19080483603122,0.08224679568120372,0.07953478698117905,1.816438535025811,0.8675407704091337,0.9718875502008032,0.8390080428954424,0.7133415943824866,0.10329289428076256,0.2835820895522388,0.18666601978350802,0.1946153627755073,0.07800293146238653,0.08094146499183619,0.8631564934857799,0.8718856667624404,0.0,0.0,0.0,0.0,0.0,0.0,,no difference,no difference,no difference
nsl_kdd_v2,xgb_5class_smote,temperature,True,0.0,0.7869499645138396,0.6137674816563837,0.18785168862957768,0.08179962446800795,0.07883533669885835,1.6086096236001086,0.8683207490743196,0.9718875502008032,0.8390080428954424,0.7133415943824866,0.10329289428076256,0.2835820895522388,0.18374456023246585,0.19156181740880407,0.07731407606177634,0.0802173995301617,0.8640020336764949,0.8726378219713556,-0.003206065600167988,-0.002815397951833562,-0.0007426959282967563,-0.000655996020533152,0.0007045257109279057,0.0008567021645006168,1.1339206491915907,better,better,better
nsl_kdd_v2,xgb_5class_smote,perclass_isotonic_renorm,False,0.5500354861603974,0.7822924059616749,0.5659199989262214,0.1903110588937181,0.0835679908296326,0.08038178919820102,4.737196782953512,0.6919976524734637,0.9724024302337555,0.8380697050938338,0.7050805452292441,0.0779896013864818,0.13432835820895522,0.1865348704127955,0.19389155166278413,0.07891347861462607,0.08170257235604907,0.6850348635533418,0.6988818006520789,-0.0014995993101071553,0.0006149562037650767,0.0005872512127170684,0.0011208910782803771,-0.18198680890306446,-0.16940061878240126,,no difference,worse,worse
nsl_kdd_v2,xgb_5class_smote,toplabel_isotonic,True,0.0,0.7869499645138396,0.6137674816563837,0.18396822101686958,0.08177240981537638,0.0782780236510901,2.7895328288127677,0.7678324943064503,0.9718875502008032,0.8390080428954424,0.7133415943824866,0.10329289428076256,0.2835820895522388,0.1798652251126108,0.18769073315583887,0.076745553810216,0.07967372183853591,0.7610231286313447,0.7747041754096688,-0.007783137267977686,-0.005848035006871815,-0.0015059962863995797,-0.0010396673865999048,-0.10408932670943986,-0.09550248211978439,,better,better,worse
nsl_kdd_v2,xgb_5class_smote,cctl,True,0.0,0.7869499645138396,0.6137674816563837,0.1934860236999954,0.08148911953325198,0.07821738374450901,2.84237466118041,0.7719949154338334,0.9718875502008032,0.8390080428954424,0.7133415943824866,0.10329289428076256,0.2835820895522388,0.18963049245152958,0.19721841360750658,0.07671241036725525,0.07956011557960652,0.7646186232078975,0.7792371567181805,0.0009665794717486617,0.004471073563677825,-0.001548723110857801,-0.0011099724533294446,-0.10076042011694385,-0.09055158109677997,,worse,better,worse
nsl_kdd_v2,xgb_5class_smote,dirichlet,False,1.676721078779276,0.7849982256919801,0.5692611947404592,0.19224384312476944,0.0803762450598179,0.07906552034471984,2.1884550142303363,0.8904581918872089,0.9715786221810319,0.8447721179624665,0.6844279223461379,0.10190641247833622,0.13432835820895522,0.18817540976902455,0.19580043098781705,0.07753564316233602,0.08046588710252567,0.8866518008701469,0.8942436979115861,3.141845846747083e-06,0.0027509593211166253,-0.0007291169549888419,-0.00022102998859515718,0.020459319752266523,0.025292901136371736,,worse,better,better
nsl_kdd_v2,dnn_5class_smote,raw,True,0.0,0.7811834634492548,0.5746627663172444,0.20649613366026162,0.08359948446227991,0.08436994128915795,2.728424068533749,0.6670460659119176,0.9627226856142519,0.8441018766756032,0.6650144568360181,0.11369150779896015,0.40298507462686567,0.2027472507850015,0.21053353599327515,0.082821128181826,0.08592174867450202,0.6577594251023157,0.676046478051074,0.0,0.0,0.0,0.0,0.0,0.0,,no difference,no difference,no difference
nsl_kdd_v2,dnn_5class_smote,temperature,True,0.0,0.7811834634492548,0.5746627663172444,0.1977463732480974,0.08074435163621133,0.08239298324949035,1.8272808668483314,0.6698270192909097,0.9627226856142519,0.8441018766756032,0.6650144568360181,0.11369150779896015,0.40298507462686567,0.19391881081120024,0.20182167746212118,0.08095016607001745,0.08387811325128425,0.6604313348558238,0.6788522464854769,-0.00905533162359814,-0.008453364335618744,-0.002101683524315515,-0.0018694992889298667,0.002485279891324249,0.003067798122766985,1.5058948987353933,better,better,better
nsl_kdd_v2,dnn_5class_smote,perclass_isotonic_renorm,False,2.719127040454223,0.7700940383250532,0.5580864550632967,0.20761236283095688,0.08791076781461464,0.08754933406713605,4.77654508169503,0.712780245991915,0.9709607661414891,0.8412868632707775,0.6179264766625362,0.048873483535528596,0.2835820895522388,0.20374279068481316,0.21150197579487942,0.08607001098454492,0.08903411710618088,0.7049035184661742,0.7202781581271339,-0.0007654187526016431,0.003031222613749171,0.0027489560074452934,0.0036019683670631287,0.04029908424096754,0.05131426889247019,,no difference,worse,better
nsl_kdd_v2,dnn_5class_smote,toplabel_isotonic,True,0.0,0.7811834634492548,0.5746627663172444,0.19722991913272853,0.08111450108398681,0.0826082891523976,2.6513656858788712,0.6647366575147117,0.9627226856142519,0.8441018766756032,0.6650144568360181,0.11369150779896015,0.40298507462686567,0.19334958561671176,0.2013338884689308,0.0811274992339635,0.08410035855914982,0.6563063666137824,0.6727253220130536,-0.010113712042611338,-0.008254435438713723,-0.0019231639838390036,-0.00160934535226037,-0.005193448103172923,0.000591020110959843,,better,better,no difference
nsl_kdd_v2,dnn_5class_smote,cctl,True,0.0,0.7811834634492548,0.5746627663172444,0.20612772053117231,0.08443505088086042,0.0854265540850599,3.0899127526321952,0.7065917811190537,0.9627226856142519,0.8441018766756032,0.6650144568360181,0.11369150779896015,0.40298507462686567,0.20223267628269007,0.21007284099756535,0.08395492641462515,0.08691128431602721,0.6986880427514837,0.7141807142132149,-0.0026722942994425736,0.0020205995414911246,0.0006304303257183387,0.0014595201867889564,0.034335393184400924,0.045072810508179156,,no difference,worse,better
nsl_kdd_v2,dnn_5class_smote,dirichlet,False,2.364265436479773,0.7730216465578424,0.5326099831077413,0.21058370105754534,0.08564748649342176,0.08658514855688594,2.690966235541503,0.7421354086118348,0.9681804139635465,0.8420911528150135,0.6522098306484924,0.05511265164644714,0.07462686567164178,0.20691259553544436,0.214635214142888,0.08512869652914343,0.08804001575142908,0.7343719779518445,0.7493222554243348,0.0026603924315721983,0.005904909464797919,0.0018346668972719772,0.0025958184126399263,0.06741019738237726,0.0831416344794847,,worse,worse,better
unsw_nb15_v2,rf_5class_cw,raw,True,0.0,0.696128330785837,0.5685548231851765,0.06545025417932998,0.06199216763197215,0.0696535757467627,0.5709131453288979,0.8498066950247101,0.7214324324324324,0.5774027879677183,0.7193865324706447,0.6638352927940597,0.7582938388625592,0.06251134726673722,0.06836307796164567,0.06899268782735157,0.07023000333342654,0.847336428031875,0.8525089508894008,0.0,0.0,0.0,0.0,0.0,0.0,,no difference,no difference,no difference
unsw_nb15_v2,rf_5class_cw,temperature,True,0.0,0.696128330785837,0.5685548231851765,0.0681467881933318,0.06231373596424168,0.06993744727911434,0.5720261647669179,0.8494423170191406,0.7214324324324324,0.5774027879677183,0.7193865324706447,0.6638352927940597,0.7582938388625592,0.06522245906079939,0.0710875402448976,0.06926988588516249,0.07052346703504547,0.8469759230954345,0.8521378986450945,0.0022612227145928634,0.0030900614463951004,0.0002712283936552831,0.0002951860467997485,-0.00041220636946613654,-0.00031611766983237477,0.9692667561778175,worse,worse,worse
unsw_nb15_v2,rf_5class_cw,perclass_isotonic_renorm,False,17.82827248231197,0.743669340224705,0.5557230801852094,0.0638310792790503,0.05410688658885189,0.06823943971391122,0.5590358166633389,0.7920198865293532,0.7452702702702703,0.01785277573978968,0.6522885214473999,0.9319345221353434,0.6090047393364929,0.06104900030104114,0.06670385636569265,0.06756671198642009,0.06886270808403885,0.7889498656635834,0.7951744432844806,-0.004690195347141059,0.0015420113651827701,-0.0016275604971572831,-0.0012058805238769961,-0.060897278368726326,-0.05472316232555371,,no difference,better,worse
unsw_nb15_v2,rf_5class_cw,toplabel_isotonic,True,0.0,0.696128330785837,0.5685548231851765,0.05266106762834358,0.06379250732247088,0.07010262211300808,0.6014012802789102,0.8431330283402904,0.7214324324324324,0.5774027879677183,0.7193865324706447,0.6638352927940597,0.7582938388625592,0.049789852833994785,0.055454342648643073,0.06943062822885668,0.07068574134700056,0.8407122906975516,0.8457849609517758,-0.01400887304464454,-0.011592091832521922,0.0002980622630181191,0.0005857553931158978,-0.007701806584316703,-0.005609127573498055,,better,worse,worse
unsw_nb15_v2,rf_5class_cw,cctl,True,0.0,0.696128330785837,0.5685548231851765,0.07785643369438987,0.05649658972255003,0.0702786113296591,0.6358862485524721,0.8703754347464148,0.7214324324324324,0.5774027879677183,0.7193865324706447,0.6638352927940597,0.7582938388625592,0.07505355858874112,0.08064834601093451,0.06961643191464856,0.0709329434852449,0.8680629276015767,0.8726284064580898,0.011221481456505816,0.01370534400853051,0.0004131213210644503,0.0008344867139645718,0.01932685818783573,0.02178539209122745,,worse,worse,better
unsw_nb15_v2,rf_5class_cw,dirichlet,False,17.046690093128063,0.7525409306503207,0.5632660999620607,0.06278431187671794,0.04902148936336631,0.06491113100627471,0.5352438058005784,0.8080791187740628,0.7611891891891892,0.033504524333577895,0.6472561706206567,0.9281656072453169,0.6042654028436019,0.06001720112241063,0.06569218758541853,0.06425334703906466,0.06552123179805958,0.8050998890813648,0.8111524585518071,-0.0052623911749747196,2.007709849890672e-06,-0.004984736319283393,-0.004520215200959464,-0.04489173558205419,-0.03872887418748175,,no difference,better,worse
unsw_nb15_v2,xgb_5class_cw,raw,True,0.0,0.7012495863601267,0.577476478570533,0.11052909938155901,0.06872053994822336,0.07505395629314514,0.6101941038190564,0.8329254383151223,0.7354594594594595,0.6087062851552947,0.737359213994728,0.6376216459470102,0.9218009478672986,0.1073627172387479,0.11371333966253659,0.07426415722444348,0.07583348935435259,0.8301093821537601,0.8359818135598459,0.0,0.0,0.0,0.0,0.0,0.0,,no difference,no difference,no difference
unsw_nb15_v2,xgb_5class_cw,temperature,True,0.0,0.7012495863601267,0.577476478570533,0.0878088308921287,0.06573685810336756,0.07220577463586046,0.5826863679936347,0.8361870801727608,0.7354594594594595,0.6087062851552947,0.737359213994728,0.6376216459470102,0.9218009478672986,0.08469323518384832,0.09095214577252347,0.07148928928858234,0.07289771968863185,0.8334029267626132,0.8391061313021345,-0.022854209607050483,-0.022569681461523994,-0.002925584682160071,-0.0027673697573358767,0.0030528583103491937,0.0034701272126988368,1.1994322360452911,better,better,better
unsw_nb15_v2,xgb_5class_cw,perclass_isotonic_renorm,False,15.302311655977688,0.7322607585761334,0.5706209536302435,0.08969868727343946,0.05886003253082907,0.07034370363372078,0.5778243011496836,0.8056181574222189,0.7248108108108108,0.0892638786989484,0.6772106398274622,0.9065084097429262,0.8199052132701422,0.0866398531344976,0.09291875521325056,0.06960728299469462,0.07104984169028937,0.8026731793625415,0.8087515473979215,-0.023598123177229036,-0.018064888812997996,-0.00493870344036206,-0.004471382143140611,-0.030626044919160243,-0.024067543308008914,,better,better,worse
unsw_nb15_v2,xgb_5class_cw,toplabel_isotonic,True,0.0,0.7012495863601267,0.577476478570533,0.07253906110569971,0.06614067472640882,0.07354347791490358,0.6172564197360849,0.83143852051432,0.7354594594594595,0.6087062851552947,0.737359213994728,0.6376216459470102,0.9218009478672986,0.07038771097351706,0.07568246230834462,0.07279861985776893,0.07425965186431939,0.8287469805553149,0.8343071476935059,-0.038482900113066563,-0.03500270130773081,-0.0016703471144985476,-0.0013597211268894635,-0.0021170776695430215,-0.0008764448083886906,,better,better,worse
unsw_nb15_v2,xgb_5class_cw,cctl,True,0.0,0.7012495863601267,0.577476478570533,0.08998265249534716,0.06263633705392634,0.07292489511185307,0.7119222551424029,0.860171104331068,0.7354594594594595,0.6087062851552947,0.737359213994728,0.6376216459470102,0.9218009478672986,0.08685097065821376,0.09301298184120776,0.07214869270720145,0.07370148182289364,0.8577035281408364,0.8626040694597961,-0.021512175355632813,-0.019597742852379224,-0.0023868251604739136,-0.001866225439834109,0.02580187317694297,0.028725760665752838,,better,better,better
unsw_nb15_v2,xgb_5class_cw,dirichlet,False,16.19419801137707,0.7521154724949182,0.582722648698186,0.07672570108412875,0.05302848609665236,0.06645618285804113,0.5423167935768959,0.8106071057982038,0.7574054054054054,0.08877476155539252,0.6654684878983944,0.9129211903020757,0.7985781990521327,0.07405562946032991,0.07970539569180093,0.06571132783671305,0.06716186568700265,0.8077318378939724,0.8137755182708577,-0.03629812913043459,-0.0312637282802654,-0.008874438831250222,-0.008305233083816562,-0.02585497808913299,-0.01899984710730469,,better,better,worse
unsw_nb15_v2,dnn_5class_cw,raw,True,0.0,0.6016923779959346,0.47737620806468584,0.16116374022066562,0.095440004001728,0.09311835162505944,0.8271485198683383,0.8383918108580477,0.6148648648648649,0.8143800440205429,0.7126767313683201,0.49282781121674074,0.8744075829383886,0.15816152280223644,0.16414563138321725,0.0923182592963412,0.09385939581584252,0.8356645065047762,0.8410528294299853,0.0,0.0,0.0,0.0,0.0,0.0,,no difference,no difference,no difference
unsw_nb15_v2,dnn_5class_cw,temperature,True,0.0,0.6016923779959346,0.47737620806468584,0.12054999201488541,0.09165232256453525,0.08780015298366356,0.768764965663627,0.8503925841711548,0.6148648648648649,0.8143800440205429,0.7126767313683201,0.49282781121674074,0.8744075829383886,0.11770414632956802,0.12336383611622773,0.08711683299130968,0.08844725089216983,0.8478983415577054,0.8529292519878224,-0.040830570848049044,-0.04032451774984414,-0.005427168630505469,-0.00519724898806324,0.011243917955157149,0.012739629939010363,1.316230751785226,better,better,better
unsw_nb15_v2,dnn_5class_cw,perclass_isotonic_renorm,False,25.461306944422557,0.6564189029482674,0.4653741418744234,0.11724200153064532,0.05809176950317792,0.07446440141504546,0.612051689123847,0.8455939686647919,0.5948648648648649,0.021765712888236734,0.6743350107836089,0.9279405974011363,0.5876777251184834,0.11467180250885922,0.11977847084529152,0.07385326042745657,0.07508672357263599,0.8431199216524855,0.8484028675022064,-0.04668073374630569,-0.04100227551788667,-0.01897365934661602,-0.018317399682566352,0.0037355754862549192,0.010879282233373833,,better,better,better
