dataset,exchangeability,model,score,budget_frac,scope,n,bound_three_stage,bound_two_stage,bound_calibration_only,empirical_recall_at_k,empirical_recall_at_tau,n_selected_at_tau,k,n_attacks_dep,violation_rate_three_stage,violation_rate_two_stage,violation_rate_calibration_only
cic_ids2017_v2,exchangeable,xgb_5class_cw,rare_weighted,0.1,all_attacks,200,0.4340302333878146,0.475824899629217,0.4889402001643735,0.5006456041744138,0.4660124838167859,1863.965,2000.0,3925.0,0.0,0.0,0.025
cic_ids2017_v2,exchangeable,xgb_5class_cw,rare_weighted,0.2,DoS,200,0.9233346378320623,0.9958242129233025,0.9973493915548741,0.9989623118266963,0.9413372293049997,3802.285,4001.0,2687.5,0.0,0.06,0.08
cic_ids2017_v2,exchangeable,xgb_5class_cw,rare_weighted,0.2,Probe,200,0.9937684615676323,0.994662457303408,0.99733876715575,1.0,1.0,3802.285,4001.0,1125.0,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_cw,rare_weighted,0.2,R2L,200,0.9145814464291243,0.9318228036269128,0.9632307619612045,0.9911399333712968,0.9878464624172096,3802.285,4001.0,112.0,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_cw,rare_weighted,0.2,all_attacks,200,0.9468055781127481,0.9962573674939215,0.9975570627188931,0.9990388724405386,0.9595137337415456,3802.285,4001.0,3925.0,0.0,0.05,0.07
cic_ids2017_v2,exchangeable,xgb_5class_cw,uncalibrated,0.01,DoS,200,0.03209239151819234,0.04790830407875478,0.05505026903222228,0.06253190041380434,0.048320283276168684,159.395,200.0,2687.5,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_cw,uncalibrated,0.01,Probe,200,0.01008830469951339,0.013915337517528128,0.020598117100638365,0.02836159504795938,0.026209745370891237,159.395,200.0,1125.0,0.0,0.0,0.045
cic_ids2017_v2,exchangeable,xgb_5class_cw,uncalibrated,0.01,R2L,200,0.0,0.0,0.0,4.4642857142857e-05,4.4642857142857e-05,159.395,200.0,112.0,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_cw,uncalibrated,0.01,all_attacks,200,0.027844729783081654,0.03986657660461548,0.04524623197203699,0.05092083599710936,0.04057952997331529,159.395,200.0,3925.0,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_cw,uncalibrated,0.02,DoS,200,0.0844885985941384,0.10699300122935097,0.11711588416075584,0.12314526297950167,0.10372271937101014,334.16,400.0,2687.5,0.0,0.0,0.05
cic_ids2017_v2,exchangeable,xgb_5class_cw,uncalibrated,0.02,Probe,200,0.02214858442428299,0.030990111894222676,0.04037396464584489,0.06139296797592598,0.04922484634519564,334.16,400.0,1125.0,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_cw,uncalibrated,0.02,R2L,200,0.0,0.0,0.0,4.4642857142857e-05,4.4642857142857e-05,334.16,400.0,112.0,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_cw,uncalibrated,0.02,all_attacks,200,0.06835693144442789,0.08638152911920674,0.09397380814443507,0.10185947150846537,0.08508753079050542,334.16,400.0,3925.0,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_cw,uncalibrated,0.05,DoS,200,0.24336290136831015,0.2740312591123646,0.2883565233372944,0.2923428508076058,0.2690223479281769,896.86,1000.0,2687.5,0.0,0.0,0.235
cic_ids2017_v2,exchangeable,xgb_5class_cw,uncalibrated,0.05,Probe,200,0.09671078674631534,0.12309180816591875,0.13990400411279647,0.18149606959763875,0.1517392793631366,896.86,1000.0,1125.0,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_cw,uncalibrated,0.05,R2L,200,0.000351820288709636,0.012418233397802982,0.039711227650740887,0.09273307260932656,0.02910683735503858,896.86,1000.0,112.0,0.0,0.0,0.035
cic_ids2017_v2,exchangeable,xgb_5class_cw,uncalibrated,0.05,all_attacks,200,0.20219192837659983,0.23194436745893843,0.2431674169194222,0.2546753780425335,0.22839204397713492,896.86,1000.0,3925.0,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_cw,uncalibrated,0.1,DoS,200,0.476462154594052,0.5230152181221281,0.538829897242118,0.5430786403800214,0.5010808524814498,1857.4,2000.0,2687.5,0.0,0.015,0.31
cic_ids2017_v2,exchangeable,xgb_5class_cw,uncalibrated,0.1,Probe,200,0.3085893585882246,0.3450573116729836,0.36865126429341155,0.41314446581881376,0.3874888338920567,1857.4,2000.0,1125.0,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_cw,uncalibrated,0.1,R2L,200,0.3964929638966461,0.4294108045764329,0.5072167544898468,0.6705473175615099,0.6648010980072643,1857.4,2000.0,112.0,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_cw,uncalibrated,0.1,all_attacks,200,0.44097725399115295,0.482850809752613,0.4959638332890479,0.5093685555993136,0.4730186119279669,1857.4,2000.0,3925.0,0.0,0.0,0.01
cic_ids2017_v2,exchangeable,xgb_5class_cw,uncalibrated,0.2,DoS,200,0.9706636211990252,0.997511957005881,0.9986856476613091,0.9997830763126124,0.9813953945502449,3799.14,4001.0,2687.5,0.0,0.0,0.01
cic_ids2017_v2,exchangeable,xgb_5class_cw,uncalibrated,0.2,Probe,200,0.8972011688233172,0.9942763614207916,0.9970167534698168,0.9999911268855368,0.9318357227977373,3799.14,4001.0,1125.0,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_cw,uncalibrated,0.2,R2L,200,0.8254408194774716,0.9297648085807978,0.9616822601940933,0.9906619765772675,0.9494888834498348,3799.14,4001.0,112.0,0.0,0.0,0.01
cic_ids2017_v2,exchangeable,xgb_5class_cw,uncalibrated,0.2,all_attacks,200,0.9531108337621348,0.9971338887329472,0.9982824580726488,0.9995810732922366,0.9661762872226408,3799.14,4001.0,3925.0,0.0,0.0,0.02
cic_ids2017_v2,exchangeable,xgb_5class_smote,calibrated_attack_prob,0.01,DoS,200,0.028146228720237722,0.04107492916067436,0.04773819780479336,0.054584173034303414,0.04132946857358789,151.45,200.0,2687.5,0.0,0.0,0.02
cic_ids2017_v2,exchangeable,xgb_5class_smote,calibrated_attack_prob,0.01,Probe,200,0.014843967075423714,0.023644579413461177,0.0319876349547101,0.041293620781912704,0.03132658307885692,151.45,200.0,1125.0,0.0,0.0,0.1
cic_ids2017_v2,exchangeable,xgb_5class_smote,calibrated_attack_prob,0.01,R2L,200,0.0009332271568143336,0.0054930466120512896,0.025587327298632858,0.05895971003039573,0.04402715553180674,151.45,200.0,112.0,0.0,0.0,0.07
cic_ids2017_v2,exchangeable,xgb_5class_smote,calibrated_attack_prob,0.01,all_attacks,200,0.02784976277852083,0.03986653842724985,0.04524622869819532,0.050894048845956996,0.038532491781339676,151.45,200.0,3925.0,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_smote,calibrated_attack_prob,0.02,DoS,200,0.07118424689768359,0.09067196008941306,0.10010556630877987,0.1091625777079034,0.08987578841158105,329.56,400.0,2687.5,0.0,0.0,0.05
cic_ids2017_v2,exchangeable,xgb_5class_smote,calibrated_attack_prob,0.02,Probe,200,0.04226118073246834,0.05642729148467587,0.06858459207924616,0.08273553832106012,0.06824468498658484,329.56,400.0,1125.0,0.0,0.0,0.09
cic_ids2017_v2,exchangeable,xgb_5class_smote,calibrated_attack_prob,0.02,R2L,200,0.016220991569744058,0.031467861662942555,0.06703477217709056,0.11829629757716226,0.09754170761269922,329.56,400.0,112.0,0.0,0.01,0.085
cic_ids2017_v2,exchangeable,xgb_5class_smote,calibrated_attack_prob,0.02,all_attacks,200,0.06835051411828681,0.08636364310030696,0.09395905490036695,0.10182125678945342,0.08388309794413107,329.56,400.0,3925.0,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_smote,calibrated_attack_prob,0.05,DoS,200,0.21386149773003182,0.24608542549759713,0.2599513737217036,0.27333166767737427,0.24350880854315338,890.905,1000.0,2687.5,0.0,0.0,0.015
cic_ids2017_v2,exchangeable,xgb_5class_smote,calibrated_attack_prob,0.05,Probe,200,0.14157308600092078,0.16661494179877007,0.1855171921310721,0.2059352503550839,0.18349839918586422,890.905,1000.0,1125.0,0.0,0.01,0.06
cic_ids2017_v2,exchangeable,xgb_5class_smote,calibrated_attack_prob,0.05,R2L,200,0.11556402519313397,0.1527069065871969,0.21475362681218674,0.2967156195745458,0.2631460955881784,890.905,1000.0,112.0,0.005,0.015,0.05
cic_ids2017_v2,exchangeable,xgb_5class_smote,calibrated_attack_prob,0.05,all_attacks,200,0.20214477446939977,0.23189339815935764,0.24311359117848588,0.2545938971660896,0.2268041388831925,890.905,1000.0,3925.0,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_smote,calibrated_attack_prob,0.1,DoS,200,0.4704395414501393,0.5163124553297483,0.5321380377079071,0.5469560151172383,0.5057902103504004,1849.525,2000.0,2687.5,0.0,0.0,0.085
cic_ids2017_v2,exchangeable,xgb_5class_smote,calibrated_attack_prob,0.1,Probe,200,0.32708914900839103,0.3622693881695448,0.38606507718597305,0.4107922761066072,0.37985824958640363,1849.525,2000.0,1125.0,0.0,0.005,0.1
cic_ids2017_v2,exchangeable,xgb_5class_smote,calibrated_attack_prob,0.1,R2L,200,0.3471820903833463,0.40855714933240833,0.48618098153951783,0.5973294775688259,0.5515430280823321,1849.525,2000.0,112.0,0.0,0.0,0.045
cic_ids2017_v2,exchangeable,xgb_5class_smote,calibrated_attack_prob,0.1,all_attacks,200,0.44084466648866183,0.48270291400102544,0.49581610708073315,0.5092195545635868,0.4708765998284105,1849.525,2000.0,3925.0,0.0,0.0,0.01
cic_ids2017_v2,exchangeable,xgb_5class_smote,calibrated_attack_prob,0.2,DoS,200,0.9723067289481808,0.9973969995798838,0.9986113939740119,0.9997513175350989,0.9842657668282522,3797.88,4001.0,2687.5,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_smote,calibrated_attack_prob,0.2,Probe,200,0.8902377959015401,0.9939743833219478,0.9967784555110833,0.9999299219804298,0.9214678090943991,3797.88,4001.0,1125.0,0.0,0.0,0.01
cic_ids2017_v2,exchangeable,xgb_5class_smote,calibrated_attack_prob,0.2,R2L,200,0.849171252561645,0.9181658327553569,0.9527924162071146,0.9861749197044313,0.9509427196453234,3797.88,4001.0,112.0,0.0,0.0,0.015
cic_ids2017_v2,exchangeable,xgb_5class_smote,calibrated_attack_prob,0.2,all_attacks,200,0.9526523829983234,0.9966244389475409,0.9978857314216536,0.9993254712460906,0.9651743116373348,3797.88,4001.0,3925.0,0.0,0.0,0.01
cic_ids2017_v2,exchangeable,xgb_5class_smote,rare_weighted,0.01,DoS,200,0.0,0.0,0.0,0.0,0.0,143.725,200.0,2687.5,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_smote,rare_weighted,0.01,Probe,200,0.01177927834188806,0.046716328489084316,0.05788687120923507,0.0695095612065916,0.019545544316281586,143.725,200.0,1125.0,0.0,0.02,0.115
cic_ids2017_v2,exchangeable,xgb_5class_smote,rare_weighted,0.01,R2L,200,0.9054220775011664,0.9163699559548885,0.9513768645375619,0.9801615600854238,0.9801615600854238,143.725,200.0,112.0,0.0,0.0,0.025
cic_ids2017_v2,exchangeable,xgb_5class_smote,rare_weighted,0.01,all_attacks,200,0.026092659045647205,0.03795135503311966,0.04321945398376398,0.04846348982561062,0.034165175500698614,143.725,200.0,3925.0,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_smote,rare_weighted,0.02,DoS,200,0.0,0.0,0.0,0.0,0.0,324.58,400.0,2687.5,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_smote,rare_weighted,0.02,Probe,200,0.14321064588943822,0.20435986769006892,0.22468995004175937,0.24652592221144207,0.1797268259655306,324.58,400.0,1125.0,0.0,0.0,0.055
cic_ids2017_v2,exchangeable,xgb_5class_smote,rare_weighted,0.02,R2L,200,0.9054220775011664,0.9163699559548885,0.9513768645375619,0.9801615600854238,0.9801615600854238,324.58,400.0,112.0,0.0,0.0,0.025
cic_ids2017_v2,exchangeable,xgb_5class_smote,rare_weighted,0.02,all_attacks,200,0.06600356695300996,0.08381548271975119,0.09131403190728134,0.09914364035936861,0.0800389462803662,324.58,400.0,3925.0,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_smote,rare_weighted,0.05,DoS,200,0.0,0.0,0.0,0.0,0.0,888.59,1000.0,2687.5,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_smote,rare_weighted,0.05,Probe,200,0.6273075133993208,0.7358720006781309,0.7570110400898669,0.7795052636339929,0.6803706042202045,888.59,1000.0,1125.0,0.0,0.025,0.215
cic_ids2017_v2,exchangeable,xgb_5class_smote,rare_weighted,0.05,R2L,200,0.9054220775011664,0.9163699559548885,0.9513768645375619,0.9801615600854238,0.9801615600854238,888.59,1000.0,112.0,0.0,0.0,0.025
cic_ids2017_v2,exchangeable,xgb_5class_smote,rare_weighted,0.05,all_attacks,200,0.19926956291783163,0.22894809994381388,0.24013552572440655,0.2517378067493713,0.22341753749802404,888.59,1000.0,3925.0,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_smote,rare_weighted,0.1,DoS,200,0.1903794328650211,0.2478815444572344,0.2617785100321159,0.2755705149362168,0.2278629722863778,1871.83,2000.0,2687.5,0.0,0.015,0.145
cic_ids2017_v2,exchangeable,xgb_5class_smote,rare_weighted,0.1,Probe,200,0.9937684615676323,0.994662457303408,0.99733876715575,1.0,1.0,1871.83,2000.0,1125.0,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_smote,rare_weighted,0.1,R2L,200,0.9054220775011664,0.9163699559548885,0.9513768645375619,0.9834198425110026,0.9834198425110026,1871.83,2000.0,112.0,0.0,0.0,0.015
cic_ids2017_v2,exchangeable,xgb_5class_smote,rare_weighted,0.1,all_attacks,200,0.43575367705993256,0.4775482017887992,0.4906751677878103,0.5037630723836649,0.47108468252654284,1871.83,2000.0,3925.0,0.0,0.0,0.015
cic_ids2017_v2,exchangeable,xgb_5class_smote,rare_weighted,0.2,DoS,200,0.9263990752593056,0.996400653773179,0.9978506918728434,0.9994335976648985,0.9481083310563214,3807.73,4001.0,2687.5,0.0,0.025,0.04
cic_ids2017_v2,exchangeable,xgb_5class_smote,rare_weighted,0.2,Probe,200,0.9937684615676323,0.994662457303408,0.99733876715575,1.0,1.0,3807.73,4001.0,1125.0,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_smote,rare_weighted,0.2,R2L,200,0.9054220775011664,0.9237969341808335,0.9572182006714133,0.9882812041731779,0.9834198425110026,3807.73,4001.0,112.0,0.0,0.0,0.01
cic_ids2017_v2,exchangeable,xgb_5class_smote,rare_weighted,0.2,all_attacks,200,0.9487594226051731,0.9966148775309946,0.9978709496663644,0.9992755047639587,0.9639929388061261,3807.73,4001.0,3925.0,0.0,0.015,0.055
cic_ids2017_v2,exchangeable,xgb_5class_smote,uncalibrated,0.01,DoS,200,0.026423071594933976,0.03695696990043437,0.0433194801200183,0.04845995022526666,0.03680443508230915,148.895,200.0,2687.5,0.0,0.0,0.015
cic_ids2017_v2,exchangeable,xgb_5class_smote,uncalibrated,0.01,Probe,200,0.0214703602722302,0.03696541223088425,0.04711291398860861,0.06203450712140456,0.04441786488655561,148.895,200.0,1125.0,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_smote,uncalibrated,0.01,R2L,200,0.0,0.0,0.0,4.4247787610619e-05,4.4247787610619e-05,148.895,200.0,112.0,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_smote,uncalibrated,0.01,all_attacks,200,0.027871519889647027,0.039878102956645886,0.04526074445060013,0.05092838598632298,0.037908779932762274,148.895,200.0,3925.0,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_smote,uncalibrated,0.02,DoS,200,0.06533265166792494,0.0876656248346227,0.09697531809737159,0.10170493716216061,0.08093950415224387,326.095,400.0,2687.5,0.0,0.0,0.07
cic_ids2017_v2,exchangeable,xgb_5class_smote,uncalibrated,0.02,Probe,200,0.0628302841891028,0.07284902959858534,0.08642712440035011,0.11265062640182409,0.09653649246389615,326.095,400.0,1125.0,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_smote,uncalibrated,0.02,R2L,200,0.0,0.0,0.0,4.4247787610619e-05,4.4247787610619e-05,326.095,400.0,112.0,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_smote,uncalibrated,0.02,all_attacks,200,0.06837093263580414,0.08640831571837453,0.09400212901233726,0.101867021497679,0.08304007416744341,326.095,400.0,3925.0,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_smote,uncalibrated,0.05,DoS,200,0.2174584045595362,0.24593707045826704,0.2597833260944105,0.26783385049629954,0.24463456748270765,905.775,1000.0,2687.5,0.0,0.0,0.105
cic_ids2017_v2,exchangeable,xgb_5class_smote,uncalibrated,0.05,Probe,200,0.15655778451791288,0.19321477259588576,0.21314693850229044,0.24882123958064026,0.22040859297743048,905.775,1000.0,1125.0,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_smote,uncalibrated,0.05,R2L,200,0.0,0.0,0.000111429610076115,4.4247787610619e-05,4.4247787610619e-05,905.775,1000.0,112.0,0.0,0.0,0.24
cic_ids2017_v2,exchangeable,xgb_5class_smote,uncalibrated,0.05,all_attacks,200,0.20220598227229217,0.23195842135463077,0.24318126097148138,0.2546829280317471,0.23066900355896383,905.775,1000.0,3925.0,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_smote,uncalibrated,0.1,DoS,200,0.4534779275624401,0.5017534699663357,0.5176097128550962,0.5253253757519323,0.48372630272486256,1861.095,2000.0,2687.5,0.0,0.015,0.29
cic_ids2017_v2,exchangeable,xgb_5class_smote,uncalibrated,0.1,Probe,200,0.3587801387898199,0.3858941213133607,0.41000503300157976,0.44991728748633864,0.43029913504182454,1861.095,2000.0,1125.0,0.0,0.0,0.005
cic_ids2017_v2,exchangeable,xgb_5class_smote,uncalibrated,0.1,R2L,200,0.42962702789898943,0.5215846536186628,0.5986153975542057,0.7230843984268186,0.6762667208856121,1861.095,2000.0,112.0,0.0,0.0,0.0
cic_ids2017_v2,exchangeable,xgb_5class_smote,uncalibrated,0.1,all_attacks,200,0.44099130788684543,0.4828648636483054,0.4959778927574744,0.5092513672583382,0.47384392937487896,1861.095,2000.0,3925.0,0.0,0.0,0.01
cic_ids2017_v2,exchangeable,xgb_5class_smote,uncalibrated,0.2,DoS,200,0.9719609338372471,0.9975067526210084,0.9986908638857398,0.9997793709389177,0.9843872255090834,3800.19,4001.0,2687.5,0.0,0.0,0.005
cic_ids2017_v2,exchangeable,xgb_5class_smote,uncalibrated,0.2,Probe,200,0.8918822338965774,0.9939878403427009,0.9967897397856866,0.9999297809558443,0.9233457695150562,3800.19,4001.0,1125.0,0.0,0.005,0.01
cic_ids2017_v2,exchangeable,xgb_5class_smote,uncalibrated,0.2,R2L,200,0.8481839694946117,0.9229089911932674,0.956443337757465,0.9876933904664129,0.9503129593337661,3800.19,4001.0,112.0,0.0,0.0,0.015
cic_ids2017_v2,exchangeable,xgb_5class_smote,uncalibrated,0.2,all_attacks,200,0.9528499699143171,0.9968498606277989,0.9980606010352153,0.9994048836122141,0.9657891357508668,3800.19,4001.0,3925.0,0.0,0.005,0.025
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,calibrated_attack_prob,0.01,DoS,200,0.014276472889685678,0.02081310250291812,0.02449683422948937,0.024857645076563708,0.014908296108176735,67.56,113.0,3723.0,0.005,0.005,0.005
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,calibrated_attack_prob,0.01,Probe,200,0.005030882428617397,0.008440550074694938,0.013063737377302664,0.015468317288894449,0.00911109835908128,67.56,113.0,1207.5,0.005,0.01,0.16
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,calibrated_attack_prob,0.01,R2L,200,3.4106412005454998e-06,3.4106412005454998e-06,4.93094475680765e-05,2.75983005943705e-05,1.73215179920965e-05,67.56,113.0,1445.0,0.005,0.005,0.065
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,calibrated_attack_prob,0.01,all_attacks,200,0.01381416315658403,0.01990376733763792,0.022645758313725423,0.017361898009816076,0.01036949845914108,67.56,113.0,6405.0,0.005,0.005,1.0
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,calibrated_attack_prob,0.02,DoS,200,0.030759877371349612,0.040786395247810345,0.046093957818749386,0.04968992598746179,0.029564893952159915,133.825,225.0,3723.0,0.005,0.005,0.005
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,calibrated_attack_prob,0.02,Probe,200,0.013067076918040847,0.019350419046150105,0.02639209503791249,0.030385472921555315,0.01802336562889509,133.825,225.0,1207.5,0.005,0.005,0.145
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,calibrated_attack_prob,0.02,R2L,200,3.4106412005454998e-06,1.71937446255725e-05,0.0001055509239452425,2.75983005943705e-05,2.75983005943705e-05,133.825,225.0,1445.0,0.005,0.015,0.12
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,calibrated_attack_prob,0.02,all_attacks,200,0.029388142649234516,0.03867749313398968,0.04260578436375498,0.03460132229438593,0.020566060940847262,133.825,225.0,6405.0,0.005,0.39,1.0
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,calibrated_attack_prob,0.05,DoS,200,0.08831704810719745,0.10541129570353913,0.11375057900278901,0.12464830480295239,0.07512220275843089,339.63,564.0,3723.0,0.005,0.005,0.005
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,calibrated_attack_prob,0.05,Probe,200,0.045035950024582744,0.05629662917331268,0.06776939015869297,0.07621023740645014,0.04569589553385758,339.63,564.0,1207.5,0.005,0.01,0.175
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,calibrated_attack_prob,0.05,R2L,200,2.0575521029664497e-05,4.4345666717306e-05,0.000259213846542382,3.8060694907224e-05,3.0988131102845e-05,339.63,564.0,1445.0,0.03,0.035,0.27
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,calibrated_attack_prob,0.05,all_attacks,200,0.08286534850306816,0.09840423943039445,0.10455512931311725,0.08679077977425875,0.052254741505028006,339.63,564.0,6405.0,0.005,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,calibrated_attack_prob,0.1,DoS,200,0.1917857552533925,0.2163211020827117,0.22748012319315783,0.24908960190623514,0.1542210864507175,697.42,1127.0,3723.0,0.005,0.005,0.005
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,calibrated_attack_prob,0.1,Probe,200,0.10831095135124613,0.1259509731982055,0.14218227449292736,0.15210563079138487,0.09402602025681155,697.42,1127.0,1207.5,0.005,0.045,0.245
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,calibrated_attack_prob,0.1,R2L,200,0.000150274556083462,0.00032263605212520146,0.00086456123643709,0.00010383279570793699,5.5310706980706004e-05,697.42,1127.0,1445.0,0.095,0.15,0.385
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,calibrated_attack_prob,0.1,all_attacks,200,0.17854710380035482,0.20090593722337263,0.20918341717911704,0.17340777745014985,0.10732628942166357,697.42,1127.0,6405.0,0.85,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,calibrated_attack_prob,0.2,DoS,200,0.4113230030882379,0.44492114335197996,0.45828902519643855,0.4982097075546536,0.31656290191624037,1432.315,2254.0,3723.0,0.005,0.005,0.005
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,calibrated_attack_prob,0.2,Probe,200,0.2479809980805517,0.2724371493757003,0.29373822269730154,0.3041817592257045,0.19317518834276548,1432.315,2254.0,1207.5,0.005,0.12,0.31
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,calibrated_attack_prob,0.2,R2L,200,0.000774867534244259,0.0012562688659629962,0.0024096661758920565,0.0002147669972448235,0.000138433955102569,1432.315,2254.0,1445.0,0.235,0.305,0.525
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,calibrated_attack_prob,0.2,all_attacks,200,0.380256333802933,0.41067797746089035,0.4207937553290687,0.346840639655851,0.22035772557454436,1432.315,2254.0,6405.0,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,rare_weighted,0.01,DoS,200,0.0,0.0,0.0,0.0,0.003097641238773888,337.905,113.0,3723.0,0.0,0.0,0.0
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,rare_weighted,0.01,Probe,200,0.0,0.0,9.254183922029889e-05,0.0,0.01931887129290908,337.905,113.0,1207.5,0.0,0.0,0.77
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,rare_weighted,0.01,R2L,200,0.012717961957271125,0.062010417447664626,0.07284577397813877,0.07064387687123684,0.18451721676749616,337.905,113.0,1445.0,0.0,0.275,0.435
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,rare_weighted,0.01,all_attacks,200,0.0003456282426705505,0.0011586289376759068,0.002028180616796335,0.017037349513666415,0.049730517497561015,337.905,113.0,6405.0,0.0,0.0,0.0
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,rare_weighted,0.02,DoS,200,0.0,0.0,0.0,0.0,0.018466502675843342,484.185,225.0,3723.0,0.0,0.0,0.0
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,rare_weighted,0.02,Probe,200,0.0,0.0,0.00020290166557023606,0.007332439516142898,0.028796707638928234,484.185,225.0,1207.5,0.0,0.0,0.005
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,rare_weighted,0.02,R2L,200,0.10544654892845445,0.2149191338128754,0.2314898759625774,0.13521232422967405,0.23326304588349855,484.185,225.0,1445.0,0.215,0.615,0.655
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,rare_weighted,0.02,all_attacks,200,0.0017017409628865296,0.0033933738169824854,0.004718542037990161,0.033962990888114934,0.07213086616203093,484.185,225.0,6405.0,0.0,0.0,0.0
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,rare_weighted,0.05,DoS,200,0.0,0.0,4.7345800548456886e-05,0.026786163192091626,0.03162008196270274,821.49,564.0,3723.0,0.0,0.0,0.0
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,rare_weighted,0.05,Probe,200,0.0,8.6597801849832e-05,0.001418657032479052,0.030324941294123654,0.038871433819123814,821.49,564.0,1207.5,0.0,0.0,0.0
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,rare_weighted,0.05,R2L,200,0.9303301788784674,0.9595578736425568,0.9673640643284651,0.2646034111809847,0.405975634606235,821.49,564.0,1445.0,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,rare_weighted,0.05,all_attacks,200,0.012271963454094939,0.013529866754951422,0.01607195920765385,0.08448747476782234,0.1213303807359536,821.49,564.0,6405.0,0.0,0.0,0.0
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,rare_weighted,0.1,DoS,200,0.0001316490555737015,0.00018665144629694452,0.0007751452986476086,0.04491305845853156,0.06475515896521951,1739.605,1127.0,3723.0,0.0,0.0,0.0
nsl_kdd_v2,non-exchangeable by construction,dnn_5class_cw,rare_weighted,0.1,Probe,200,0.2506414663959603,0.3586038104594976,0.38134113034132355,0.1299412910091534,0.43763793069379103,1739.605,1127.0,1207.5,0.99,1.0,1.0
